xiphophorus_maculatus ENSXMAG00000007670
xiphophorus_couchianus ENSXCOG00000001346
gambusia_affinis ENSGAFG00000003864
poecilia_formosa ENSPFOG00000016435
poecilia_mexicana ENSPMEG00000020221
poecilia_latipinna ENSPLAG00000013929
poecilia_reticulata ENSPREG00000015403
cyprinodon_variegatus ENSCVAG00000003736
fundulus_heteroclitus ENSFHEG00000015654
kryptolebias_marmoratus ENSKMAG00000022148
oryzias_melastigma ENSOMEG00000002170
oryzias_melastigma ENSOMEG00000002149
oryzias_latipes_asm223469v1 ENSORLG00015015001
oryzias_latipes_asm223471v1 ENSORLG00020016811
oryzias_latipes_asm223467v1 ENSORLG00000017756
stegastes_partitus ENSSPAG00000022280
stegastes_partitus ENSSPAG00000022252
stegastes_partitus ENSSPAG00000016039
amphiprion_ocellaris ENSAOCG00000023064
amphiprion_percula ENSAPEG00000006646
acanthochromis_polyacanthus ENSAPOG00000012764
haplochromis_burtoni ENSHBUG00000011777
pundamilia_nyererei ENSPNYG00000001637
maylandia_zebra ENSMZEG00005004272
astatotilapia_calliptera ENSACLG00000026875
oreochromis_niloticus ENSONIG00000005660
neolamprologus_brichardi ENSNBRG00000002131
amphilophus_citrinellus ENSACIG00000009435
seriola_dumerili ENSSDUG00000006664
seriola_lalandi_dorsalis ENSSLDG00000022652
scophthalmus_maximus ENSSMAG00000019243
labrus_bergylta ENSLBEG00000016109
gasterosteus_aculeatus ENSGACG00000007592
tetraodon_nigroviridis ENSTNIG00000012206
takifugu_rubripes ENSTRUG00000013302
mola_mola ENSMMOG00000015480
hippocampus_comes ENSHCOG00000009348
cynoglossus_semilaevis ENSCSEG00000003660
monopterus_albus ENSMALG00000021543
mastacembelus_armatus ENSMAMG00000001793
anabas_testudineus ENSATEG00000021309
periophthalmus_magnuspinnatus ENSPMGG00000013656
gadus_morhua ENSGMOG00000018908
esox_lucius ENSELUG00000023165
pygocentrus_nattereri ENSPNAG00000010406
astyanax_mexicanus ENSAMXG00000018122
ictalurus_punctatus ENSIPUG00000005800
danio_rerio ENSDARG00000002877
scleropages_formosus ENSSFOG00015014796
paramormyrops_kingsleyae ENSPKIG00000016141
lepisosteus_oculatus ENSLOCG00000001188
calidris_pygmaea ENSCPGG00000000011
calidris_pugnax ENSCPUG00000004303
melopsittacus_undulatus ENSMUNG00000003550
junco_hyemalis ENSJHYG00000015982
zonotrichia_albicollis ENSZALG00000011201
serinus_canaria ENSSCAG00000003182
lonchura_striata_domestica ENSLSDG00000002956
taeniopygia_guttata ENSTGUG00000010917
parus_major ENSPMJG00000008170
cyanistes_caeruleus ENSCCEG00000013558
ficedula_albicollis ENSFALG00000012821
lepidothrix_coronata ENSLCOG00000003562
manacus_vitellinus ENSMVIG00005017051
anser_brachyrhynchus ENSABRG00000011223
anas_platyrhynchos_platyrhynchos ENSAPLG00000003179
gallus_gallus ENSGALG00000013829
coturnix_japonica ENSCJPG00005008816
meleagris_gallopavo ENSMGAG00000012965
numida_meleagris ENSNMEG00000021990
apteryx_owenii ENSAOWG00000008257
apteryx_haastii ENSAHAG00000008433
apteryx_rowi ENSARWG00000003317
dromaius_novaehollandiae ENSDNVG00000008500
nothoprocta_perdicaria ENSNPEG00000006824
crocodylus_porosus ENSCPRG00005001308
gopherus_agassizii ENSGAGG00000022207
chelonoidis_abingdonii ENSCABG00000010453
chrysemys_picta_bellii ENSCPBG00000017195
pelodiscus_sinensis ENSPSIG00000009599
pogona_vitticeps ENSPVIG00000012909
anolis_carolinensis ENSACAG00000004922
notechis_scutatus ENSNSUG00000009905
salvator_merianae ENSSMRG00000000991
sphenodon_punctatus ENSSPUG00000013688
ornithorhynchus_anatinus ENSOANG00000020044
ornithorhynchus_anatinus ENSOANG00000014806
phascolarctos_cinereus ENSPCIG00000005770
notamacropus_eugenii ENSMEUG00000010115
sarcophilus_harrisii ENSSHAG00000008709
monodelphis_domestica ENSMODG00000017316
ovis_aries ENSOARG00000001051
capra_hircus ENSCHIG00000022601
bos_mutus ENSBMUG00000010068
bos_taurus ENSBTAG00000012299
bison_bison_bison ENSBBBG00000011839
tursiops_truncatus ENSTTRG00000013620
sus_scrofa ENSSSCG00000004146
vicugna_pacos ENSVPAG00000009337
erinaceus_europaeus ENSEEUG00000009914
sorex_araneus ENSSARG00000014419
ursus_maritimus ENSUMAG00000023760
ursus_americanus ENSUAMG00000011980
ailuropoda_melanoleuca ENSAMEG00000011801
neovison_vison ENSNVIG00000019508
