ursus_maritimus ENSUMAG00000001036
ursus_americanus ENSUAMG00000014830
ailuropoda_melanoleuca ENSAMEG00000013984
mustela_putorius_furo ENSMPUG00000017920
neovison_vison ENSNVIG00000010609
canis_lupus_familiaris ENSCAFG00000006974
canis_lupus_dingo ENSCAFG00020004078
vulpes_vulpes ENSVVUG00000008294
panthera_pardus ENSPPRG00000014646
panthera_tigris_altaica ENSPTIG00000009908
felis_catus ENSFCAG00000007732
equus_asinus_asinus ENSEASG00005003632
equus_caballus ENSECAG00000003445
pteropus_vampyrus ENSPVAG00000000186
myotis_lucifugus ENSMLUG00000000186
capra_hircus ENSCHIG00000025465
ovis_aries ENSOARG00000019169
bos_mutus ENSBMUG00000015519
bos_taurus ENSBTAG00000002115
bison_bison_bison ENSBBBG00000001652
tursiops_truncatus ENSTTRG00000000727
sus_scrofa ENSSSCG00000007212
erinaceus_europaeus ENSEEUG00000003630
sorex_araneus ENSSARG00000006072
propithecus_coquereli ENSPCOG00000003645
prolemur_simus ENSPSMG00000003204
microcebus_murinus ENSMICG00000013465
otolemur_garnettii ENSOGAG00000030622
pan_paniscus ENSPPAG00000038611
pan_troglodytes ENSPTRG00000023071
homo_sapiens ENSG00000196476
gorilla_gorilla ENSGGOG00000006604
pongo_abelii ENSPPYG00000010872
nomascus_leucogenys ENSNLEG00000009535
colobus_angolensis_palliatus ENSCANG00000014845
piliocolobus_tephrosceles ENSPTEG00000001340
rhinopithecus_roxellana ENSRROG00000043709
rhinopithecus_bieti ENSRBIG00000043609
macaca_fascicularis ENSMFAG00000034139
macaca_nemestrina ENSMNEG00000041717
macaca_mulatta ENSMMUG00000017286
chlorocebus_sabaeus ENSCSAG00000012872
papio_anubis ENSPANG00000017509
theropithecus_gelada ENSTGEG00000009019
mandrillus_leucophaeus ENSMLEG00000042541
cercocebus_atys ENSCATG00000030484
cebus_capucinus_imitator ENSCCAG00000022097
callithrix_jacchus ENSCJAG00000020829
saimiri_boliviensis_boliviensis ENSSBOG00000024364
aotus_nancymaae ENSANAG00000001843
carlito_syrichta ENSTSYG00000032207
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008050
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018924
fukomys_damarensis ENSFDAG00000008254
chinchilla_lanigera ENSCLAG00000000111
octodon_degus ENSODEG00000011348
ictidomys_tridecemlineatus ENSSTOG00000002924
urocitellus_parryii ENSUPAG00010018782
spermophilus_dauricus ENSSDAG00000009598
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032680
mus_spicilegus ENSMSIG00000001604
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025376
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024455
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025899
rattus_norvegicus ENSRNOG00000023721
meriones_unguiculatus ENSMUGG00000021573
cricetulus_griseus_crigri_1.0 ENSCGRG00000013590
cricetulus_griseus_crigri-picr ENSCGRG00015003895
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003223
mesocricetus_auratus ENSMAUG00000000591
microtus_ochrogaster ENSMOCG00000004945
peromyscus_maniculatus_bairdii ENSPEMG00000008117
jaculus_jaculus ENSJJAG00000000337
castor_canadensis ENSCCNG00000012148
ochotona_princeps ENSOPRG00000005063
oryctolagus_cuniculus ENSOCUG00000027239
tupaia_belangeri ENSTBEG00000003340
dasypus_novemcinctus ENSDNOG00000041794
loxodonta_africana ENSLAFG00000017441
procavia_capensis ENSPCAG00000012776
echinops_telfairi ENSETEG00000019829
phascolarctos_cinereus ENSPCIG00000008239
sarcophilus_harrisii ENSSHAG00000002453
monodelphis_domestica ENSMODG00000019504
