notamacropus_eugenii ENSMEUG00000015376
dasypus_novemcinctus ENSDNOG00000041819
ornithorhynchus_anatinus ENSOANG00000013711
nannospalax_galili ENSNGAG00000021303
octodon_degus ENSODEG00000015495
pongo_abelii ENSPPYG00000009408
panthera_tigris_altaica ENSPTIG00000016159
canis_lupus_dingo ENSCAFG00020008646
sorex_araneus ENSSARG00000014567
octodon_degus ENSODEG00000019846
octodon_degus ENSODEG00000000206
dipodomys_ordii ENSDORG00000014228
mesocricetus_auratus ENSMAUG00000002748
nomascus_leucogenys ENSNLEG00000013287
myotis_lucifugus ENSMLUG00000011401
procavia_capensis ENSPCAG00000010030
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016386
fukomys_damarensis ENSFDAG00000003914
ictidomys_tridecemlineatus ENSSTOG00000007383
marmota_marmota_marmota ENSMMMG00000018325
spermophilus_dauricus ENSSDAG00000008619
urocitellus_parryii ENSUPAG00010009901
ochotona_princeps ENSOPRG00000014966
colobus_angolensis_palliatus ENSCANG00000004345
macaca_nemestrina ENSMNEG00000034980
macaca_mulatta ENSMMUG00000028925
macaca_fascicularis ENSMFAG00000000309
theropithecus_gelada ENSTGEG00000016586
papio_anubis ENSPANG00000023956
cercocebus_atys ENSCATG00000040769
piliocolobus_tephrosceles ENSPTEG00000024093
cebus_capucinus_imitator ENSCCAG00000029203
callithrix_jacchus ENSCJAG00000017556
aotus_nancymaae ENSANAG00000032673
pan_troglodytes ENSPTRG00000010311
pan_paniscus ENSPPAG00000043341
homo_sapiens ENSG00000167674
gorilla_gorilla ENSGGOG00000022122
chlorocebus_sabaeus ENSCSAG00000010539
saimiri_boliviensis_boliviensis ENSSBOG00000000080
carlito_syrichta ENSTSYG00000034824
microcebus_murinus ENSMICG00000000325
propithecus_coquereli ENSPCOG00000009336
otolemur_garnettii ENSOGAG00000007380
chinchilla_lanigera ENSCLAG00000008598
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010821
cavia_porcellus ENSCPOG00000025432
cavia_aperea ENSCAPG00000009508
castor_canadensis ENSCCNG00000030223
rhinopithecus_bieti ENSRBIG00000028930
rhinopithecus_roxellana ENSRROG00000037992
mandrillus_leucophaeus ENSMLEG00000040813
prolemur_simus ENSPSMG00000019994
jaculus_jaculus ENSJJAG00000017363
cricetulus_griseus_crigri_1.0 ENSCGRG00000009191
cricetulus_griseus_crigri-picr ENSCGRG00015003580
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012579
microtus_ochrogaster ENSMOCG00000020415
peromyscus_maniculatus_bairdii ENSPEMG00000024063
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022675
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002833
mus_spicilegus ENSMSIG00000012261
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021763
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020752
rattus_norvegicus ENSRNOG00000049142
meriones_unguiculatus ENSMUGG00000004953
ursus_americanus ENSUAMG00000019178
ursus_maritimus ENSUMAG00000007753
ailuropoda_melanoleuca ENSAMEG00000001946
canis_lupus_dingo ENSCAFG00020018626
canis_lupus_familiaris ENSCAFG00000019033
vulpes_vulpes ENSVVUG00000008590
neovison_vison ENSNVIG00000007923
mustela_putorius_furo ENSMPUG00000005082
felis_catus ENSFCAG00000006283
panthera_pardus ENSPPRG00000016137
equus_asinus_asinus ENSEASG00005022459
equus_caballus ENSECAG00000028686
pteropus_vampyrus ENSPVAG00000014980
capra_hircus ENSCHIG00000019288
ovis_aries ENSOARG00000009468
bos_mutus ENSBMUG00000019044
bos_taurus ENSBTAG00000013251
bison_bison_bison ENSBBBG00000022373
tursiops_truncatus ENSTTRG00000001717
sus_scrofa ENSSSCG00000013511
loxodonta_africana ENSLAFG00000029578
echinops_telfairi ENSETEG00000009992
choloepus_hoffmanni ENSCHOG00000012139
ornithorhynchus_anatinus ENSOANG00000031785
chelonoidis_abingdonii ENSCABG00000001815
chelonoidis_abingdonii ENSCABG00000001812
zonotrichia_albicollis ENSZALG00000007190
melopsittacus_undulatus ENSMUNG00000005594
anser_brachyrhynchus ENSABRG00000021493
calidris_pugnax ENSCPUG00000006225
nothoprocta_perdicaria ENSNPEG00000010438
gopherus_agassizii ENSGAGG00000003833
chrysemys_picta_bellii ENSCPBG00000011057
gallus_gallus ENSGALG00000027068
coturnix_japonica ENSCJPG00005010322
meleagris_gallopavo ENSMGAG00000002817
numida_meleagris ENSNMEG00000002937
junco_hyemalis ENSJHYG00000007492
ficedula_albicollis ENSFALG00000001124
lonchura_striata_domestica ENSLSDG00000001549
taeniopygia_guttata ENSTGUG00000000805
serinus_canaria ENSSCAG00000007156
parus_major ENSPMJG00000012872
cyanistes_caeruleus ENSCCEG00000006286
lepidothrix_coronata ENSLCOG00000006776
calidris_pygmaea ENSCPGG00000000631
apteryx_haastii ENSAHAG00000019671
apteryx_rowi ENSARWG00000003142
dromaius_novaehollandiae ENSDNVG00000004416
pogona_vitticeps ENSPVIG00000023393
anolis_carolinensis ENSACAG00000001069
salvator_merianae ENSSMRG00000017749
sphenodon_punctatus ENSSPUG00000010448
notechis_scutatus ENSNSUG00000001804
anas_platyrhynchos_platyrhynchos ENSAPLG00000030450
manacus_vitellinus ENSMVIG00005019608
sarcophilus_harrisii ENSSHAG00000002056
monodelphis_domestica ENSMODG00000000988
phascolarctos_cinereus ENSPCIG00000003977
apteryx_owenii ENSAOWG00000007445
apteryx_owenii ENSAOWG00000007487
zonotrichia_albicollis ENSZALG00000007188
manacus_vitellinus ENSMVIG00005019609
melopsittacus_undulatus ENSMUNG00000005595
