prolemur_simus ENSPSMG00000005959
propithecus_coquereli ENSPCOG00000019857
rattus_norvegicus ENSRNOG00000028350
meriones_unguiculatus ENSMUGG00000004510
cricetulus_griseus_crigri-picr ENSCGRG00015025615
oryctolagus_cuniculus ENSOCUG00000000865
chinchilla_lanigera ENSCLAG00000000445
spermophilus_dauricus ENSSDAG00000024923
urocitellus_parryii ENSUPAG00010000530
pan_paniscus ENSPPAG00000042870
homo_sapiens ENSG00000157399
gorilla_gorilla ENSGGOG00000016347
pongo_abelii ENSPPYG00000020094
nomascus_leucogenys ENSNLEG00000008493
rhinopithecus_roxellana ENSRROG00000042410
rhinopithecus_bieti ENSRBIG00000039028
colobus_angolensis_palliatus ENSCANG00000039129
piliocolobus_tephrosceles ENSPTEG00000002670
macaca_fascicularis ENSMFAG00000038813
macaca_mulatta ENSMMUG00000004985
macaca_nemestrina ENSMNEG00000039356
chlorocebus_sabaeus ENSCSAG00000015641
mandrillus_leucophaeus ENSMLEG00000042870
cercocebus_atys ENSCATG00000043732
papio_anubis ENSPANG00000016645
cebus_capucinus_imitator ENSCCAG00000022123
saimiri_boliviensis_boliviensis ENSSBOG00000002358
callithrix_jacchus ENSCJAG00000047688
aotus_nancymaae ENSANAG00000028554
tupaia_belangeri ENSTBEG00000013721
mustela_putorius_furo ENSMPUG00000001161
neovison_vison ENSNVIG00000014948
ursus_maritimus ENSUMAG00000019108
canis_lupus_dingo ENSCAFG00020001641
canis_lupus_familiaris ENSCAFG00000025078
vulpes_vulpes ENSVVUG00000007798
panthera_pardus ENSPPRG00000021891
panthera_tigris_altaica ENSPTIG00000005478
felis_catus ENSFCAG00000005924
equus_caballus ENSECAG00000010384
pteropus_vampyrus ENSPVAG00000006997
bos_taurus ENSBTAG00000014932
bos_mutus ENSBMUG00000026655
bison_bison_bison ENSBBBG00000024898
capra_hircus ENSCHIG00000020287
ovis_aries ENSOARG00000008499
sus_scrofa ENSSSCG00000022129
vicugna_pacos ENSVPAG00000004087
choloepus_hoffmanni ENSCHOG00000013577
dasypus_novemcinctus ENSDNOG00000024962
loxodonta_africana ENSLAFG00000022280
procavia_capensis ENSPCAG00000014769
dasypus_novemcinctus ENSDNOG00000044060
sarcophilus_harrisii ENSSHAG00000008728
