capra_hircus ENSCHIG00000026655
ovis_aries ENSOARG00000010646
bos_taurus ENSBTAG00000020923
tursiops_truncatus ENSTTRG00000011543
sus_scrofa ENSSSCG00000013928
ursus_americanus ENSUAMG00000007095
ailuropoda_melanoleuca ENSAMEG00000011507
neovison_vison ENSNVIG00000019930
mustela_putorius_furo ENSMPUG00000015514
canis_lupus_dingo ENSCAFG00020012350
panthera_pardus ENSPPRG00000024438
panthera_tigris_altaica ENSPTIG00000010670
felis_catus ENSFCAG00000024369
equus_asinus_asinus ENSEASG00005006553
equus_caballus ENSECAG00000026851
myotis_lucifugus ENSMLUG00000012140
propithecus_coquereli ENSPCOG00000015607
prolemur_simus ENSPSMG00000001150
microcebus_murinus ENSMICG00000031178
otolemur_garnettii ENSOGAG00000012872
homo_sapiens ENSG00000130283
homo_sapiens ENSG00000223802
pan_troglodytes ENSPTRG00000050095
gorilla_gorilla ENSGGOG00000025662
nomascus_leucogenys ENSNLEG00000006089
colobus_angolensis_palliatus ENSCANG00000037629
rhinopithecus_roxellana ENSRROG00000041769
macaca_fascicularis ENSMFAG00000033462
macaca_nemestrina ENSMNEG00000041111
theropithecus_gelada ENSTGEG00000015004
papio_anubis ENSPANG00000004387
cercocebus_atys ENSCATG00000033208
chlorocebus_sabaeus ENSCSAG00000005273
cebus_capucinus_imitator ENSCCAG00000027600
saimiri_boliviensis_boliviensis ENSSBOG00000035053
callithrix_jacchus ENSCJAG00000019660
aotus_nancymaae ENSANAG00000037936
octodon_degus ENSODEG00000011857
cavia_porcellus ENSCPOG00000031791
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012732
castor_canadensis ENSCCNG00000004917
peromyscus_maniculatus_bairdii ENSPEMG00000029913
microtus_ochrogaster ENSMOCG00000000275
cricetulus_griseus_crigri-picr ENSCGRG00015026103
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006921
mesocricetus_auratus ENSMAUG00000012872
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000109523
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000087408
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032259
mus_spicilegus ENSMSIG00000032055
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031141
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021606
rattus_norvegicus ENSRNOG00000020142
meriones_unguiculatus ENSMUGG00000013442
nannospalax_galili ENSNGAG00000022538
jaculus_jaculus ENSJJAG00000000262
urocitellus_parryii ENSUPAG00010018300
ictidomys_tridecemlineatus ENSSTOG00000020887
procavia_capensis ENSPCAG00000013089
loxodonta_africana ENSLAFG00000027424
phascolarctos_cinereus ENSPCIG00000006155
notamacropus_eugenii ENSMEUG00000014172
sarcophilus_harrisii ENSSHAG00000010705
monodelphis_domestica ENSMODG00000003705
