tetraodon_nigroviridis ENSTNIG00000014493
takifugu_rubripes ENSTRUG00000004929
mola_mola ENSMMOG00000006407
oryzias_latipes_asm223467v1 ENSORLG00000020649
oryzias_latipes_asm223471v1 ENSORLG00020014606
oryzias_melastigma ENSOMEG00000000495
scophthalmus_maximus ENSSMAG00000009257
cynoglossus_semilaevis ENSCSEG00000013389
fundulus_heteroclitus ENSFHEG00000016028
cyprinodon_variegatus ENSCVAG00000018254
poecilia_formosa ENSPFOG00000002359
poecilia_latipinna ENSPLAG00000002367
poecilia_mexicana ENSPMEG00000005120
poecilia_reticulata ENSPREG00000018121
xiphophorus_maculatus ENSXMAG00000018872
xiphophorus_couchianus ENSXCOG00000020595
gambusia_affinis ENSGAFG00000002598
kryptolebias_marmoratus ENSKMAG00000012637
acanthochromis_polyacanthus ENSAPOG00000003071
monopterus_albus ENSMALG00000006971
labrus_bergylta ENSLBEG00000017431
amphiprion_ocellaris ENSAOCG00000019898
amphiprion_percula ENSAPEG00000000380
stegastes_partitus ENSSPAG00000022124
oreochromis_niloticus ENSONIG00000007341
neolamprologus_brichardi ENSNBRG00000013536
astatotilapia_calliptera ENSACLG00000009374
pundamilia_nyererei ENSPNYG00000016740
maylandia_zebra ENSMZEG00005021089
amphilophus_citrinellus ENSACIG00000014305
gasterosteus_aculeatus ENSGACG00000015217
mastacembelus_armatus ENSMAMG00000000743
anabas_testudineus ENSATEG00000013132
seriola_dumerili ENSSDUG00000018811
seriola_lalandi_dorsalis ENSSLDG00000014009
periophthalmus_magnuspinnatus ENSPMGG00000002312
esox_lucius ENSELUG00000016821
pygocentrus_nattereri ENSPNAG00000024690
astyanax_mexicanus ENSAMXG00000024517
ictalurus_punctatus ENSIPUG00000023416
danio_rerio ENSDARG00000033380
lepisosteus_oculatus ENSLOCG00000010234
gopherus_agassizii ENSGAGG00000002050
chelonoidis_abingdonii ENSCABG00000010093
chrysemys_picta_bellii ENSCPBG00000010361
pelodiscus_sinensis ENSPSIG00000002747
apteryx_haastii ENSAHAG00000017031
apteryx_owenii ENSAOWG00000013434
apteryx_rowi ENSARWG00000016555
dromaius_novaehollandiae ENSDNVG00000003488
nothoprocta_perdicaria ENSNPEG00000011700
anser_brachyrhynchus ENSABRG00000018028
anas_platyrhynchos_platyrhynchos ENSAPLG00000011567
gallus_gallus ENSGALG00000016655
coturnix_japonica ENSCJPG00005018243
