parus_major ENSPMJG00000000034
ficedula_albicollis ENSFALG00000016262
taeniopygia_guttata ENSTGUG00000018764
lonchura_striata_domestica ENSLSDG00000000034
gallus_gallus ENSGALG00000032079
meleagris_gallopavo ENSMGAG00000017488
coturnix_japonica ENSCJPG00005000034
numida_meleagris ENSNMEG00000000034
melopsittacus_undulatus ENSMUNG00000000034
crocodylus_porosus ENSCPRG00005000035
chrysemys_picta_bellii ENSCPBG00000000036
pelodiscus_sinensis ENSPSIG00000019325
procavia_capensis ENSPCAG00000020710
loxodonta_africana ENSLAFG00000033303
pan_paniscus ENSPPAG00000000035
pan_troglodytes ENSPTRG00000042637
homo_sapiens ENSG00000198727
gorilla_gorilla ENSGGOG00000024015
pongo_abelii ENSPPYG00000020974
macaca_fascicularis ENSMFAG00000046427
macaca_mulatta ENSMMUG00000028670
mandrillus_leucophaeus ENSMLEG00000000035
chlorocebus_sabaeus ENSCSAG00000000035
rhinopithecus_bieti ENSRBIG00000000035
rhinopithecus_roxellana ENSRROG00000000035
saimiri_boliviensis_boliviensis ENSSBOG00000000035
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064370
rattus_norvegicus ENSRNOG00000031766
meriones_unguiculatus ENSMUGG00000000036
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000035
cricetulus_griseus_crigri_1.0 ENSCGRG00000000035
mesocricetus_auratus ENSMAUG00000000035
microtus_ochrogaster ENSMOCG00000000035
jaculus_jaculus ENSJJAG00000000035
ictidomys_tridecemlineatus ENSSTOG00000034530
ochotona_princeps ENSOPRG00000024323
oryctolagus_cuniculus ENSOCUG00000029115
tupaia_belangeri ENSTBEG00000021344
propithecus_coquereli ENSPCOG00000000035
microcebus_murinus ENSMICG00000037851
carlito_syrichta ENSTSYG00000025391
sus_scrofa ENSSSCG00000018094
tursiops_truncatus ENSTTRG00000025409
capra_hircus ENSCHIG00000000035
ovis_aries ENSOARG00000000035
bos_mutus ENSBMUG00000000036
bos_taurus ENSBTAG00000043550
bison_bison_bison ENSBBBG00000000036
vicugna_pacos ENSVPAG00000018162
equus_caballus ENSECAG00000027669
equus_caballus ENSECAG00000028173
ursus_maritimus ENSUMAG00000000035
ailuropoda_melanoleuca ENSAMEG00000023455
neovison_vison ENSNVIG00000022769
canis_lupus_familiaris ENSCAFG00000022742
felis_catus ENSFCAG00000032077
panthera_pardus ENSPPRG00000000035
dasypus_novemcinctus ENSDNOG00000048587
echinops_telfairi ENSETEG00000026988
erinaceus_europaeus ENSEEUG00000023951
chinchilla_lanigera ENSCLAG00000000035
cavia_porcellus ENSCPOG00000017432
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000035
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000035
fukomys_damarensis ENSFDAG00000000035
monodelphis_domestica ENSMODG00000021591
sarcophilus_harrisii ENSSHAG00000020454
phascolarctos_cinereus ENSPCIG00000036995
ornithorhynchus_anatinus ENSOANG00000019359
cyprinodon_variegatus ENSCVAG00000000036
fundulus_heteroclitus ENSFHEG00000000036
xiphophorus_maculatus ENSXMAG00000020815
poecilia_reticulata ENSPREG00000000036
kryptolebias_marmoratus ENSKMAG00000000036
oryzias_latipes_asm223467v1 ENSORLG00000021782
maylandia_zebra ENSMZEG00005000036
neolamprologus_brichardi ENSNBRG00000000036
amphiprion_ocellaris ENSAOCG00000000036
gasterosteus_aculeatus ENSGACG00000020954
seriola_lalandi_dorsalis ENSSLDG00000000036
seriola_dumerili ENSSDUG00000000036
takifugu_rubripes ENSTRUG00000018685
tetraodon_nigroviridis ENSTNIG00000004374
pygocentrus_nattereri ENSPNAG00000000036
ictalurus_punctatus ENSIPUG00000000036
cynoglossus_semilaevis ENSCSEG00000000036
monopterus_albus ENSMALG00000000036
danio_rerio ENSDARG00000063924
esox_lucius ENSELUG00000000036
hippocampus_comes ENSHCOG00000000036
scleropages_formosus ENSSFOG00015000036
lepisosteus_oculatus ENSLOCG00000021000
latimeria_chalumnae ENSLACG00000022090
xenopus_tropicalis ENSXETG00000034390
anolis_carolinensis ENSACAG00000028244
petromyzon_marinus ENSPMAG00000013078
drosophila_melanogaster FBgn0013678
ciona_intestinalis ENSCING00000025204
ciona_savignyi ENSCSAVG00000012500
caenorhabditis_elegans_strain_n2 WBGene00000829
saccharomyces_cerevisiae_strain_s288c Q0105
saccharomyces_cerevisiae_strain_s288c Q0120
saccharomyces_cerevisiae_strain_s288c Q0115
saccharomyces_cerevisiae_strain_s288c Q0110
