anolis_carolinensis ENSACAG00000008521
pogona_vitticeps ENSPVIG00000004462
salvator_merianae ENSSMRG00000002301
sphenodon_punctatus ENSSPUG00000005920
gopherus_agassizii ENSGAGG00000017682
chelonoidis_abingdonii ENSCABG00000021002
chrysemys_picta_bellii ENSCPBG00000012740
pelodiscus_sinensis ENSPSIG00000016441
anser_brachyrhynchus ENSABRG00000010101
anas_platyrhynchos_platyrhynchos ENSAPLG00000012709
gallus_gallus ENSGALG00000005000
meleagris_gallopavo ENSMGAG00000006025
coturnix_japonica ENSCJPG00005010902
numida_meleagris ENSNMEG00000013841
parus_major ENSPMJG00000015474
cyanistes_caeruleus ENSCCEG00000010425
ficedula_albicollis ENSFALG00000006942
zonotrichia_albicollis ENSZALG00000013268
junco_hyemalis ENSJHYG00000017755
serinus_canaria ENSSCAG00000002742
lonchura_striata_domestica ENSLSDG00000005123
taeniopygia_guttata ENSTGUG00000006565
lepidothrix_coronata ENSLCOG00000002286
manacus_vitellinus ENSMVIG00005016120
melopsittacus_undulatus ENSMUNG00000011883
calidris_pugnax ENSCPUG00000010104
calidris_pygmaea ENSCPGG00000016922
apteryx_rowi ENSARWG00000004539
apteryx_owenii ENSAOWG00000013238
apteryx_haastii ENSAHAG00000013571
dromaius_novaehollandiae ENSDNVG00000001925
nothoprocta_perdicaria ENSNPEG00000000512
crocodylus_porosus ENSCPRG00005007996
latimeria_chalumnae ENSLACG00000010476
scleropages_formosus ENSSFOG00015014963
paramormyrops_kingsleyae ENSPKIG00000009199
labrus_bergylta ENSLBEG00000007194
gasterosteus_aculeatus ENSGACG00000002233
seriola_lalandi_dorsalis ENSSLDG00000020344
seriola_dumerili ENSSDUG00000020524
scophthalmus_maximus ENSSMAG00000001200
xiphophorus_maculatus ENSXMAG00000022034
xiphophorus_couchianus ENSXCOG00000006034
gambusia_affinis ENSGAFG00000005355
poecilia_formosa ENSPFOG00000008417
poecilia_latipinna ENSPLAG00000018566
poecilia_mexicana ENSPMEG00000000229
poecilia_reticulata ENSPREG00000002828
fundulus_heteroclitus ENSFHEG00000011416
cyprinodon_variegatus ENSCVAG00000022397
kryptolebias_marmoratus ENSKMAG00000016259
oryzias_latipes_asm223467v1 ENSORLG00000026678
oryzias_latipes_asm223471v1 ENSORLG00020008476
oryzias_latipes_asm223469v1 ENSORLG00015007052
oryzias_melastigma ENSOMEG00000013722
oryzias_melastigma ENSOMEG00000009724
maylandia_zebra ENSMZEG00005000133
haplochromis_burtoni ENSHBUG00000016939
pundamilia_nyererei ENSPNYG00000020060
astatotilapia_calliptera ENSACLG00000007093
oreochromis_niloticus ENSONIG00000016179
neolamprologus_brichardi ENSNBRG00000015392
amphilophus_citrinellus ENSACIG00000024493
amphiprion_percula ENSAPEG00000014051
amphiprion_ocellaris ENSAOCG00000006149
acanthochromis_polyacanthus ENSAPOG00000019893
stegastes_partitus ENSSPAG00000019674
cynoglossus_semilaevis ENSCSEG00000008605
periophthalmus_magnuspinnatus ENSPMGG00000003478
tetraodon_nigroviridis ENSTNIG00000013162
takifugu_rubripes ENSTRUG00000021772
mola_mola ENSMMOG00000013852
mastacembelus_armatus ENSMAMG00000017321
monopterus_albus ENSMALG00000022454
anabas_testudineus ENSATEG00000022988
hippocampus_comes ENSHCOG00000000432
esox_lucius ENSELUG00000011886
astyanax_mexicanus ENSAMXG00000039488
pygocentrus_nattereri ENSPNAG00000016259
ictalurus_punctatus ENSIPUG00000001497
pygocentrus_nattereri ENSPNAG00000027732
astyanax_mexicanus ENSAMXG00000001561
ictalurus_punctatus ENSIPUG00000004535
danio_rerio ENSDARG00000078918
amphiprion_percula ENSAPEG00000010740
amphiprion_ocellaris ENSAOCG00000003586
acanthochromis_polyacanthus ENSAPOG00000006154
stegastes_partitus ENSSPAG00000007847
pundamilia_nyererei ENSPNYG00000011157
haplochromis_burtoni ENSHBUG00000000747
astatotilapia_calliptera ENSACLG00000014532
maylandia_zebra ENSMZEG00005027594
neolamprologus_brichardi ENSNBRG00000018351
oreochromis_niloticus ENSONIG00000018529
amphilophus_citrinellus ENSACIG00000016922
xiphophorus_couchianus ENSXCOG00000000269
xiphophorus_maculatus ENSXMAG00000021617
gambusia_affinis ENSGAFG00000010136
poecilia_mexicana ENSPMEG00000019825
poecilia_latipinna ENSPLAG00000021847
poecilia_formosa ENSPFOG00000014743
poecilia_reticulata ENSPREG00000015368
cyprinodon_variegatus ENSCVAG00000016297
fundulus_heteroclitus ENSFHEG00000015273
kryptolebias_marmoratus ENSKMAG00000018851
monopterus_albus ENSMALG00000006830
mastacembelus_armatus ENSMAMG00000021228
anabas_testudineus ENSATEG00000004126
seriola_lalandi_dorsalis ENSSLDG00000005207
seriola_lalandi_dorsalis ENSSLDG00000025545
seriola_dumerili ENSSDUG00000011339
scophthalmus_maximus ENSSMAG00000020676
mola_mola ENSMMOG00000010347
labrus_bergylta ENSLBEG00000002585
gasterosteus_aculeatus ENSGACG00000008912
tetraodon_nigroviridis ENSTNIG00000008626
takifugu_rubripes ENSTRUG00000023652
cynoglossus_semilaevis ENSCSEG00000000915
hippocampus_comes ENSHCOG00000002598
periophthalmus_magnuspinnatus ENSPMGG00000005916
gadus_morhua ENSGMOG00000012628
esox_lucius ENSELUG00000023265
lepisosteus_oculatus ENSLOCG00000004687
notamacropus_eugenii ENSMEUG00000013009
phascolarctos_cinereus ENSPCIG00000024603
monodelphis_domestica ENSMODG00000000906
sarcophilus_harrisii ENSSHAG00000012133
ailuropoda_melanoleuca ENSAMEG00000001676
ursus_americanus ENSUAMG00000018326
mustela_putorius_furo ENSMPUG00000003277
neovison_vison ENSNVIG00000007928
canis_lupus_familiaris ENSCAFG00000015413
canis_lupus_dingo ENSCAFG00020016203
vulpes_vulpes ENSVVUG00000000027
panthera_pardus ENSPPRG00000007978
panthera_tigris_altaica ENSPTIG00000016356
felis_catus ENSFCAG00000005086
equus_asinus_asinus ENSEASG00005022994
equus_caballus ENSECAG00000012473
bos_taurus ENSBTAG00000012977
bos_mutus ENSBMUG00000015597
bison_bison_bison ENSBBBG00000019024
capra_hircus ENSCHIG00000005405
tursiops_truncatus ENSTTRG00000000373
sus_scrofa ENSSSCG00000037237
myotis_lucifugus ENSMLUG00000007523
ovis_aries ENSOARG00000008770
vulpes_vulpes ENSVVUG00000023470
erinaceus_europaeus ENSEEUG00000008657
ursus_maritimus ENSUMAG00000012714
tupaia_belangeri ENSTBEG00000000737
piliocolobus_tephrosceles ENSPTEG00000036905
cricetulus_griseus_crigri_1.0 ENSCGRG00000003629
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022974
cricetulus_griseus_crigri-picr ENSCGRG00015015155
mesocricetus_auratus ENSMAUG00000012637
microtus_ochrogaster ENSMOCG00000000060
peromyscus_maniculatus_bairdii ENSPEMG00000015720
mus_spicilegus ENSMSIG00000006683
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019888
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021773
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019010
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030024
rattus_norvegicus ENSRNOG00000013968
meriones_unguiculatus ENSMUGG00000003182
nannospalax_galili ENSNGAG00000018108
jaculus_jaculus ENSJJAG00000023380
spermophilus_dauricus ENSSDAG00000011594
marmota_marmota_marmota ENSMMMG00000023326
ictidomys_tridecemlineatus ENSSTOG00000021669
urocitellus_parryii ENSUPAG00010009638
castor_canadensis ENSCCNG00000030360
dipodomys_ordii ENSDORG00000009074
chinchilla_lanigera ENSCLAG00000010142
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017622
cavia_porcellus ENSCPOG00000002758
octodon_degus ENSODEG00000015636
oryctolagus_cuniculus ENSOCUG00000009095
ochotona_princeps ENSOPRG00000002449
microcebus_murinus ENSMICG00000046906
prolemur_simus ENSPSMG00000019215
propithecus_coquereli ENSPCOG00000004040
otolemur_garnettii ENSOGAG00000003820
pan_troglodytes ENSPTRG00000002658
pan_paniscus ENSPPAG00000029541
gorilla_gorilla ENSGGOG00000005871
homo_sapiens ENSG00000165644
pongo_abelii ENSPPYG00000002314
nomascus_leucogenys ENSNLEG00000016880
macaca_fascicularis ENSMFAG00000001599
macaca_mulatta ENSMMUG00000008694
macaca_nemestrina ENSMNEG00000043722
papio_anubis ENSPANG00000022475
cercocebus_atys ENSCATG00000043221
theropithecus_gelada ENSTGEG00000027650
mandrillus_leucophaeus ENSMLEG00000000260
chlorocebus_sabaeus ENSCSAG00000009151
rhinopithecus_bieti ENSRBIG00000040999
rhinopithecus_roxellana ENSRROG00000043081
colobus_angolensis_palliatus ENSCANG00000037769
cebus_capucinus_imitator ENSCCAG00000023847
cebus_capucinus_imitator ENSCCAG00000029629
callithrix_jacchus ENSCJAG00000001135
saimiri_boliviensis_boliviensis ENSSBOG00000031774
