ursus_maritimus ENSUMAG00000012702
neovison_vison ENSNVIG00000012743
canis_lupus_dingo ENSCAFG00020021218
panthera_tigris_altaica ENSPTIG00000005368
panthera_pardus ENSPPRG00000016183
felis_catus ENSFCAG00000043933
bos_taurus ENSBTAG00000048645
bos_mutus ENSBMUG00000017222
bison_bison_bison ENSBBBG00000001920
sus_scrofa ENSSSCG00000038245
equus_caballus ENSECAG00000029924
equus_asinus_asinus ENSEASG00005018138
macaca_fascicularis ENSMFAG00000022639
macaca_nemestrina ENSMNEG00000026891
macaca_mulatta ENSMMUG00000038437
cercocebus_atys ENSCATG00000020733
theropithecus_gelada ENSTGEG00000005369
theropithecus_gelada ENSTGEG00000005469
papio_anubis ENSPANG00000030737
mandrillus_leucophaeus ENSMLEG00000007655
rhinopithecus_bieti ENSRBIG00000029476
rhinopithecus_roxellana ENSRROG00000016468
piliocolobus_tephrosceles ENSPTEG00000027442
colobus_angolensis_palliatus ENSCANG00000012751
prolemur_simus ENSPSMG00000021051
