astyanax_mexicanus ENSAMXG00000039042
pygocentrus_nattereri ENSPNAG00000002510
ictalurus_punctatus ENSIPUG00000000339
poecilia_formosa ENSPFOG00000020423
poecilia_latipinna ENSPLAG00000013481
poecilia_mexicana ENSPMEG00000013811
xiphophorus_couchianus ENSXCOG00000000778
cyprinodon_variegatus ENSCVAG00000001677
kryptolebias_marmoratus ENSKMAG00000019173
oryzias_latipes_asm223471v1 ENSORLG00020006004
oryzias_latipes_asm223469v1 ENSORLG00015014596
oryzias_melastigma ENSOMEG00000012752
tetraodon_nigroviridis ENSTNIG00000000767
gasterosteus_aculeatus ENSGACG00000017567
mola_mola ENSMMOG00000004096
seriola_dumerili ENSSDUG00000003509
seriola_lalandi_dorsalis ENSSLDG00000024142
pundamilia_nyererei ENSPNYG00000007916
haplochromis_burtoni ENSHBUG00000006610
astatotilapia_calliptera ENSACLG00000003675
maylandia_zebra ENSMZEG00005009121
neolamprologus_brichardi ENSNBRG00000024394
oreochromis_niloticus ENSONIG00000020857
amphilophus_citrinellus ENSACIG00000019847
acanthochromis_polyacanthus ENSAPOG00000001367
amphiprion_percula ENSAPEG00000003896
stegastes_partitus ENSSPAG00000002799
anabas_testudineus ENSATEG00000001734
xiphophorus_maculatus ENSXMAG00000026035
poecilia_reticulata ENSPREG00000013838
gambusia_affinis ENSGAFG00000002820
fundulus_heteroclitus ENSFHEG00000022233
oryzias_latipes_asm223467v1 ENSORLG00000030296
labrus_bergylta ENSLBEG00000013471
monopterus_albus ENSMALG00000018760
amphiprion_ocellaris ENSAOCG00000017496
mastacembelus_armatus ENSMAMG00000019031
scophthalmus_maximus ENSSMAG00000011320
takifugu_rubripes ENSTRUG00000019771
cynoglossus_semilaevis ENSCSEG00000003153
periophthalmus_magnuspinnatus ENSPMGG00000004819
hippocampus_comes ENSHCOG00000007391
gadus_morhua ENSGMOG00000019948
esox_lucius ENSELUG00000018722
scleropages_formosus ENSSFOG00015005823
paramormyrops_kingsleyae ENSPKIG00000024125
bos_taurus ENSBTAG00000007449
bos_mutus ENSBMUG00000006311
bison_bison_bison ENSBBBG00000001214
ovis_aries ENSOARG00000007934
capra_hircus ENSCHIG00000004675
tursiops_truncatus ENSTTRG00000015902
sus_scrofa ENSSSCG00000021515
equus_asinus_asinus ENSEASG00005005357
equus_caballus ENSECAG00000002570
prolemur_simus ENSPSMG00000007955
macaca_fascicularis ENSMFAG00000034637
theropithecus_gelada ENSTGEG00000026129
papio_anubis ENSPANG00000000271
macaca_mulatta ENSMMUG00000001341
macaca_nemestrina ENSMNEG00000021861
cercocebus_atys ENSCATG00000020814
mandrillus_leucophaeus ENSMLEG00000027482
chlorocebus_sabaeus ENSCSAG00000019699
rhinopithecus_bieti ENSRBIG00000003620
rhinopithecus_roxellana ENSRROG00000007046
colobus_angolensis_palliatus ENSCANG00000038505
piliocolobus_tephrosceles ENSPTEG00000038131
pan_troglodytes ENSPTRG00000015919
pan_paniscus ENSPPAG00000008014
homo_sapiens ENSG00000002587
gorilla_gorilla ENSGGOG00000015625
pongo_abelii ENSPPYG00000014609
cebus_capucinus_imitator ENSCCAG00000031395
saimiri_boliviensis_boliviensis ENSSBOG00000010089
callithrix_jacchus ENSCJAG00000012119
aotus_nancymaae ENSANAG00000013265
microcebus_murinus ENSMICG00000008698
propithecus_coquereli ENSPCOG00000010511
urocitellus_parryii ENSUPAG00010016961
spermophilus_dauricus ENSSDAG00000004711
marmota_marmota_marmota ENSMMMG00000015988
ictidomys_tridecemlineatus ENSSTOG00000005820
castor_canadensis ENSCCNG00000018789
pteropus_vampyrus ENSPVAG00000009234
myotis_lucifugus ENSMLUG00000006666
ailuropoda_melanoleuca ENSAMEG00000019498
ursus_americanus ENSUAMG00000000659
neovison_vison ENSNVIG00000007678
mustela_putorius_furo ENSMPUG00000019805
canis_lupus_familiaris ENSCAFG00000015450
canis_lupus_dingo ENSCAFG00020011147
vulpes_vulpes ENSVVUG00000015066
otolemur_garnettii ENSOGAG00000032307
otolemur_garnettii ENSOGAG00000029069
carlito_syrichta ENSTSYG00000012024
fukomys_damarensis ENSFDAG00000009693
octodon_degus ENSODEG00000019871
dipodomys_ordii ENSDORG00000027627
cavia_aperea ENSCAPG00000006728
cavia_porcellus ENSCPOG00000026153
jaculus_jaculus ENSJJAG00000012681
erinaceus_europaeus ENSEEUG00000005387
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019181
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002901
chinchilla_lanigera ENSCLAG00000000153
microtus_ochrogaster ENSMOCG00000015807
peromyscus_maniculatus_bairdii ENSPEMG00000021155
cricetulus_griseus_crigri_1.0 ENSCGRG00000019751
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007971
cricetulus_griseus_crigri-picr ENSCGRG00015023235
mesocricetus_auratus ENSMAUG00000010930
mus_spicilegus ENSMSIG00000030013
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051022
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028182
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027185
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016969
rattus_norvegicus ENSRNOG00000010598
meriones_unguiculatus ENSMUGG00000020918
nannospalax_galili ENSNGAG00000019119
oryctolagus_cuniculus ENSOCUG00000007602
loxodonta_africana ENSLAFG00000017334
procavia_capensis ENSPCAG00000008061
dasypus_novemcinctus ENSDNOG00000010070
nomascus_leucogenys ENSNLEG00000016241
phascolarctos_cinereus ENSPCIG00000014892
sarcophilus_harrisii ENSSHAG00000009978
calidris_pugnax ENSCPUG00000002329
calidris_pygmaea ENSCPGG00000010871
melopsittacus_undulatus ENSMUNG00000016130
manacus_vitellinus ENSMVIG00005004188
lepidothrix_coronata ENSLCOG00000015550
lonchura_striata_domestica ENSLSDG00000007101
taeniopygia_guttata ENSTGUG00000009871
serinus_canaria ENSSCAG00000000660
junco_hyemalis ENSJHYG00000017592
zonotrichia_albicollis ENSZALG00000007803
cyanistes_caeruleus ENSCCEG00000022900
parus_major ENSPMJG00000016380
ficedula_albicollis ENSFALG00000014725
coturnix_japonica ENSCJPG00005018434
meleagris_gallopavo ENSMGAG00000017053
gallus_gallus ENSGALG00000014934
numida_meleagris ENSNMEG00000019234
anser_brachyrhynchus ENSABRG00000001529
apteryx_haastii ENSAHAG00000006516
apteryx_rowi ENSARWG00000000192
apteryx_owenii ENSAOWG00000017440
dromaius_novaehollandiae ENSDNVG00000002819
nothoprocta_perdicaria ENSNPEG00000001923
crocodylus_porosus ENSCPRG00005004206
gopherus_agassizii ENSGAGG00000001545
chelonoidis_abingdonii ENSCABG00000017937
chrysemys_picta_bellii ENSCPBG00000005598
pelodiscus_sinensis ENSPSIG00000000891
anolis_carolinensis ENSACAG00000005574
salvator_merianae ENSSMRG00000023441
latimeria_chalumnae ENSLACG00000004982
xenopus_tropicalis ENSXETG00000006969
lepisosteus_oculatus ENSLOCG00000009907
ornithorhynchus_anatinus ENSOANG00000012467
petromyzon_marinus ENSPMAG00000008740
eptatretus_burgeri ENSEBUG00000013189
eptatretus_burgeri ENSEBUG00000015176
anolis_carolinensis ENSACAG00000006022
pogona_vitticeps ENSPVIG00000018406
notechis_scutatus ENSNSUG00000007771
salvator_merianae ENSSMRG00000019814
pelodiscus_sinensis ENSPSIG00000001212
chrysemys_picta_bellii ENSCPBG00000023224
ciona_savignyi ENSCSAVG00000004325
