fundulus_heteroclitus ENSFHEG00000003547
cyprinodon_variegatus ENSCVAG00000016044
poecilia_formosa ENSPFOG00000017930
poecilia_reticulata ENSPREG00000007109
gambusia_affinis ENSGAFG00000016305
xiphophorus_maculatus ENSXMAG00000028624
poecilia_mexicana ENSPMEG00000015652
xiphophorus_couchianus ENSXCOG00000013785
poecilia_latipinna ENSPLAG00000022067
kryptolebias_marmoratus ENSKMAG00000012960
oryzias_latipes_asm223469v1 ENSORLG00015007918
oryzias_latipes_asm223471v1 ENSORLG00020008699
oryzias_latipes_asm223467v1 ENSORLG00000016443
oryzias_melastigma ENSOMEG00000003424
periophthalmus_magnuspinnatus ENSPMGG00000023432
cynoglossus_semilaevis ENSCSEG00000004697
hippocampus_comes ENSHCOG00000018270
takifugu_rubripes ENSTRUG00000022135
tetraodon_nigroviridis ENSTNIG00000012663
mola_mola ENSMMOG00000007029
monopterus_albus ENSMALG00000011886
pundamilia_nyererei ENSPNYG00000022201
maylandia_zebra ENSMZEG00005001284
astatotilapia_calliptera ENSACLG00000016815
haplochromis_burtoni ENSHBUG00000008635
oreochromis_niloticus ENSONIG00000017800
neolamprologus_brichardi ENSNBRG00000011029
amphilophus_citrinellus ENSACIG00000013728
seriola_lalandi_dorsalis ENSSLDG00000004529
seriola_dumerili ENSSDUG00000016698
scophthalmus_maximus ENSSMAG00000005115
amphiprion_ocellaris ENSAOCG00000016018
amphiprion_percula ENSAPEG00000021610
acanthochromis_polyacanthus ENSAPOG00000002996
stegastes_partitus ENSSPAG00000003763
seriola_lalandi_dorsalis ENSSLDG00000009569
labrus_bergylta ENSLBEG00000009904
gasterosteus_aculeatus ENSGACG00000020042
mastacembelus_armatus ENSMAMG00000015704
anabas_testudineus ENSATEG00000023026
gadus_morhua ENSGMOG00000001165
esox_lucius ENSELUG00000003410
pygocentrus_nattereri ENSPNAG00000015503
astyanax_mexicanus ENSAMXG00000041766
ictalurus_punctatus ENSIPUG00000024122
danio_rerio ENSDARG00000094132
scleropages_formosus ENSSFOG00015001317
paramormyrops_kingsleyae ENSPKIG00000006362
lepisosteus_oculatus ENSLOCG00000015180
monopterus_albus ENSMALG00000020569
pygocentrus_nattereri ENSPNAG00000019356
astyanax_mexicanus ENSAMXG00000035036
danio_rerio ENSDARG00000058058
esox_lucius ENSELUG00000007370
paramormyrops_kingsleyae ENSPKIG00000015720
lepisosteus_oculatus ENSLOCG00000011459
apteryx_owenii ENSAOWG00000016689
apteryx_rowi ENSARWG00000005824
apteryx_haastii ENSAHAG00000007573
dromaius_novaehollandiae ENSDNVG00000006515
nothoprocta_perdicaria ENSNPEG00000013876
gallus_gallus ENSGALG00000012755
meleagris_gallopavo ENSMGAG00000013066
coturnix_japonica ENSCJPG00005020352
numida_meleagris ENSNMEG00000012009
anas_platyrhynchos_platyrhynchos ENSAPLG00000010676
anser_brachyrhynchus ENSABRG00000012233
calidris_pugnax ENSCPUG00000006522
calidris_pygmaea ENSCPGG00000010793
melopsittacus_undulatus ENSMUNG00000003062
lepidothrix_coronata ENSLCOG00000009746
manacus_vitellinus ENSMVIG00005017235
parus_major ENSPMJG00000008896
cyanistes_caeruleus ENSCCEG00000011092
lonchura_striata_domestica ENSLSDG00000014934
taeniopygia_guttata ENSTGUG00000011279
serinus_canaria ENSSCAG00000010272
junco_hyemalis ENSJHYG00000007571
zonotrichia_albicollis ENSZALG00000015061
ficedula_albicollis ENSFALG00000009094
crocodylus_porosus ENSCPRG00005018224
chrysemys_picta_bellii ENSCPBG00000001307
gopherus_agassizii ENSGAGG00000025220
pelodiscus_sinensis ENSPSIG00000013219
manacus_vitellinus ENSMVIG00005004993
chelonoidis_abingdonii ENSCABG00000002154
pogona_vitticeps ENSPVIG00000014319
anolis_carolinensis ENSACAG00000016515
notechis_scutatus ENSNSUG00000013529
salvator_merianae ENSSMRG00000015971
sphenodon_punctatus ENSSPUG00000003092
monodelphis_domestica ENSMODG00000002506
sarcophilus_harrisii ENSSHAG00000008195
phascolarctos_cinereus ENSPCIG00000009756
notamacropus_eugenii ENSMEUG00000007436
cavia_aperea ENSCAPG00000012537
cavia_porcellus ENSCPOG00000023247
octodon_degus ENSODEG00000010967
ictidomys_tridecemlineatus ENSSTOG00000015842
dipodomys_ordii ENSDORG00000000240
nannospalax_galili ENSNGAG00000020397
oryctolagus_cuniculus ENSOCUG00000014689
mustela_putorius_furo ENSMPUG00000011976
cricetulus_griseus_crigri-picr ENSCGRG00015013824
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024335
cricetulus_griseus_crigri_1.0 ENSCGRG00000008019
peromyscus_maniculatus_bairdii ENSPEMG00000020617
mesocricetus_auratus ENSMAUG00000020849
microtus_ochrogaster ENSMOCG00000017765
mus_spicilegus ENSMSIG00000031268
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016519
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020053
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015701
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031384
rattus_norvegicus ENSRNOG00000004517
meriones_unguiculatus ENSMUGG00000024047
castor_canadensis ENSCCNG00000009082
spermophilus_dauricus ENSSDAG00000023023
marmota_marmota_marmota ENSMMMG00000017621
urocitellus_parryii ENSUPAG00010002768
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001698
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017128
fukomys_damarensis ENSFDAG00000010527
chinchilla_lanigera ENSCLAG00000013488
tupaia_belangeri ENSTBEG00000014013
bos_mutus ENSBMUG00000009930
bison_bison_bison ENSBBBG00000015932
bos_taurus ENSBTAG00000011082
capra_hircus ENSCHIG00000018863
ovis_aries ENSOARG00000015856
tursiops_truncatus ENSTTRG00000017227
sus_scrofa ENSSSCG00000000857
vicugna_pacos ENSVPAG00000002016
equus_asinus_asinus ENSEASG00005020155
equus_caballus ENSECAG00000010109
myotis_lucifugus ENSMLUG00000011331
pteropus_vampyrus ENSPVAG00000005393
ursus_maritimus ENSUMAG00000019181
ursus_americanus ENSUAMG00000016622
neovison_vison ENSNVIG00000010348
canis_lupus_familiaris ENSCAFG00000007304
canis_lupus_dingo ENSCAFG00020024614
vulpes_vulpes ENSVVUG00000017924
panthera_pardus ENSPPRG00000000922
panthera_tigris_altaica ENSPTIG00000015912
felis_catus ENSFCAG00000024009
pan_paniscus ENSPPAG00000015292
pan_troglodytes ENSPTRG00000024078
gorilla_gorilla ENSGGOG00000004943
nomascus_leucogenys ENSNLEG00000006394
macaca_nemestrina ENSMNEG00000006633
macaca_mulatta ENSMMUG00000002235
cercocebus_atys ENSCATG00000043495
theropithecus_gelada ENSTGEG00000008807
papio_anubis ENSPANG00000004450
rhinopithecus_roxellana ENSRROG00000036487
rhinopithecus_bieti ENSRBIG00000028264
colobus_angolensis_palliatus ENSCANG00000033444
piliocolobus_tephrosceles ENSPTEG00000013148
homo_sapiens ENSG00000017427
pongo_abelii ENSPPYG00000004882
macaca_fascicularis ENSMFAG00000030766
mandrillus_leucophaeus ENSMLEG00000025445
chlorocebus_sabaeus ENSCSAG00000003294
callithrix_jacchus ENSCJAG00000040664
saimiri_boliviensis_boliviensis ENSSBOG00000035766
cebus_capucinus_imitator ENSCCAG00000036468
aotus_nancymaae ENSANAG00000023154
carlito_syrichta ENSTSYG00000009130
prolemur_simus ENSPSMG00000012493
propithecus_coquereli ENSPCOG00000021533
microcebus_murinus ENSMICG00000001960
otolemur_garnettii ENSOGAG00000003336
ochotona_princeps ENSOPRG00000004240
sorex_araneus ENSSARG00000007529
echinops_telfairi ENSETEG00000018551
procavia_capensis ENSPCAG00000008057
loxodonta_africana ENSLAFG00000016013
ailuropoda_melanoleuca ENSAMEG00000006393
castor_canadensis ENSCCNG00000009273
dasypus_novemcinctus ENSDNOG00000046891
choloepus_hoffmanni ENSCHOG00000011627
ailuropoda_melanoleuca ENSAMEG00000006396
jaculus_jaculus ENSJJAG00000019988
chelonoidis_abingdonii ENSCABG00000008714
ornithorhynchus_anatinus ENSOANG00000005566
xenopus_tropicalis ENSXETG00000002532
latimeria_chalumnae ENSLACG00000022367
