scophthalmus_maximus ENSSMAG00000017689
cynoglossus_semilaevis ENSCSEG00000010533
seriola_dumerili ENSSDUG00000004517
seriola_lalandi_dorsalis ENSSLDG00000010539
anabas_testudineus ENSATEG00000000923
xiphophorus_maculatus ENSXMAG00000004312
xiphophorus_couchianus ENSXCOG00000002213
gambusia_affinis ENSGAFG00000004641
cyprinodon_variegatus ENSCVAG00000014574
kryptolebias_marmoratus ENSKMAG00000007975
amphilophus_citrinellus ENSACIG00000009874
tetraodon_nigroviridis ENSTNIG00000011676
takifugu_rubripes ENSTRUG00000006918
mola_mola ENSMMOG00000006607
labrus_bergylta ENSLBEG00000008235
gasterosteus_aculeatus ENSGACG00000004473
hippocampus_comes ENSHCOG00000021187
oryzias_latipes_asm223467v1 ENSORLG00000002520
oryzias_latipes_asm223469v1 ENSORLG00015014106
oryzias_latipes_asm223471v1 ENSORLG00020022350
oryzias_melastigma ENSOMEG00000020495
periophthalmus_magnuspinnatus ENSPMGG00000010411
gadus_morhua ENSGMOG00000007079
labrus_bergylta ENSLBEG00000029029
esox_lucius ENSELUG00000005039
astyanax_mexicanus ENSAMXG00000009217
pygocentrus_nattereri ENSPNAG00000005932
ictalurus_punctatus ENSIPUG00000000811
danio_rerio ENSDARG00000059983
paramormyrops_kingsleyae ENSPKIG00000025593
scleropages_formosus ENSSFOG00015011052
petromyzon_marinus ENSPMAG00000006551
eptatretus_burgeri ENSEBUG00000015020
