gallus_gallus ENSGALG00000054823
numida_meleagris ENSNMEG00000007086
anas_platyrhynchos_platyrhynchos ENSAPLG00000006653
taeniopygia_guttata ENSTGUG00000014911
lonchura_striata_domestica ENSLSDG00000011569
serinus_canaria ENSSCAG00000012986
junco_hyemalis ENSJHYG00000009829
parus_major ENSPMJG00000000101
cyanistes_caeruleus ENSCCEG00000019968
ficedula_albicollis ENSFALG00000010825
lepidothrix_coronata ENSLCOG00000001577
calidris_pygmaea ENSCPGG00000015924
calidris_pugnax ENSCPUG00000008575
melopsittacus_undulatus ENSMUNG00000002115
apteryx_rowi ENSARWG00000004777
apteryx_owenii ENSAOWG00000019255
nothoprocta_perdicaria ENSNPEG00000012308
crocodylus_porosus ENSCPRG00005004176
chelonoidis_abingdonii ENSCABG00000015245
chrysemys_picta_bellii ENSCPBG00000011353
gopherus_agassizii ENSGAGG00000020260
pelodiscus_sinensis ENSPSIG00000014488
pogona_vitticeps ENSPVIG00000013153
notechis_scutatus ENSNSUG00000005573
salvator_merianae ENSSMRG00000013422
anolis_carolinensis ENSACAG00000007753
sphenodon_punctatus ENSSPUG00000004699
prolemur_simus ENSPSMG00000003306
propithecus_coquereli ENSPCOG00000024740
microcebus_murinus ENSMICG00000017103
otolemur_garnettii ENSOGAG00000016903
pan_troglodytes ENSPTRG00000011757
pan_paniscus ENSPPAG00000029219
gorilla_gorilla ENSGGOG00000011657
homo_sapiens ENSG00000115194
pongo_abelii ENSPPYG00000012556
nomascus_leucogenys ENSNLEG00000003215
theropithecus_gelada ENSTGEG00000023181
papio_anubis ENSPANG00000016958
cercocebus_atys ENSCATG00000024136
macaca_fascicularis ENSMFAG00000000328
macaca_nemestrina ENSMNEG00000044178
macaca_mulatta ENSMMUG00000010272
mandrillus_leucophaeus ENSMLEG00000029557
chlorocebus_sabaeus ENSCSAG00000009693
piliocolobus_tephrosceles ENSPTEG00000004409
colobus_angolensis_palliatus ENSCANG00000041144
rhinopithecus_bieti ENSRBIG00000030778
rhinopithecus_roxellana ENSRROG00000035837
saimiri_boliviensis_boliviensis ENSSBOG00000026658
cebus_capucinus_imitator ENSCCAG00000035462
callithrix_jacchus ENSCJAG00000001114
aotus_nancymaae ENSANAG00000036727
tupaia_belangeri ENSTBEG00000007688
castor_canadensis ENSCCNG00000004156
dipodomys_ordii ENSDORG00000010139
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028071
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029151
mus_spicilegus ENSMSIG00000014834
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027076
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029305
rattus_norvegicus ENSRNOG00000006204
meriones_unguiculatus ENSMUGG00000027024
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022891
cricetulus_griseus_crigri-picr ENSCGRG00015025820
cricetulus_griseus_crigri_1.0 ENSCGRG00000013356
mesocricetus_auratus ENSMAUG00000007065
microtus_ochrogaster ENSMOCG00000006043
peromyscus_maniculatus_bairdii ENSPEMG00000004673
nannospalax_galili ENSNGAG00000019230
jaculus_jaculus ENSJJAG00000000938
urocitellus_parryii ENSUPAG00010006346
ictidomys_tridecemlineatus ENSSTOG00000011338
spermophilus_dauricus ENSSDAG00000024780
marmota_marmota_marmota ENSMMMG00000020609
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017544
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006435
fukomys_damarensis ENSFDAG00000008913
chinchilla_lanigera ENSCLAG00000016195
octodon_degus ENSODEG00000007184
cavia_porcellus ENSCPOG00000003834
cavia_aperea ENSCAPG00000012482
oryctolagus_cuniculus ENSOCUG00000017021
ochotona_princeps ENSOPRG00000010700
ursus_americanus ENSUAMG00000007021
ursus_maritimus ENSUMAG00000020376
ailuropoda_melanoleuca ENSAMEG00000001643
mustela_putorius_furo ENSMPUG00000009573
neovison_vison ENSNVIG00000016872
canis_lupus_familiaris ENSCAFG00000004828
canis_lupus_dingo ENSCAFG00020024279
vulpes_vulpes ENSVVUG00000016360
panthera_tigris_altaica ENSPTIG00000006423
panthera_pardus ENSPPRG00000000912
felis_catus ENSFCAG00000023883
equus_caballus ENSECAG00000011668
equus_asinus_asinus ENSEASG00005009305
pteropus_vampyrus ENSPVAG00000015161
myotis_lucifugus ENSMLUG00000001432
capra_hircus ENSCHIG00000026811
ovis_aries ENSOARG00000019239
bos_mutus ENSBMUG00000008653
bos_taurus ENSBTAG00000011381
bison_bison_bison ENSBBBG00000015931
tursiops_truncatus ENSTTRG00000012512
sus_scrofa ENSSSCG00000021534
procavia_capensis ENSPCAG00000015829
loxodonta_africana ENSLAFG00000016671
echinops_telfairi ENSETEG00000009891
carlito_syrichta ENSTSYG00000030169
erinaceus_europaeus ENSEEUG00000001951
dasypus_novemcinctus ENSDNOG00000004561
phascolarctos_cinereus ENSPCIG00000023007
notamacropus_eugenii ENSMEUG00000015430
sarcophilus_harrisii ENSSHAG00000012824
ornithorhynchus_anatinus ENSOANG00000012848
