eptatretus_burgeri ENSEBUG00000003007
petromyzon_marinus ENSPMAG00000001069
pogona_vitticeps ENSPVIG00000022776
anolis_carolinensis ENSACAG00000004346
salvator_merianae ENSSMRG00000003844
notechis_scutatus ENSNSUG00000013134
sphenodon_punctatus ENSSPUG00000017755
chelonoidis_abingdonii ENSCABG00000005655
gopherus_agassizii ENSGAGG00000003466
chrysemys_picta_bellii ENSCPBG00000025731
numida_meleagris ENSNMEG00000004330
serinus_canaria ENSSCAG00000008242
calidris_pugnax ENSCPUG00000007752
phascolarctos_cinereus ENSPCIG00000002112
sarcophilus_harrisii ENSSHAG00000005923
monodelphis_domestica ENSMODG00000003072
notamacropus_eugenii ENSMEUG00000013253
choloepus_hoffmanni ENSCHOG00000010630
dasypus_novemcinctus ENSDNOG00000017781
loxodonta_africana ENSLAFG00000028287
procavia_capensis ENSPCAG00000002545
echinops_telfairi ENSETEG00000011514
chinchilla_lanigera ENSCLAG00000010413
octodon_degus ENSODEG00000003072
cavia_porcellus ENSCPOG00000014406
cavia_aperea ENSCAPG00000003582
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002852
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006643
fukomys_damarensis ENSFDAG00000013566
ictidomys_tridecemlineatus ENSSTOG00000002408
spermophilus_dauricus ENSSDAG00000022190
urocitellus_parryii ENSUPAG00010009299
marmota_marmota_marmota ENSMMMG00000011879
castor_canadensis ENSCCNG00000000550
dipodomys_ordii ENSDORG00000012287
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020204
mus_spicilegus ENSMSIG00000031134
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019297
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019315
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030332
rattus_norvegicus ENSRNOG00000020321
meriones_unguiculatus ENSMUGG00000009027
cricetulus_griseus_crigri-picr ENSCGRG00015017401
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018675
cricetulus_griseus_crigri_1.0 ENSCGRG00000009599
mesocricetus_auratus ENSMAUG00000013758
microtus_ochrogaster ENSMOCG00000002948
peromyscus_maniculatus_bairdii ENSPEMG00000016225
nannospalax_galili ENSNGAG00000016360
jaculus_jaculus ENSJJAG00000015694
oryctolagus_cuniculus ENSOCUG00000002948
ochotona_princeps ENSOPRG00000016676
pan_troglodytes ENSPTRG00000033813
pan_paniscus ENSPPAG00000038911
homo_sapiens ENSG00000196943
gorilla_gorilla ENSGGOG00000004689
pongo_abelii ENSPPYG00000005698
nomascus_leucogenys ENSNLEG00000015426
mandrillus_leucophaeus ENSMLEG00000028773
papio_anubis ENSPANG00000022712
cercocebus_atys ENSCATG00000031230
theropithecus_gelada ENSTGEG00000022537
macaca_mulatta ENSMMUG00000010049
macaca_fascicularis ENSMFAG00000043789
macaca_nemestrina ENSMNEG00000040926
chlorocebus_sabaeus ENSCSAG00000015911
rhinopithecus_roxellana ENSRROG00000033139
rhinopithecus_bieti ENSRBIG00000032504
