anas_platyrhynchos_platyrhynchos ENSAPLG00000012103
anser_brachyrhynchus ENSABRG00000000225
gallus_gallus ENSGALG00000004999
meleagris_gallopavo ENSMGAG00000009394
coturnix_japonica ENSCJPG00005010660
numida_meleagris ENSNMEG00000011480
lepidothrix_coronata ENSLCOG00000014724
manacus_vitellinus ENSMVIG00005002969
lonchura_striata_domestica ENSLSDG00000007162
taeniopygia_guttata ENSTGUG00000006593
serinus_canaria ENSSCAG00000017012
junco_hyemalis ENSJHYG00000002980
zonotrichia_albicollis ENSZALG00000002571
ficedula_albicollis ENSFALG00000011414
cyanistes_caeruleus ENSCCEG00000021468
parus_major ENSPMJG00000012155
melopsittacus_undulatus ENSMUNG00000012346
calidris_pygmaea ENSCPGG00000006812
calidris_pugnax ENSCPUG00000000997
apteryx_rowi ENSARWG00000013955
apteryx_haastii ENSAHAG00000000895
apteryx_owenii ENSAOWG00000015514
dromaius_novaehollandiae ENSDNVG00000018070
nothoprocta_perdicaria ENSNPEG00000013883
crocodylus_porosus ENSCPRG00005009721
gopherus_agassizii ENSGAGG00000018060
chelonoidis_abingdonii ENSCABG00000009293
chrysemys_picta_bellii ENSCPBG00000001405
pelodiscus_sinensis ENSPSIG00000003640
pogona_vitticeps ENSPVIG00000005839
anolis_carolinensis ENSACAG00000008203
salvator_merianae ENSSMRG00000013195
sphenodon_punctatus ENSSPUG00000017409
monodelphis_domestica ENSMODG00000011691
phascolarctos_cinereus ENSPCIG00000020174
sarcophilus_harrisii ENSSHAG00000013748
sarcophilus_harrisii ENSSHAG00000006913
sarcophilus_harrisii ENSSHAG00000018042
monodelphis_domestica ENSMODG00000005764
sarcophilus_harrisii ENSSHAG00000006885
sarcophilus_harrisii ENSSHAG00000005108
sarcophilus_harrisii ENSSHAG00000012903
phascolarctos_cinereus ENSPCIG00000023060
monodelphis_domestica ENSMODG00000025025
propithecus_coquereli ENSPCOG00000016481
propithecus_coquereli ENSPCOG00000027119
prolemur_simus ENSPSMG00000020873
otolemur_garnettii ENSOGAG00000011389
otolemur_garnettii ENSOGAG00000008765
homo_sapiens ENSG00000178913
pongo_abelii ENSPPYG00000015885
theropithecus_gelada ENSTGEG00000026703
chlorocebus_sabaeus ENSCSAG00000000484
piliocolobus_tephrosceles ENSPTEG00000027460
callithrix_jacchus ENSCJAG00000047684
ursus_americanus ENSUAMG00000000655
ursus_maritimus ENSUMAG00000012738
ailuropoda_melanoleuca ENSAMEG00000020131
canis_lupus_dingo ENSCAFG00020021233
vulpes_vulpes ENSVVUG00000017443
canis_lupus_familiaris ENSCAFG00000006114
mustela_putorius_furo ENSMPUG00000020047
neovison_vison ENSNVIG00000012756
panthera_pardus ENSPPRG00000016193
panthera_tigris_altaica ENSPTIG00000005366
felis_catus ENSFCAG00000025624
equus_asinus_asinus ENSEASG00005018132
myotis_lucifugus ENSMLUG00000001799
pteropus_vampyrus ENSPVAG00000004070
tursiops_truncatus ENSTTRG00000013707
tursiops_truncatus ENSTTRG00000010693
bos_mutus ENSBMUG00000017179
bison_bison_bison ENSBBBG00000011039
ovis_aries ENSOARG00000014109
sus_scrofa ENSSSCG00000028168
vicugna_pacos ENSVPAG00000002477
castor_canadensis ENSCCNG00000023600
dipodomys_ordii ENSDORG00000029372
octodon_degus ENSODEG00000014858
octodon_degus ENSODEG00000007129
chinchilla_lanigera ENSCLAG00000011073
cavia_porcellus ENSCPOG00000034331
fukomys_damarensis ENSFDAG00000012256
fukomys_damarensis ENSFDAG00000010743
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017885
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009288
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051316
mus_spicilegus ENSMSIG00000002625
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023090
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022180
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018914
rattus_norvegicus ENSRNOG00000020024
meriones_unguiculatus ENSMUGG00000009357
cricetulus_griseus_crigri-picr ENSCGRG00015000106
cricetulus_griseus_crigri_1.0 ENSCGRG00000019286
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008337
microtus_ochrogaster ENSMOCG00000007063
peromyscus_maniculatus_bairdii ENSPEMG00000022877
nannospalax_galili ENSNGAG00000020983
jaculus_jaculus ENSJJAG00000023837
urocitellus_parryii ENSUPAG00010008113
ictidomys_tridecemlineatus ENSSTOG00000012033
marmota_marmota_marmota ENSMMMG00000011460
spermophilus_dauricus ENSSDAG00000019246
tupaia_belangeri ENSTBEG00000006101
dasypus_novemcinctus ENSDNOG00000005524
dasypus_novemcinctus ENSDNOG00000038243
dasypus_novemcinctus ENSDNOG00000000130
choloepus_hoffmanni ENSCHOG00000003740
procavia_capensis ENSPCAG00000010266
oryctolagus_cuniculus ENSOCUG00000014000
ochotona_princeps ENSOPRG00000003309
ornithorhynchus_anatinus ENSOANG00000004222
ornithorhynchus_anatinus ENSOANG00000000358
xenopus_tropicalis ENSXETG00000018171
latimeria_chalumnae ENSLACG00000017088
takifugu_rubripes ENSTRUG00000003067
tetraodon_nigroviridis ENSTNIG00000016852
mola_mola ENSMMOG00000000951
gasterosteus_aculeatus ENSGACG00000017288
fundulus_heteroclitus ENSFHEG00000016936
cyprinodon_variegatus ENSCVAG00000010338
xiphophorus_maculatus ENSXMAG00000013459
gambusia_affinis ENSGAFG00000019984
poecilia_mexicana ENSPMEG00000006693
poecilia_formosa ENSPFOG00000013936
poecilia_latipinna ENSPLAG00000009636
poecilia_reticulata ENSPREG00000011318
xiphophorus_couchianus ENSXCOG00000016232
kryptolebias_marmoratus ENSKMAG00000001397
oryzias_latipes_asm223471v1 ENSORLG00020021669
oryzias_latipes_asm223469v1 ENSORLG00015011578
oryzias_latipes_asm223467v1 ENSORLG00000001523
oryzias_melastigma ENSOMEG00000015906
monopterus_albus ENSMALG00000009276
mastacembelus_armatus ENSMAMG00000020513
anabas_testudineus ENSATEG00000017767
amphiprion_percula ENSAPEG00000006881
amphiprion_ocellaris ENSAOCG00000020409
acanthochromis_polyacanthus ENSAPOG00000005952
stegastes_partitus ENSSPAG00000008943
maylandia_zebra ENSMZEG00005006820
astatotilapia_calliptera ENSACLG00000000506
pundamilia_nyererei ENSPNYG00000012014
haplochromis_burtoni ENSHBUG00000015899
oreochromis_niloticus ENSONIG00000002669
neolamprologus_brichardi ENSNBRG00000021893
amphilophus_citrinellus ENSACIG00000011869
seriola_dumerili ENSSDUG00000000702
seriola_lalandi_dorsalis ENSSLDG00000020975
scophthalmus_maximus ENSSMAG00000014177
labrus_bergylta ENSLBEG00000010820
periophthalmus_magnuspinnatus ENSPMGG00000017951
cynoglossus_semilaevis ENSCSEG00000002713
hippocampus_comes ENSHCOG00000001025
gadus_morhua ENSGMOG00000004949
esox_lucius ENSELUG00000003861
pygocentrus_nattereri ENSPNAG00000018550
astyanax_mexicanus ENSAMXG00000021515
ictalurus_punctatus ENSIPUG00000017450
