scophthalmus_maximus ENSSMAG00000009369
cynoglossus_semilaevis ENSCSEG00000012475
seriola_lalandi_dorsalis ENSSLDG00000007805
seriola_lalandi_dorsalis ENSSLDG00000007409
oryzias_latipes_asm223467v1 ENSORLG00000029237
oryzias_latipes_asm223471v1 ENSORLG00020001333
oryzias_latipes_asm223469v1 ENSORLG00015002239
oryzias_melastigma ENSOMEG00000005961
xiphophorus_maculatus ENSXMAG00000025767
xiphophorus_couchianus ENSXCOG00000013962
gambusia_affinis ENSGAFG00000013227
poecilia_latipinna ENSPLAG00000018578
poecilia_mexicana ENSPMEG00000011166
poecilia_reticulata ENSPREG00000004298
fundulus_heteroclitus ENSFHEG00000022009
cyprinodon_variegatus ENSCVAG00000019937
haplochromis_burtoni ENSHBUG00000008579
maylandia_zebra ENSMZEG00005013876
astatotilapia_calliptera ENSACLG00000012235
pundamilia_nyererei ENSPNYG00000024235
neolamprologus_brichardi ENSNBRG00000019462
oreochromis_niloticus ENSONIG00000005826
amphilophus_citrinellus ENSACIG00000020708
hippocampus_comes ENSHCOG00000018757
labrus_bergylta ENSLBEG00000025861
periophthalmus_magnuspinnatus ENSPMGG00000021139
gadus_morhua ENSGMOG00000005455
esox_lucius ENSELUG00000023750
