loxodonta_africana ENSLAFG00000018256
procavia_capensis ENSPCAG00000013178
echinops_telfairi ENSETEG00000002188
bos_taurus ENSBTAG00000019964
bos_mutus ENSBMUG00000023689
capra_hircus ENSCHIG00000015637
ovis_aries ENSOARG00000008588
tursiops_truncatus ENSTTRG00000008986
sus_scrofa ENSSSCG00000009565
equus_asinus_asinus ENSEASG00005021899
equus_caballus ENSECAG00000000014
ursus_americanus ENSUAMG00000021433
ursus_maritimus ENSUMAG00000020749
ailuropoda_melanoleuca ENSAMEG00000004441
neovison_vison ENSNVIG00000020915
mustela_putorius_furo ENSMPUG00000009204
canis_lupus_dingo ENSCAFG00020015941
canis_lupus_familiaris ENSCAFG00000006421
vulpes_vulpes ENSVVUG00000013580
panthera_pardus ENSPPRG00000012687
panthera_tigris_altaica ENSPTIG00000016865
felis_catus ENSFCAG00000006901
pteropus_vampyrus ENSPVAG00000015439
myotis_lucifugus ENSMLUG00000007593
castor_canadensis ENSCCNG00000009263
dipodomys_ordii ENSDORG00000012090
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031451
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031953
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030843
mus_spicilegus ENSMSIG00000005788
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021306
rattus_norvegicus ENSRNOG00000018233
meriones_unguiculatus ENSMUGG00000014633
meriones_unguiculatus ENSMUGG00000014624
microtus_ochrogaster ENSMOCG00000019353
peromyscus_maniculatus_bairdii ENSPEMG00000018326
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000363
cricetulus_griseus_crigri-picr ENSCGRG00015021830
cricetulus_griseus_crigri_1.0 ENSCGRG00000001403
mesocricetus_auratus ENSMAUG00000012829
nannospalax_galili ENSNGAG00000024183
jaculus_jaculus ENSJJAG00000018871
urocitellus_parryii ENSUPAG00010014529
ictidomys_tridecemlineatus ENSSTOG00000020442
spermophilus_dauricus ENSSDAG00000017717
marmota_marmota_marmota ENSMMMG00000014286
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002481
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017345
fukomys_damarensis ENSFDAG00000015284
chinchilla_lanigera ENSCLAG00000002827
octodon_degus ENSODEG00000012335
cavia_aperea ENSCAPG00000016701
cavia_porcellus ENSCPOG00000007335
ochotona_princeps ENSOPRG00000010550
pan_paniscus ENSPPAG00000030726
gorilla_gorilla ENSGGOG00000017166
homo_sapiens ENSG00000183087
pongo_abelii ENSPPYG00000005531
nomascus_leucogenys ENSNLEG00000010348
papio_anubis ENSPANG00000007559
cercocebus_atys ENSCATG00000034441
macaca_fascicularis ENSMFAG00000043611
macaca_nemestrina ENSMNEG00000036793
theropithecus_gelada ENSTGEG00000016336
mandrillus_leucophaeus ENSMLEG00000035040
chlorocebus_sabaeus ENSCSAG00000017396
colobus_angolensis_palliatus ENSCANG00000033007
rhinopithecus_roxellana ENSRROG00000040050
macaca_mulatta ENSMMUG00000007428
rhinopithecus_bieti ENSRBIG00000025018
cebus_capucinus_imitator ENSCCAG00000031009
saimiri_boliviensis_boliviensis ENSSBOG00000010249
callithrix_jacchus ENSCJAG00000018947
aotus_nancymaae ENSANAG00000016500
carlito_syrichta ENSTSYG00000030956
propithecus_coquereli ENSPCOG00000001079
microcebus_murinus ENSMICG00000046084
prolemur_simus ENSPSMG00000016608
otolemur_garnettii ENSOGAG00000026943
dasypus_novemcinctus ENSDNOG00000042350
choloepus_hoffmanni ENSCHOG00000009165
phascolarctos_cinereus ENSPCIG00000011722
notamacropus_eugenii ENSMEUG00000005796
sarcophilus_harrisii ENSSHAG00000014196
monodelphis_domestica ENSMODG00000003633
ornithorhynchus_anatinus ENSOANG00000015645
apteryx_owenii ENSAOWG00000014975
apteryx_haastii ENSAHAG00000008051
apteryx_rowi ENSARWG00000016747
dromaius_novaehollandiae ENSDNVG00000005029
nothoprocta_perdicaria ENSNPEG00000009132
anser_brachyrhynchus ENSABRG00000013167
anas_platyrhynchos_platyrhynchos ENSAPLG00000013696
meleagris_gallopavo ENSMGAG00000014841
gallus_gallus ENSGALG00000016820
coturnix_japonica ENSCJPG00005013533
numida_meleagris ENSNMEG00000017782
calidris_pugnax ENSCPUG00000006643
calidris_pygmaea ENSCPGG00000007665
melopsittacus_undulatus ENSMUNG00000012641
lonchura_striata_domestica ENSLSDG00000009230
taeniopygia_guttata ENSTGUG00000009321
serinus_canaria ENSSCAG00000004388
zonotrichia_albicollis ENSZALG00000006889
junco_hyemalis ENSJHYG00000003510
parus_major ENSPMJG00000011603
cyanistes_caeruleus ENSCCEG00000000423
ficedula_albicollis ENSFALG00000003371
lepidothrix_coronata ENSLCOG00000004395
manacus_vitellinus ENSMVIG00005017100
crocodylus_porosus ENSCPRG00005016206
gopherus_agassizii ENSGAGG00000002021
chelonoidis_abingdonii ENSCABG00000013809
chrysemys_picta_bellii ENSCPBG00000022866
pelodiscus_sinensis ENSPSIG00000009019
anolis_carolinensis ENSACAG00000000689
pogona_vitticeps ENSPVIG00000022060
notechis_scutatus ENSNSUG00000000025
salvator_merianae ENSSMRG00000001425
sphenodon_punctatus ENSSPUG00000002141
xenopus_tropicalis ENSXETG00000013828
mola_mola ENSMMOG00000018076
takifugu_rubripes ENSTRUG00000017220
labrus_bergylta ENSLBEG00000012383
seriola_lalandi_dorsalis ENSSLDG00000001601
monopterus_albus ENSMALG00000015824
oryzias_latipes_asm223467v1 ENSORLG00000004757
oryzias_latipes_asm223469v1 ENSORLG00015014811
xiphophorus_couchianus ENSXCOG00000002850
amphilophus_citrinellus ENSACIG00000022420
cynoglossus_semilaevis ENSCSEG00000006497
esox_lucius ENSELUG00000024087
danio_rerio ENSDARG00000007804
