pteropus_vampyrus ENSPVAG00000002930
myotis_lucifugus ENSMLUG00000016398
ursus_maritimus ENSUMAG00000019500
ursus_americanus ENSUAMG00000025308
ailuropoda_melanoleuca ENSAMEG00000001301
neovison_vison ENSNVIG00000006687
mustela_putorius_furo ENSMPUG00000003746
canis_lupus_familiaris ENSCAFG00000017575
canis_lupus_dingo ENSCAFG00020003702
vulpes_vulpes ENSVVUG00000029445
panthera_tigris_altaica ENSPTIG00000021108
erinaceus_europaeus ENSEEUG00000006429
sorex_araneus ENSSARG00000013283
dipodomys_ordii ENSDORG00000025597
castor_canadensis ENSCCNG00000001606
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023257
cricetulus_griseus_crigri-picr ENSCGRG00015013049
cricetulus_griseus_crigri_1.0 ENSCGRG00000007291
mesocricetus_auratus ENSMAUG00000000621
microtus_ochrogaster ENSMOCG00000014962
peromyscus_maniculatus_bairdii ENSPEMG00000009765
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017654
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017653
mus_spicilegus ENSMSIG00000007232
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057003
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016524
meriones_unguiculatus ENSMUGG00000026441
nannospalax_galili ENSNGAG00000023083
jaculus_jaculus ENSJJAG00000016358
chinchilla_lanigera ENSCLAG00000010433
octodon_degus ENSODEG00000001080
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010913
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013347
fukomys_damarensis ENSFDAG00000002718
cavia_aperea ENSCAPG00000006959
cavia_porcellus ENSCPOG00000031719
ictidomys_tridecemlineatus ENSSTOG00000008755
spermophilus_dauricus ENSSDAG00000006456
urocitellus_parryii ENSUPAG00010017274
marmota_marmota_marmota ENSMMMG00000020796
ochotona_princeps ENSOPRG00000004339
tupaia_belangeri ENSTBEG00000005812
procavia_capensis ENSPCAG00000006393
echinops_telfairi ENSETEG00000015679
choloepus_hoffmanni ENSCHOG00000002663
