poecilia_formosa ENSPFOG00000012591
poecilia_mexicana ENSPMEG00000004835
poecilia_latipinna ENSPLAG00000023583
xiphophorus_maculatus ENSXMAG00000021064
xiphophorus_couchianus ENSXCOG00000001932
poecilia_reticulata ENSPREG00000011895
cyprinodon_variegatus ENSCVAG00000001326
fundulus_heteroclitus ENSFHEG00000010550
kryptolebias_marmoratus ENSKMAG00000005847
oryzias_latipes_asm223467v1 ENSORLG00000029839
astatotilapia_calliptera ENSACLG00000013318
haplochromis_burtoni ENSHBUG00000020375
maylandia_zebra ENSMZEG00005021664
neolamprologus_brichardi ENSNBRG00000020862
amphilophus_citrinellus ENSACIG00000015244
amphiprion_percula ENSAPEG00000007118
amphiprion_ocellaris ENSAOCG00000011561
acanthochromis_polyacanthus ENSAPOG00000000428
stegastes_partitus ENSSPAG00000000682
hippocampus_comes ENSHCOG00000004202
labrus_bergylta ENSLBEG00000014975
periophthalmus_magnuspinnatus ENSPMGG00000000764
cynoglossus_semilaevis ENSCSEG00000002600
mastacembelus_armatus ENSMAMG00000008794
monopterus_albus ENSMALG00000007100
anabas_testudineus ENSATEG00000003796
seriola_lalandi_dorsalis ENSSLDG00000008737
seriola_dumerili ENSSDUG00000015298
scophthalmus_maximus ENSSMAG00000007169
takifugu_rubripes ENSTRUG00000008412
tetraodon_nigroviridis ENSTNIG00000010876
mola_mola ENSMMOG00000015070
gasterosteus_aculeatus ENSGACG00000004575
oryzias_latipes_asm223471v1 ENSORLG00020004959
oryzias_latipes_asm223467v1 ENSORLG00000024698
oryzias_latipes_asm223469v1 ENSORLG00015019221
oryzias_melastigma ENSOMEG00000015509
gadus_morhua ENSGMOG00000012747
