xiphophorus_maculatus ENSXMAG00000020053
xiphophorus_couchianus ENSXCOG00000011465
gambusia_affinis ENSGAFG00000003419
poecilia_formosa ENSPFOG00000020909
poecilia_mexicana ENSPMEG00000000301
poecilia_formosa ENSPFOG00000015234
poecilia_latipinna ENSPLAG00000021834
poecilia_reticulata ENSPREG00000009141
fundulus_heteroclitus ENSFHEG00000016438
cyprinodon_variegatus ENSCVAG00000002712
oryzias_latipes_asm223469v1 ENSORLG00015000334
oryzias_latipes_asm223471v1 ENSORLG00020011119
oryzias_latipes_asm223467v1 ENSORLG00000026921
oryzias_melastigma ENSOMEG00000004512
labrus_bergylta ENSLBEG00000006645
labrus_bergylta ENSLBEG00000025942
kryptolebias_marmoratus ENSKMAG00000012444
cynoglossus_semilaevis ENSCSEG00000001015
gasterosteus_aculeatus ENSGACG00000003846
haplochromis_burtoni ENSHBUG00000014852
pundamilia_nyererei ENSPNYG00000006644
astatotilapia_calliptera ENSACLG00000027605
neolamprologus_brichardi ENSNBRG00000016814
maylandia_zebra ENSMZEG00005022072
amphilophus_citrinellus ENSACIG00000018304
amphiprion_percula ENSAPEG00000016317
amphiprion_ocellaris ENSAOCG00000002818
acanthochromis_polyacanthus ENSAPOG00000011667
seriola_lalandi_dorsalis ENSSLDG00000022077
seriola_dumerili ENSSDUG00000006636
anabas_testudineus ENSATEG00000005994
mastacembelus_armatus ENSMAMG00000003703
monopterus_albus ENSMALG00000008418
mola_mola ENSMMOG00000004454
scophthalmus_maximus ENSSMAG00000012090
takifugu_rubripes ENSTRUG00000017846
tetraodon_nigroviridis ENSTNIG00000012772
hippocampus_comes ENSHCOG00000010630
periophthalmus_magnuspinnatus ENSPMGG00000001846
esox_lucius ENSELUG00000005951
pygocentrus_nattereri ENSPNAG00000004315
astyanax_mexicanus ENSAMXG00000030381
ictalurus_punctatus ENSIPUG00000001599
danio_rerio ENSDARG00000100872
paramormyrops_kingsleyae ENSPKIG00000013146
scleropages_formosus ENSSFOG00015004492
scleropages_formosus ENSSFOG00015002776
paramormyrops_kingsleyae ENSPKIG00000020810
lepisosteus_oculatus ENSLOCG00000003243
phascolarctos_cinereus ENSPCIG00000013476
monodelphis_domestica ENSMODG00000008914
canis_lupus_familiaris ENSCAFG00000004219
microcebus_murinus ENSMICG00000045500
octodon_degus ENSODEG00000002122
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020872
mus_spicilegus ENSMSIG00000011092
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024130
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043415
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023215
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024671
rattus_norvegicus ENSRNOG00000016950
meriones_unguiculatus ENSMUGG00000027201
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005968
mesocricetus_auratus ENSMAUG00000009704
dipodomys_ordii ENSDORG00000025924
pongo_abelii ENSPPYG00000025861
urocitellus_parryii ENSUPAG00010020876
jaculus_jaculus ENSJJAG00000001123
castor_canadensis ENSCCNG00000023297
theropithecus_gelada ENSTGEG00000003821
cercocebus_atys ENSCATG00000020303
macaca_fascicularis ENSMFAG00000032476
macaca_mulatta ENSMMUG00000009247
macaca_nemestrina ENSMNEG00000000824
papio_anubis ENSPANG00000008872
chlorocebus_sabaeus ENSCSAG00000019058
piliocolobus_tephrosceles ENSPTEG00000032254
homo_sapiens ENSG00000165312
pan_troglodytes ENSPTRG00000049721
gorilla_gorilla ENSGGOG00000000739
aotus_nancymaae ENSANAG00000018820
callithrix_jacchus ENSCJAG00000007848
prolemur_simus ENSPSMG00000000345
capra_hircus ENSCHIG00000011814
ovis_aries ENSOARG00000004506
bos_taurus ENSBTAG00000047752
sus_scrofa ENSSSCG00000011076
canis_lupus_dingo ENSCAFG00020026117
equus_caballus ENSECAG00000040284
equus_asinus_asinus ENSEASG00005006935
rhinopithecus_roxellana ENSRROG00000032601
nomascus_leucogenys ENSNLEG00000031365
otolemur_garnettii ENSOGAG00000010132
marmota_marmota_marmota ENSMMMG00000017947
loxodonta_africana ENSLAFG00000029419
neovison_vison ENSNVIG00000003320
ornithorhynchus_anatinus ENSOANG00000013335
melopsittacus_undulatus ENSMUNG00000006493
calidris_pygmaea ENSCPGG00000017627
taeniopygia_guttata ENSTGUG00000001179
lonchura_striata_domestica ENSLSDG00000013970
ficedula_albicollis ENSFALG00000007278
junco_hyemalis ENSJHYG00000009797
lepidothrix_coronata ENSLCOG00000003072
anser_brachyrhynchus ENSABRG00000003412
anas_platyrhynchos_platyrhynchos ENSAPLG00000026401
meleagris_gallopavo ENSMGAG00000016016
coturnix_japonica ENSCJPG00005004011
numida_meleagris ENSNMEG00000009417
apteryx_rowi ENSARWG00000016303
apteryx_owenii ENSAOWG00000003245
apteryx_haastii ENSAHAG00000016305
chelonoidis_abingdonii ENSCABG00000018510
gopherus_agassizii ENSGAGG00000019741
chrysemys_picta_bellii ENSCPBG00000015288
pelodiscus_sinensis ENSPSIG00000001555
sphenodon_punctatus ENSSPUG00000009209
pogona_vitticeps ENSPVIG00000023570
notechis_scutatus ENSNSUG00000009342
salvator_merianae ENSSMRG00000014079
anolis_carolinensis ENSACAG00000028448
latimeria_chalumnae ENSLACG00000011574
gadus_morhua ENSGMOG00000018173
eptatretus_burgeri ENSEBUG00000012551
