fundulus_heteroclitus ENSFHEG00000007880
cyprinodon_variegatus ENSCVAG00000010476
xiphophorus_couchianus ENSXCOG00000020352
xiphophorus_maculatus ENSXMAG00000026040
gambusia_affinis ENSGAFG00000004810
poecilia_formosa ENSPFOG00000018236
poecilia_latipinna ENSPLAG00000016065
poecilia_mexicana ENSPMEG00000004277
poecilia_reticulata ENSPREG00000014316
kryptolebias_marmoratus ENSKMAG00000013370
oryzias_latipes_asm223467v1 ENSORLG00000009612
oryzias_latipes_asm223469v1 ENSORLG00015015051
oryzias_latipes_asm223471v1 ENSORLG00020002134
oryzias_melastigma ENSOMEG00000007736
haplochromis_burtoni ENSHBUG00000019720
pundamilia_nyererei ENSPNYG00000014016
astatotilapia_calliptera ENSACLG00000024968
maylandia_zebra ENSMZEG00005019635
neolamprologus_brichardi ENSNBRG00000022839
oreochromis_niloticus ENSONIG00000014928
amphilophus_citrinellus ENSACIG00000023117
amphiprion_ocellaris ENSAOCG00000008194
amphiprion_percula ENSAPEG00000013020
acanthochromis_polyacanthus ENSAPOG00000015496
stegastes_partitus ENSSPAG00000023317
periophthalmus_magnuspinnatus ENSPMGG00000012837
cynoglossus_semilaevis ENSCSEG00000004219
takifugu_rubripes ENSTRUG00000022248
mastacembelus_armatus ENSMAMG00000008547
monopterus_albus ENSMALG00000006442
anabas_testudineus ENSATEG00000001772
seriola_dumerili ENSSDUG00000014221
seriola_lalandi_dorsalis ENSSLDG00000020123
scophthalmus_maximus ENSSMAG00000003863
mola_mola ENSMMOG00000008469
labrus_bergylta ENSLBEG00000013038
