dromaius_novaehollandiae ENSDNVG00000002400
nothoprocta_perdicaria ENSNPEG00000014566
apteryx_owenii ENSAOWG00000016471
apteryx_haastii ENSAHAG00000012532
apteryx_rowi ENSARWG00000013725
gallus_gallus ENSGALG00000010016
coturnix_japonica ENSCJPG00005010163
meleagris_gallopavo ENSMGAG00000010361
numida_meleagris ENSNMEG00000016408
anser_brachyrhynchus ENSABRG00000001905
anas_platyrhynchos_platyrhynchos ENSAPLG00000001971
calidris_pygmaea ENSCPGG00000001993
calidris_pugnax ENSCPUG00000001535
melopsittacus_undulatus ENSMUNG00000010051
lepidothrix_coronata ENSLCOG00000010726
manacus_vitellinus ENSMVIG00005005901
lonchura_striata_domestica ENSLSDG00000010587
taeniopygia_guttata ENSTGUG00000002631
serinus_canaria ENSSCAG00000010563
zonotrichia_albicollis ENSZALG00000002889
junco_hyemalis ENSJHYG00000011214
ficedula_albicollis ENSFALG00000014436
parus_major ENSPMJG00000014588
cyanistes_caeruleus ENSCCEG00000011719
crocodylus_porosus ENSCPRG00005015151
gopherus_agassizii ENSGAGG00000015672
chelonoidis_abingdonii ENSCABG00000017080
chrysemys_picta_bellii ENSCPBG00000005806
pelodiscus_sinensis ENSPSIG00000001791
sphenodon_punctatus ENSSPUG00000000766
carlito_syrichta ENSTSYG00000004118
otolemur_garnettii ENSOGAG00000028689
urocitellus_parryii ENSUPAG00010006794
jaculus_jaculus ENSJJAG00000020952
ochotona_princeps ENSOPRG00000010313
oryctolagus_cuniculus ENSOCUG00000015567
sorex_araneus ENSSARG00000005932
echinops_telfairi ENSETEG00000008772
myotis_lucifugus ENSMLUG00000004206
pteropus_vampyrus ENSPVAG00000005170
tursiops_truncatus ENSTTRG00000005557
vicugna_pacos ENSVPAG00000000317
sus_scrofa ENSSSCG00000008437
propithecus_coquereli ENSPCOG00000012817
prolemur_simus ENSPSMG00000011504
microcebus_murinus ENSMICG00000004709
marmota_marmota_marmota ENSMMMG00000010100
urocitellus_parryii ENSUPAG00010020643
spermophilus_dauricus ENSSDAG00000024362
ictidomys_tridecemlineatus ENSSTOG00000004937
tupaia_belangeri ENSTBEG00000010900
otolemur_garnettii ENSOGAG00000010860
mandrillus_leucophaeus ENSMLEG00000027710
chlorocebus_sabaeus ENSCSAG00000019452
papio_anubis ENSPANG00000014669
papio_anubis ENSPANG00000007310
macaca_mulatta ENSMMUG00000039303
macaca_nemestrina ENSMNEG00000011264
macaca_fascicularis ENSMFAG00000030827
cercocebus_atys ENSCATG00000018703
piliocolobus_tephrosceles ENSPTEG00000033247
colobus_angolensis_palliatus ENSCANG00000022294
rhinopithecus_bieti ENSRBIG00000030271
rhinopithecus_roxellana ENSRROG00000011752
homo_sapiens ENSG00000171150
gorilla_gorilla ENSGGOG00000008234
pan_paniscus ENSPPAG00000001351
pan_troglodytes ENSPTRG00000040283
pongo_abelii ENSPPYG00000012434
nomascus_leucogenys ENSNLEG00000034453
pan_troglodytes ENSPTRG00000051236
pan_paniscus ENSPPAG00000033833
cebus_capucinus_imitator ENSCCAG00000007057
saimiri_boliviensis_boliviensis ENSSBOG00000017209
callithrix_jacchus ENSCJAG00000042287
aotus_nancymaae ENSANAG00000031403
aotus_nancymaae ENSANAG00000025758
propithecus_coquereli ENSPCOG00000021636
castor_canadensis ENSCCNG00000017243
dipodomys_ordii ENSDORG00000028708
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022859
mus_spicilegus ENSMSIG00000010466
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037104
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021943
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020933
rattus_norvegicus ENSRNOG00000028504
meriones_unguiculatus ENSMUGG00000004333
cricetulus_griseus_crigri-picr ENSCGRG00015023185
cricetulus_griseus_crigri_1.0 ENSCGRG00000019100
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010671
mesocricetus_auratus ENSMAUG00000014386
