chrysemys_picta_bellii ENSCPBG00000008662
gopherus_agassizii ENSGAGG00000005551
pelodiscus_sinensis ENSPSIG00000005677
manacus_vitellinus ENSMVIG00005004718
manacus_vitellinus ENSMVIG00005014210
lepidothrix_coronata ENSLCOG00000003993
zonotrichia_albicollis ENSZALG00000000038
junco_hyemalis ENSJHYG00000016095
serinus_canaria ENSSCAG00000001345
taeniopygia_guttata ENSTGUG00000002348
lonchura_striata_domestica ENSLSDG00000001863
ficedula_albicollis ENSFALG00000013249
cyanistes_caeruleus ENSCCEG00000002097
parus_major ENSPMJG00000018334
melopsittacus_undulatus ENSMUNG00000009421
calidris_pygmaea ENSCPGG00000009280
calidris_pugnax ENSCPUG00000002051
anser_brachyrhynchus ENSABRG00000005283
anas_platyrhynchos_platyrhynchos ENSAPLG00000003818
gallus_gallus ENSGALG00000012790
coturnix_japonica ENSCJPG00005017013
meleagris_gallopavo ENSMGAG00000003779
numida_meleagris ENSNMEG00000002220
apteryx_owenii ENSAOWG00000005762
apteryx_rowi ENSARWG00000018338
dromaius_novaehollandiae ENSDNVG00000000512
pogona_vitticeps ENSPVIG00000016261
anolis_carolinensis ENSACAG00000002761
notechis_scutatus ENSNSUG00000005594
salvator_merianae ENSSMRG00000006722
sphenodon_punctatus ENSSPUG00000007581
phascolarctos_cinereus ENSPCIG00000012658
notamacropus_eugenii ENSMEUG00000009876
sarcophilus_harrisii ENSSHAG00000014576
sarcophilus_harrisii ENSSHAG00000016142
monodelphis_domestica ENSMODG00000009982
loxodonta_africana ENSLAFG00000029022
echinops_telfairi ENSETEG00000003276
choloepus_hoffmanni ENSCHOG00000008601
dasypus_novemcinctus ENSDNOG00000014941
myotis_lucifugus ENSMLUG00000008939
pteropus_vampyrus ENSPVAG00000002852
ursus_americanus ENSUAMG00000003703
ursus_maritimus ENSUMAG00000018421
ailuropoda_melanoleuca ENSAMEG00000017354
neovison_vison ENSNVIG00000019457
mustela_putorius_furo ENSMPUG00000000577
canis_lupus_dingo ENSCAFG00020013206
canis_lupus_familiaris ENSCAFG00000009570
vulpes_vulpes ENSVVUG00000004999
panthera_pardus ENSPPRG00000003684
panthera_tigris_altaica ENSPTIG00000014227
felis_catus ENSFCAG00000010022
equus_caballus ENSECAG00000014820
equus_asinus_asinus ENSEASG00005012026
erinaceus_europaeus ENSEEUG00000014214
vicugna_pacos ENSVPAG00000003552
sus_scrofa ENSSSCG00000001025
