seriola_lalandi_dorsalis ENSSLDG00000012818
seriola_dumerili ENSSDUG00000005882
scophthalmus_maximus ENSSMAG00000019532
mola_mola ENSMMOG00000016613
mastacembelus_armatus ENSMAMG00000009754
monopterus_albus ENSMALG00000007867
anabas_testudineus ENSATEG00000006811
amphiprion_percula ENSAPEG00000022575
amphiprion_ocellaris ENSAOCG00000024255
acanthochromis_polyacanthus ENSAPOG00000009331
stegastes_partitus ENSSPAG00000012362
fundulus_heteroclitus ENSFHEG00000011688
cyprinodon_variegatus ENSCVAG00000000195
xiphophorus_maculatus ENSXMAG00000013283
gambusia_affinis ENSGAFG00000014442
poecilia_formosa ENSPFOG00000023106
poecilia_mexicana ENSPMEG00000006513
poecilia_latipinna ENSPLAG00000013913
poecilia_reticulata ENSPREG00000002876
kryptolebias_marmoratus ENSKMAG00000009366
oryzias_latipes_asm223467v1 ENSORLG00000030239
oryzias_melastigma ENSOMEG00000019088
pundamilia_nyererei ENSPNYG00000019080
haplochromis_burtoni ENSHBUG00000009984
astatotilapia_calliptera ENSACLG00000011088
maylandia_zebra ENSMZEG00005027758
amphilophus_citrinellus ENSACIG00000021923
cynoglossus_semilaevis ENSCSEG00000012120
hippocampus_comes ENSHCOG00000006658
esox_lucius ENSELUG00000015777
ictalurus_punctatus ENSIPUG00000001057
scleropages_formosus ENSSFOG00015019802
salvator_merianae ENSSMRG00000016644
pogona_vitticeps ENSPVIG00000008385
pygocentrus_nattereri ENSPNAG00000005871
astyanax_mexicanus ENSAMXG00000038367
anabas_testudineus ENSATEG00000004325
taeniopygia_guttata ENSTGUG00000017245
petromyzon_marinus ENSPMAG00000007912
