dromaius_novaehollandiae ENSDNVG00000005044
nothoprocta_perdicaria ENSNPEG00000009131
apteryx_rowi ENSARWG00000016748
apteryx_haastii ENSAHAG00000008137
lonchura_striata_domestica ENSLSDG00000009225
taeniopygia_guttata ENSTGUG00000009312
serinus_canaria ENSSCAG00000004419
zonotrichia_albicollis ENSZALG00000006890
ficedula_albicollis ENSFALG00000003357
parus_major ENSPMJG00000011602
cyanistes_caeruleus ENSCCEG00000000507
lepidothrix_coronata ENSLCOG00000004396
melopsittacus_undulatus ENSMUNG00000012640
calidris_pygmaea ENSCPGG00000007655
calidris_pugnax ENSCPUG00000006649
gallus_gallus ENSGALG00000035839
meleagris_gallopavo ENSMGAG00000014842
coturnix_japonica ENSCJPG00005013537
numida_meleagris ENSNMEG00000017783
anser_brachyrhynchus ENSABRG00000013143
anas_platyrhynchos_platyrhynchos ENSAPLG00000014031
crocodylus_porosus ENSCPRG00005016252
chelonoidis_abingdonii ENSCABG00000013812
gopherus_agassizii ENSGAGG00000002030
chrysemys_picta_bellii ENSCPBG00000022868
pelodiscus_sinensis ENSPSIG00000008296
anolis_carolinensis ENSACAG00000000417
pogona_vitticeps ENSPVIG00000022058
notechis_scutatus ENSNSUG00000018594
salvator_merianae ENSSMRG00000001405
sphenodon_punctatus ENSSPUG00000002174
phascolarctos_cinereus ENSPCIG00000011724
notamacropus_eugenii ENSMEUG00000000793
sarcophilus_harrisii ENSSHAG00000014657
monodelphis_domestica ENSMODG00000028739
loxodonta_africana ENSLAFG00000027990
procavia_capensis ENSPCAG00000014512
echinops_telfairi ENSETEG00000007263
cavia_porcellus ENSCPOG00000001504
cavia_aperea ENSCAPG00000017154
chinchilla_lanigera ENSCLAG00000002978
octodon_degus ENSODEG00000007605
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002627
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019216
fukomys_damarensis ENSFDAG00000020846
ictidomys_tridecemlineatus ENSSTOG00000026508
urocitellus_parryii ENSUPAG00010014550
spermophilus_dauricus ENSSDAG00000017679
marmota_marmota_marmota ENSMMMG00000014307
castor_canadensis ENSCCNG00000009231
dipodomys_ordii ENSDORG00000004434
mus_spicilegus ENSMSIG00000005845
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038457
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031952
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030842
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021305
rattus_norvegicus ENSRNOG00000026336
meriones_unguiculatus ENSMUGG00000014606
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002783
cricetulus_griseus_crigri_1.0 ENSCGRG00000001225
cricetulus_griseus_crigri-picr ENSCGRG00015021865
mesocricetus_auratus ENSMAUG00000011956
peromyscus_maniculatus_bairdii ENSPEMG00000011727
microtus_ochrogaster ENSMOCG00000015749
nannospalax_galili ENSNGAG00000007352
meriones_unguiculatus ENSMUGG00000014637
jaculus_jaculus ENSJJAG00000005736
propithecus_coquereli ENSPCOG00000013367
prolemur_simus ENSPSMG00000016630
microcebus_murinus ENSMICG00000044484
otolemur_garnettii ENSOGAG00000006445
homo_sapiens ENSG00000184497
gorilla_gorilla ENSGGOG00000017167
pan_troglodytes ENSPTRG00000045155
piliocolobus_tephrosceles ENSPTEG00000037765
colobus_angolensis_palliatus ENSCANG00000029604
rhinopithecus_roxellana ENSRROG00000045528
rhinopithecus_bieti ENSRBIG00000027974
