parus_major ENSPMJG00000013268
cyanistes_caeruleus ENSCCEG00000007961
zonotrichia_albicollis ENSZALG00000009241
ficedula_albicollis ENSFALG00000002726
lonchura_striata_domestica ENSLSDG00000015874
calidris_pugnax ENSCPUG00000017020
serinus_canaria ENSSCAG00000002268
anas_platyrhynchos_platyrhynchos ENSAPLG00000010036
melopsittacus_undulatus ENSMUNG00000006057
anolis_carolinensis ENSACAG00000023267
coturnix_japonica ENSCJPG00005015088
meleagris_gallopavo ENSMGAG00000000738
gallus_gallus ENSGALG00000037480
numida_meleagris ENSNMEG00000006955
anser_brachyrhynchus ENSABRG00000006255
calidris_pygmaea ENSCPGG00000010238
calidris_pugnax ENSCPUG00000017021
dromaius_novaehollandiae ENSDNVG00000009415
nothoprocta_perdicaria ENSNPEG00000002296
apteryx_haastii ENSAHAG00000000652
apteryx_owenii ENSAOWG00000002674
apteryx_rowi ENSARWG00000012839
ornithorhynchus_anatinus ENSOANG00000030463
gopherus_agassizii ENSGAGG00000000656
chelonoidis_abingdonii ENSCABG00000006924
chrysemys_picta_bellii ENSCPBG00000008598
pelodiscus_sinensis ENSPSIG00000009069
sphenodon_punctatus ENSSPUG00000002726
notechis_scutatus ENSNSUG00000013972
salvator_merianae ENSSMRG00000021245
pogona_vitticeps ENSPVIG00000020636
sarcophilus_harrisii ENSSHAG00000011088
monodelphis_domestica ENSMODG00000018804
phascolarctos_cinereus ENSPCIG00000023585
notamacropus_eugenii ENSMEUG00000012450
panthera_tigris_altaica ENSPTIG00000016622
panthera_pardus ENSPPRG00000011393
felis_catus ENSFCAG00000024290
vicugna_pacos ENSVPAG00000005431
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025348
mus_spicilegus ENSMSIG00000016866
mus_spicilegus ENSMSIG00000006584
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026292
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038619
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026792
