mastacembelus_armatus ENSMAMG00000020021
monopterus_albus ENSMALG00000007987
anabas_testudineus ENSATEG00000018798
takifugu_rubripes ENSTRUG00000023174
tetraodon_nigroviridis ENSTNIG00000015762
cynoglossus_semilaevis ENSCSEG00000002029
seriola_dumerili ENSSDUG00000005623
seriola_lalandi_dorsalis ENSSLDG00000003238
scophthalmus_maximus ENSSMAG00000012866
cyprinodon_variegatus ENSCVAG00000004970
fundulus_heteroclitus ENSFHEG00000017922
poecilia_latipinna ENSPLAG00000019885
poecilia_latipinna ENSPLAG00000005135
poecilia_mexicana ENSPMEG00000023476
poecilia_formosa ENSPFOG00000017444
poecilia_formosa ENSPFOG00000006275
poecilia_reticulata ENSPREG00000012300
xiphophorus_couchianus ENSXCOG00000016709
xiphophorus_maculatus ENSXMAG00000013696
gambusia_affinis ENSGAFG00000000897
kryptolebias_marmoratus ENSKMAG00000020259
oryzias_latipes_asm223469v1 ENSORLG00015013008
oryzias_latipes_asm223467v1 ENSORLG00000001012
oryzias_latipes_asm223471v1 ENSORLG00020003809
oryzias_melastigma ENSOMEG00000014668
maylandia_zebra ENSMZEG00005007919
astatotilapia_calliptera ENSACLG00000001719
haplochromis_burtoni ENSHBUG00000017440
pundamilia_nyererei ENSPNYG00000009748
oreochromis_niloticus ENSONIG00000002534
neolamprologus_brichardi ENSNBRG00000011648
amphilophus_citrinellus ENSACIG00000013664
amphiprion_ocellaris ENSAOCG00000011241
amphiprion_percula ENSAPEG00000005508
acanthochromis_polyacanthus ENSAPOG00000012844
stegastes_partitus ENSSPAG00000010090
labrus_bergylta ENSLBEG00000028684
mola_mola ENSMMOG00000004177
periophthalmus_magnuspinnatus ENSPMGG00000016046
hippocampus_comes ENSHCOG00000017027
gadus_morhua ENSGMOG00000001643
esox_lucius ENSELUG00000020461
ictalurus_punctatus ENSIPUG00000018444
paramormyrops_kingsleyae ENSPKIG00000006435
