ursus_maritimus ENSUMAG00000015085
ursus_americanus ENSUAMG00000018969
neovison_vison ENSNVIG00000018366
vulpes_vulpes ENSVVUG00000025238
panthera_tigris_altaica ENSPTIG00000009136
panthera_pardus ENSPPRG00000011010
felis_catus ENSFCAG00000033094
pteropus_vampyrus ENSPVAG00000000950
pan_paniscus ENSPPAG00000011218
pan_troglodytes ENSPTRG00000049707
gorilla_gorilla ENSGGOG00000026638
pongo_abelii ENSPPYG00000013430
mandrillus_leucophaeus ENSMLEG00000027566
theropithecus_gelada ENSTGEG00000011383
macaca_mulatta ENSMMUG00000046064
macaca_nemestrina ENSMNEG00000014307
macaca_fascicularis ENSMFAG00000030816
papio_anubis ENSPANG00000033246
cercocebus_atys ENSCATG00000001293
rhinopithecus_roxellana ENSRROG00000011523
rhinopithecus_bieti ENSRBIG00000025725
piliocolobus_tephrosceles ENSPTEG00000008499
colobus_angolensis_palliatus ENSCANG00000013028
cebus_capucinus_imitator ENSCCAG00000019299
saimiri_boliviensis_boliviensis ENSSBOG00000012845
callithrix_jacchus ENSCJAG00000042144
aotus_nancymaae ENSANAG00000013142
choloepus_hoffmanni ENSCHOG00000000366
choloepus_hoffmanni ENSCHOG00000006324
