castor_canadensis ENSCCNG00000003010
dipodomys_ordii ENSDORG00000023613
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032212
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036437
mus_spicilegus ENSMSIG00000031067
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031096
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021562
rattus_norvegicus ENSRNOG00000014149
meriones_unguiculatus ENSMUGG00000015638
cricetulus_griseus_crigri-picr ENSCGRG00015028508
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017400
cricetulus_griseus_crigri_1.0 ENSCGRG00000002931
mesocricetus_auratus ENSMAUG00000015765
microtus_ochrogaster ENSMOCG00000001075
peromyscus_maniculatus_bairdii ENSPEMG00000026944
nannospalax_galili ENSNGAG00000023523
jaculus_jaculus ENSJJAG00000012302
chinchilla_lanigera ENSCLAG00000015952
octodon_degus ENSODEG00000006377
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016539
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007378
fukomys_damarensis ENSFDAG00000013162
cavia_porcellus ENSCPOG00000031707
urocitellus_parryii ENSUPAG00010014707
ictidomys_tridecemlineatus ENSSTOG00000007201
spermophilus_dauricus ENSSDAG00000010985
marmota_marmota_marmota ENSMMMG00000015418
oryctolagus_cuniculus ENSOCUG00000009958
ochotona_princeps ENSOPRG00000006499
otolemur_garnettii ENSOGAG00000004417
erinaceus_europaeus ENSEEUG00000004291
dasypus_novemcinctus ENSDNOG00000037233
choloepus_hoffmanni ENSCHOG00000001081
tupaia_belangeri ENSTBEG00000017139
macaca_fascicularis ENSMFAG00000001038
macaca_nemestrina ENSMNEG00000034371
macaca_mulatta ENSMMUG00000020241
chlorocebus_sabaeus ENSCSAG00000003197
cercocebus_atys ENSCATG00000034959
mandrillus_leucophaeus ENSMLEG00000028204
theropithecus_gelada ENSTGEG00000018815
papio_anubis ENSPANG00000022970
rhinopithecus_roxellana ENSRROG00000035288
rhinopithecus_bieti ENSRBIG00000042634
piliocolobus_tephrosceles ENSPTEG00000035339
colobus_angolensis_palliatus ENSCANG00000028716
pan_paniscus ENSPPAG00000044130
pan_troglodytes ENSPTRG00000016561
gorilla_gorilla ENSGGOG00000004467
homo_sapiens ENSG00000164128
pongo_abelii ENSPPYG00000015164
nomascus_leucogenys ENSNLEG00000006463
cebus_capucinus_imitator ENSCCAG00000026126
saimiri_boliviensis_boliviensis ENSSBOG00000023441
callithrix_jacchus ENSCJAG00000012433
callithrix_jacchus ENSCJAG00000014293
aotus_nancymaae ENSANAG00000020612
carlito_syrichta ENSTSYG00000007593
propithecus_coquereli ENSPCOG00000013845
microcebus_murinus ENSMICG00000027199
prolemur_simus ENSPSMG00000009631
cavia_aperea ENSCAPG00000003211
pteropus_vampyrus ENSPVAG00000005561
myotis_lucifugus ENSMLUG00000003432
equus_asinus_asinus ENSEASG00005022197
equus_caballus ENSECAG00000016717
bos_mutus ENSBMUG00000023192
bos_taurus ENSBTAG00000047586
bison_bison_bison ENSBBBG00000003398
capra_hircus ENSCHIG00000012293
ovis_aries ENSOARG00000013669
tursiops_truncatus ENSTTRG00000002719
sus_scrofa ENSSSCG00000008888
vicugna_pacos ENSVPAG00000005833
sorex_araneus ENSSARG00000003204
neovison_vison ENSNVIG00000003518
mustela_putorius_furo ENSMPUG00000001873
canis_lupus_dingo ENSCAFG00020005356
canis_lupus_familiaris ENSCAFG00000008791
vulpes_vulpes ENSVVUG00000022316
ursus_americanus ENSUAMG00000017047
ailuropoda_melanoleuca ENSAMEG00000014693
panthera_tigris_altaica ENSPTIG00000018154
panthera_pardus ENSPPRG00000004916
felis_catus ENSFCAG00000039594
erinaceus_europaeus ENSEEUG00000009216
ursus_maritimus ENSUMAG00000019756
loxodonta_africana ENSLAFG00000001789
procavia_capensis ENSPCAG00000011026
echinops_telfairi ENSETEG00000012775
phascolarctos_cinereus ENSPCIG00000015376
notamacropus_eugenii ENSMEUG00000012569
sarcophilus_harrisii ENSSHAG00000005266
monodelphis_domestica ENSMODG00000002155
lonchura_striata_domestica ENSLSDG00000013820
taeniopygia_guttata ENSTGUG00000005806
serinus_canaria ENSSCAG00000010564
junco_hyemalis ENSJHYG00000012162
zonotrichia_albicollis ENSZALG00000007876
parus_major ENSPMJG00000010978
cyanistes_caeruleus ENSCCEG00000013191
ficedula_albicollis ENSFALG00000011120
manacus_vitellinus ENSMVIG00005014207
lepidothrix_coronata ENSLCOG00000004712
melopsittacus_undulatus ENSMUNG00000010278
calidris_pygmaea ENSCPGG00000006308
calidris_pugnax ENSCPUG00000006722
anas_platyrhynchos_platyrhynchos ENSAPLG00000003293
anser_brachyrhynchus ENSABRG00000016462
gallus_gallus ENSGALG00000009498
meleagris_gallopavo ENSMGAG00000002141
coturnix_japonica ENSCJPG00005000695
numida_meleagris ENSNMEG00000021752
apteryx_haastii ENSAHAG00000002491
apteryx_owenii ENSAOWG00000005802
apteryx_rowi ENSARWG00000006506
dromaius_novaehollandiae ENSDNVG00000016014
nothoprocta_perdicaria ENSNPEG00000000811
crocodylus_porosus ENSCPRG00005010527
chelonoidis_abingdonii ENSCABG00000014745
gopherus_agassizii ENSGAGG00000024737
chrysemys_picta_bellii ENSCPBG00000003367
pelodiscus_sinensis ENSPSIG00000006742
anolis_carolinensis ENSACAG00000005099
pogona_vitticeps ENSPVIG00000016774
notechis_scutatus ENSNSUG00000009928
salvator_merianae ENSSMRG00000002571
sphenodon_punctatus ENSSPUG00000004037
xenopus_tropicalis ENSXETG00000004903
latimeria_chalumnae ENSLACG00000009650
scleropages_formosus ENSSFOG00015014195
paramormyrops_kingsleyae ENSPKIG00000019716
pygocentrus_nattereri ENSPNAG00000011882
ictalurus_punctatus ENSIPUG00000002891
danio_rerio ENSDARG00000037411
lepisosteus_oculatus ENSLOCG00000007960
