castor_canadensis ENSCCNG00000012158
dipodomys_ordii ENSDORG00000025115
fukomys_damarensis ENSFDAG00000009642
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008552
cavia_porcellus ENSCPOG00000038996
cricetulus_griseus_crigri-picr ENSCGRG00015012768
cricetulus_griseus_crigri_1.0 ENSCGRG00000019432
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004457
mesocricetus_auratus ENSMAUG00000016508
peromyscus_maniculatus_bairdii ENSPEMG00000030790
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015558
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000090394
mus_spicilegus ENSMSIG00000007684
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014751
meriones_unguiculatus ENSMUGG00000022474
marmota_marmota_marmota ENSMMMG00000017447
urocitellus_parryii ENSUPAG00010002263
spermophilus_dauricus ENSSDAG00000013700
spermophilus_dauricus ENSSDAG00000013716
pan_troglodytes ENSPTRG00000049883
pan_paniscus ENSPPAG00000022446
homo_sapiens ENSG00000235750
gorilla_gorilla ENSGGOG00000043039
nomascus_leucogenys ENSNLEG00000019165
rhinopithecus_bieti ENSRBIG00000030007
rhinopithecus_roxellana ENSRROG00000000839
colobus_angolensis_palliatus ENSCANG00000038211
piliocolobus_tephrosceles ENSPTEG00000010458
papio_anubis ENSPANG00000014835
theropithecus_gelada ENSTGEG00000002562
cercocebus_atys ENSCATG00000022389
mandrillus_leucophaeus ENSMLEG00000027475
chlorocebus_sabaeus ENSCSAG00000000237
macaca_fascicularis ENSMFAG00000004594
macaca_mulatta ENSMMUG00000000546
macaca_nemestrina ENSMNEG00000005958
callithrix_jacchus ENSCJAG00000044275
prolemur_simus ENSPSMG00000022007
ursus_maritimus ENSUMAG00000020268
ursus_americanus ENSUAMG00000017090
neovison_vison ENSNVIG00000012568
canis_lupus_familiaris ENSCAFG00000030693
canis_lupus_dingo ENSCAFG00020017049
vulpes_vulpes ENSVVUG00000014048
panthera_pardus ENSPPRG00000015648
panthera_tigris_altaica ENSPTIG00000001418
felis_catus ENSFCAG00000038944
capra_hircus ENSCHIG00000012091
ovis_aries ENSOARG00000005247
bos_taurus ENSBTAG00000017691
bos_mutus ENSBMUG00000004668
bison_bison_bison ENSBBBG00000003278
sus_scrofa ENSSSCG00000040719
equus_caballus ENSECAG00000027749
equus_asinus_asinus ENSEASG00005016927
dasypus_novemcinctus ENSDNOG00000047563
phascolarctos_cinereus ENSPCIG00000001493
sarcophilus_harrisii ENSSHAG00000013830
chelonoidis_abingdonii ENSCABG00000011491
gopherus_agassizii ENSGAGG00000016021
crocodylus_porosus ENSCPRG00005005527
pogona_vitticeps ENSPVIG00000001106
notechis_scutatus ENSNSUG00000013665
salvator_merianae ENSSMRG00000010625
sphenodon_punctatus ENSSPUG00000005803
serinus_canaria ENSSCAG00000010318
junco_hyemalis ENSJHYG00000015510
ficedula_albicollis ENSFALG00000014615
manacus_vitellinus ENSMVIG00005008650
cyanistes_caeruleus ENSCCEG00000020684
parus_major ENSPMJG00000018720
lonchura_striata_domestica ENSLSDG00000011848
lepidothrix_coronata ENSLCOG00000011891
calidris_pygmaea ENSCPGG00000014388
melopsittacus_undulatus ENSMUNG00000013805
anser_brachyrhynchus ENSABRG00000014443
anas_platyrhynchos_platyrhynchos ENSAPLG00000030307
coturnix_japonica ENSCJPG00005021340
numida_meleagris ENSNMEG00000016693
apteryx_owenii ENSAOWG00000016374
apteryx_haastii ENSAHAG00000013994
apteryx_rowi ENSARWG00000000318
dromaius_novaehollandiae ENSDNVG00000014674
nothoprocta_perdicaria ENSNPEG00000011164
latimeria_chalumnae ENSLACG00000022329
scophthalmus_maximus ENSSMAG00000000440
periophthalmus_magnuspinnatus ENSPMGG00000015213
takifugu_rubripes ENSTRUG00000024713
oryzias_latipes_asm223469v1 ENSORLG00015013724
esox_lucius ENSELUG00000011092
ictalurus_punctatus ENSIPUG00000018161
pygocentrus_nattereri ENSPNAG00000014880
scleropages_formosus ENSSFOG00015019267
