anser_brachyrhynchus ENSABRG00000012170
calidris_pugnax ENSCPUG00000010517
sphenodon_punctatus ENSSPUG00000014952
phascolarctos_cinereus ENSPCIG00000015886
maylandia_zebra ENSMZEG00005020317
pundamilia_nyererei ENSPNYG00000016573
haplochromis_burtoni ENSHBUG00000001749
amphilophus_citrinellus ENSACIG00000010335
amphiprion_ocellaris ENSAOCG00000013495
amphiprion_percula ENSAPEG00000003257
acanthochromis_polyacanthus ENSAPOG00000010648
labrus_bergylta ENSLBEG00000006471
seriola_dumerili ENSSDUG00000008946
mastacembelus_armatus ENSMAMG00000013268
astyanax_mexicanus ENSAMXG00000010728
paramormyrops_kingsleyae ENSPKIG00000000242
astyanax_mexicanus ENSAMXG00000005699
pygocentrus_nattereri ENSPNAG00000006375
danio_rerio ENSDARG00000017504
takifugu_rubripes ENSTRUG00000021307
tetraodon_nigroviridis ENSTNIG00000003542
labrus_bergylta ENSLBEG00000028203
xiphophorus_maculatus ENSXMAG00000001852
gambusia_affinis ENSGAFG00000002470
poecilia_mexicana ENSPMEG00000012463
poecilia_reticulata ENSPREG00000003672
oryzias_latipes_asm223469v1 ENSORLG00015003560
oryzias_latipes_asm223471v1 ENSORLG00020006215
oreochromis_niloticus ENSONIG00000012934
monopterus_albus ENSMALG00000015964
