caenorhabditis_elegans_strain_n2 WBGene00007433
drosophila_melanogaster FBgn0042085
ciona_intestinalis ENSCING00000011332
ciona_intestinalis ENSCING00000006777
paramormyrops_kingsleyae ENSPKIG00000002325
scleropages_formosus ENSSFOG00015001259
oryzias_latipes_asm223471v1 ENSORLG00020003853
oryzias_latipes_asm223467v1 ENSORLG00000009649
oryzias_melastigma ENSOMEG00000023033
oryzias_melastigma ENSOMEG00000023006
xiphophorus_couchianus ENSXCOG00000015303
xiphophorus_maculatus ENSXMAG00000006636
xiphophorus_couchianus ENSXCOG00000015286
gambusia_affinis ENSGAFG00000004976
poecilia_formosa ENSPFOG00000011270
poecilia_mexicana ENSPMEG00000015261
poecilia_latipinna ENSPLAG00000013482
poecilia_reticulata ENSPREG00000014960
fundulus_heteroclitus ENSFHEG00000014576
cyprinodon_variegatus ENSCVAG00000016961
kryptolebias_marmoratus ENSKMAG00000021375
tetraodon_nigroviridis ENSTNIG00000005771
takifugu_rubripes ENSTRUG00000004073
labrus_bergylta ENSLBEG00000025089
gasterosteus_aculeatus ENSGACG00000019522
amphiprion_ocellaris ENSAOCG00000016297
amphiprion_percula ENSAPEG00000021970
acanthochromis_polyacanthus ENSAPOG00000022075
stegastes_partitus ENSSPAG00000006874
maylandia_zebra ENSMZEG00005014910
astatotilapia_calliptera ENSACLG00000002996
haplochromis_burtoni ENSHBUG00000011615
pundamilia_nyererei ENSPNYG00000014572
neolamprologus_brichardi ENSNBRG00000017384
oreochromis_niloticus ENSONIG00000011901
amphilophus_citrinellus ENSACIG00000019419
mola_mola ENSMMOG00000010106
seriola_dumerili ENSSDUG00000015858
seriola_lalandi_dorsalis ENSSLDG00000017839
scophthalmus_maximus ENSSMAG00000012985
mastacembelus_armatus ENSMAMG00000023558
monopterus_albus ENSMALG00000011264
anabas_testudineus ENSATEG00000003354
hippocampus_comes ENSHCOG00000010380
cynoglossus_semilaevis ENSCSEG00000017204
periophthalmus_magnuspinnatus ENSPMGG00000007951
gadus_morhua ENSGMOG00000016013
esox_lucius ENSELUG00000002052
pygocentrus_nattereri ENSPNAG00000021000
astyanax_mexicanus ENSAMXG00000012189
ictalurus_punctatus ENSIPUG00000015959
danio_rerio ENSDARG00000007413
lepisosteus_oculatus ENSLOCG00000016423
ornithorhynchus_anatinus ENSOANG00000010834
ornithorhynchus_anatinus ENSOANG00000029320
sarcophilus_harrisii ENSSHAG00000010388
sarcophilus_harrisii ENSSHAG00000010716
notamacropus_eugenii ENSMEUG00000013553
phascolarctos_cinereus ENSPCIG00000022575
monodelphis_domestica ENSMODG00000018527
piliocolobus_tephrosceles ENSPTEG00000016454
colobus_angolensis_palliatus ENSCANG00000042678
rhinopithecus_roxellana ENSRROG00000040801
rhinopithecus_bieti ENSRBIG00000041418
cercocebus_atys ENSCATG00000040163
mandrillus_leucophaeus ENSMLEG00000028920
theropithecus_gelada ENSTGEG00000022956
papio_anubis ENSPANG00000015334
macaca_mulatta ENSMMUG00000015962
macaca_fascicularis ENSMFAG00000038693
macaca_nemestrina ENSMNEG00000033155
chlorocebus_sabaeus ENSCSAG00000006749
pan_paniscus ENSPPAG00000043567
pan_troglodytes ENSPTRG00000004853
homo_sapiens ENSG00000189079
gorilla_gorilla ENSGGOG00000013896
pongo_abelii ENSPPYG00000004433
nomascus_leucogenys ENSNLEG00000017919
cebus_capucinus_imitator ENSCCAG00000029546
saimiri_boliviensis_boliviensis ENSSBOG00000029953
callithrix_jacchus ENSCJAG00000013099
aotus_nancymaae ENSANAG00000035486
carlito_syrichta ENSTSYG00000008152
prolemur_simus ENSPSMG00000009214
microcebus_murinus ENSMICG00000001487
propithecus_coquereli ENSPCOG00000009815
otolemur_garnettii ENSOGAG00000024418
tupaia_belangeri ENSTBEG00000002221
castor_canadensis ENSCCNG00000013056
dipodomys_ordii ENSDORG00000012273
nannospalax_galili ENSNGAG00000007967
nannospalax_galili ENSNGAG00000011742
microtus_ochrogaster ENSMOCG00000019972
microtus_ochrogaster ENSMOCG00000016077
cricetulus_griseus_crigri-picr ENSCGRG00015002340
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004106
cricetulus_griseus_crigri_1.0 ENSCGRG00000000235
mesocricetus_auratus ENSMAUG00000010801
peromyscus_maniculatus_bairdii ENSPEMG00000014806
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021100
mus_spicilegus ENSMSIG00000026910
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033237
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020204
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020208
rattus_norvegicus ENSRNOG00000004831
meriones_unguiculatus ENSMUGG00000003082
ictidomys_tridecemlineatus ENSSTOG00000008936
urocitellus_parryii ENSUPAG00010003534
spermophilus_dauricus ENSSDAG00000000427
marmota_marmota_marmota ENSMMMG00000022637
octodon_degus ENSODEG00000003976
chinchilla_lanigera ENSCLAG00000001973
cavia_porcellus ENSCPOG00000035312
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000881
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005387
fukomys_damarensis ENSFDAG00000000334
oryctolagus_cuniculus ENSOCUG00000013306
ochotona_princeps ENSOPRG00000005751
capra_hircus ENSCHIG00000010883
ovis_aries ENSOARG00000019554
bos_mutus ENSBMUG00000006385
bos_taurus ENSBTAG00000011087
bison_bison_bison ENSBBBG00000007979
tursiops_truncatus ENSTTRG00000004598
sus_scrofa ENSSSCG00000030685
vicugna_pacos ENSVPAG00000004779
equus_asinus_asinus ENSEASG00005023503
equus_caballus ENSECAG00000019032
pteropus_vampyrus ENSPVAG00000009834
myotis_lucifugus ENSMLUG00000006908
ursus_americanus ENSUAMG00000012964
ursus_maritimus ENSUMAG00000024221
ailuropoda_melanoleuca ENSAMEG00000013404
neovison_vison ENSNVIG00000006300
mustela_putorius_furo ENSMPUG00000000380
canis_lupus_dingo ENSCAFG00020010795
canis_lupus_familiaris ENSCAFG00000009335
vulpes_vulpes ENSVVUG00000017041
panthera_pardus ENSPPRG00000018882
panthera_tigris_altaica ENSPTIG00000018094
felis_catus ENSFCAG00000012831
erinaceus_europaeus ENSEEUG00000001577
sorex_araneus ENSSARG00000007415
loxodonta_africana ENSLAFG00000004415
procavia_capensis ENSPCAG00000015312
echinops_telfairi ENSETEG00000019809
choloepus_hoffmanni ENSCHOG00000013380
dasypus_novemcinctus ENSDNOG00000014939
parus_major ENSPMJG00000011036
cyanistes_caeruleus ENSCCEG00000009276
ficedula_albicollis ENSFALG00000010156
zonotrichia_albicollis ENSZALG00000009728
junco_hyemalis ENSJHYG00000017227
serinus_canaria ENSSCAG00000000185
taeniopygia_guttata ENSTGUG00000006070
taeniopygia_guttata ENSTGUG00000016913
lonchura_striata_domestica ENSLSDG00000016062
lepidothrix_coronata ENSLCOG00000014503
manacus_vitellinus ENSMVIG00005005684
melopsittacus_undulatus ENSMUNG00000015853
calidris_pugnax ENSCPUG00000005024
calidris_pygmaea ENSCPGG00000019513
anas_platyrhynchos_platyrhynchos ENSAPLG00000010567
anser_brachyrhynchus ENSABRG00000004894
gallus_gallus ENSGALG00000033074
meleagris_gallopavo ENSMGAG00000009656
coturnix_japonica ENSCJPG00005013421
numida_meleagris ENSNMEG00000011731
apteryx_haastii ENSAHAG00000004180
apteryx_owenii ENSAOWG00000013386
apteryx_rowi ENSARWG00000007111
nothoprocta_perdicaria ENSNPEG00000004711
dromaius_novaehollandiae ENSDNVG00000008255
crocodylus_porosus ENSCPRG00005008355
chelonoidis_abingdonii ENSCABG00000022189
chelonoidis_abingdonii ENSCABG00000022188
gopherus_agassizii ENSGAGG00000021259
chrysemys_picta_bellii ENSCPBG00000015339
pelodiscus_sinensis ENSPSIG00000006686
sphenodon_punctatus ENSSPUG00000008963
sphenodon_punctatus ENSSPUG00000008990
sphenodon_punctatus ENSSPUG00000008974
notechis_scutatus ENSNSUG00000006971
notechis_scutatus ENSNSUG00000006972
pogona_vitticeps ENSPVIG00000009728
anolis_carolinensis ENSACAG00000002402
salvator_merianae ENSSMRG00000016073
jaculus_jaculus ENSJJAG00000003064
jaculus_jaculus ENSJJAG00000020460
cavia_aperea ENSCAPG00000008089
microcebus_murinus ENSMICG00000044858
dromaius_novaehollandiae ENSDNVG00000008292
nothoprocta_perdicaria ENSNPEG00000004739
xenopus_tropicalis ENSXETG00000014656
latimeria_chalumnae ENSLACG00000005013
petromyzon_marinus ENSPMAG00000008289
eptatretus_burgeri ENSEBUG00000014711
