bos_mutus ENSBMUG00000011585
bos_taurus ENSBTAG00000026139
capra_hircus ENSCHIG00000003501
ovis_aries ENSOARG00000010077
tursiops_truncatus ENSTTRG00000015621
vicugna_pacos ENSVPAG00000002683
sus_scrofa ENSSSCG00000038569
pteropus_vampyrus ENSPVAG00000000566
ursus_americanus ENSUAMG00000006817
ursus_maritimus ENSUMAG00000001277
ailuropoda_melanoleuca ENSAMEG00000018768
neovison_vison ENSNVIG00000014617
mustela_putorius_furo ENSMPUG00000019137
canis_lupus_dingo ENSCAFG00020007359
canis_lupus_familiaris ENSCAFG00000023802
vulpes_vulpes ENSVVUG00000005273
panthera_tigris_altaica ENSPTIG00000001256
panthera_pardus ENSPPRG00000010936
felis_catus ENSFCAG00000024206
equus_caballus ENSECAG00000023779
equus_asinus_asinus ENSEASG00005004506
erinaceus_europaeus ENSEEUG00000000538
octodon_degus ENSODEG00000018875
cavia_porcellus ENSCPOG00000030693
chinchilla_lanigera ENSCLAG00000002160
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002647
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019729
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000088
fukomys_damarensis ENSFDAG00000004457
marmota_marmota_marmota ENSMMMG00000015734
spermophilus_dauricus ENSSDAG00000005262
urocitellus_parryii ENSUPAG00010010117
ictidomys_tridecemlineatus ENSSTOG00000009086
cricetulus_griseus_crigri_1.0 ENSCGRG00000003284
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021511
cricetulus_griseus_crigri-picr ENSCGRG00015001809
mesocricetus_auratus ENSMAUG00000020862
microtus_ochrogaster ENSMOCG00000018439
peromyscus_maniculatus_bairdii ENSPEMG00000017779
mus_spicilegus ENSMSIG00000006839
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034562
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033460
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033398
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031938
rattus_norvegicus ENSRNOG00000037709
rattus_norvegicus ENSRNOG00000046862
meriones_unguiculatus ENSMUGG00000025294
nannospalax_galili ENSNGAG00000019049
jaculus_jaculus ENSJJAG00000014197
dipodomys_ordii ENSDORG00000029223
oryctolagus_cuniculus ENSOCUG00000028120
pan_troglodytes ENSPTRG00000028239
pan_troglodytes ENSPTRG00000047833
homo_sapiens ENSG00000126947
pongo_abelii ENSPPYG00000020556
nomascus_leucogenys ENSNLEG00000007547
rhinopithecus_roxellana ENSRROG00000019545
rhinopithecus_bieti ENSRBIG00000030253
piliocolobus_tephrosceles ENSPTEG00000016849
colobus_angolensis_palliatus ENSCANG00000020604
papio_anubis ENSPANG00000013924
theropithecus_gelada ENSTGEG00000012123
mandrillus_leucophaeus ENSMLEG00000019309
macaca_mulatta ENSMMUG00000023604
macaca_fascicularis ENSMFAG00000025048
macaca_nemestrina ENSMNEG00000038239
cercocebus_atys ENSCATG00000022441
chlorocebus_sabaeus ENSCSAG00000000052
saimiri_boliviensis_boliviensis ENSSBOG00000018942
cebus_capucinus_imitator ENSCCAG00000031971
callithrix_jacchus ENSCJAG00000019667
aotus_nancymaae ENSANAG00000016909
carlito_syrichta ENSTSYG00000033440
otolemur_garnettii ENSOGAG00000012113
prolemur_simus ENSPSMG00000010031
loxodonta_africana ENSLAFG00000022433
echinops_telfairi ENSETEG00000013485
dasypus_novemcinctus ENSDNOG00000037852
