taeniopygia_guttata ENSTGUG00000005259
ficedula_albicollis ENSFALG00000007023
coturnix_japonica ENSCJPG00005011962
dromaius_novaehollandiae ENSDNVG00000017110
gopherus_agassizii ENSGAGG00000003014
sphenodon_punctatus ENSSPUG00000012536
anolis_carolinensis ENSACAG00000001520
serinus_canaria ENSSCAG00000006098
melopsittacus_undulatus ENSMUNG00000000161
anser_brachyrhynchus ENSABRG00000006069
anas_platyrhynchos_platyrhynchos ENSAPLG00000028979
junco_hyemalis ENSJHYG00000002429
lonchura_striata_domestica ENSLSDG00000015783
calidris_pygmaea ENSCPGG00000018971
apteryx_owenii ENSAOWG00000014852
apteryx_rowi ENSARWG00000018434
apteryx_haastii ENSAHAG00000016085
salvator_merianae ENSSMRG00000008772
notechis_scutatus ENSNSUG00000009489
pogona_vitticeps ENSPVIG00000024146
phascolarctos_cinereus ENSPCIG00000034752
monodelphis_domestica ENSMODG00000005522
choloepus_hoffmanni ENSCHOG00000008297
dasypus_novemcinctus ENSDNOG00000009718
capra_hircus ENSCHIG00000011549
ovis_aries ENSOARG00000003196
ovis_aries ENSOARG00000010537
bos_taurus ENSBTAG00000006411
bos_mutus ENSBMUG00000003057
bison_bison_bison ENSBBBG00000015389
sus_scrofa ENSSSCG00000002769
equus_caballus ENSECAG00000006431
equus_asinus_asinus ENSEASG00005012926
pteropus_vampyrus ENSPVAG00000016604
myotis_lucifugus ENSMLUG00000005845
ursus_americanus ENSUAMG00000021051
ailuropoda_melanoleuca ENSAMEG00000017547
mustela_putorius_furo ENSMPUG00000019895
neovison_vison ENSNVIG00000009312
canis_lupus_dingo ENSCAFG00020018494
canis_lupus_familiaris ENSCAFG00000020344
vulpes_vulpes ENSVVUG00000012623
panthera_tigris_altaica ENSPTIG00000006408
panthera_pardus ENSPPRG00000018016
felis_catus ENSFCAG00000012850
sorex_araneus ENSSARG00000013268
peromyscus_maniculatus_bairdii ENSPEMG00000009354
microtus_ochrogaster ENSMOCG00000009056
cricetulus_griseus_crigri_1.0 ENSCGRG00000019824
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009747
cricetulus_griseus_crigri-picr ENSCGRG00015008010
mesocricetus_auratus ENSMAUG00000006431
