lepidothrix_coronata ENSLCOG00000015573
manacus_vitellinus ENSMVIG00005013836
parus_major ENSPMJG00000008100
cyanistes_caeruleus ENSCCEG00000005232
ficedula_albicollis ENSFALG00000010822
taeniopygia_guttata ENSTGUG00000003840
lonchura_striata_domestica ENSLSDG00000010221
serinus_canaria ENSSCAG00000013276
zonotrichia_albicollis ENSZALG00000016225
junco_hyemalis ENSJHYG00000014826
calidris_pygmaea ENSCPGG00000010587
calidris_pugnax ENSCPUG00000016430
melopsittacus_undulatus ENSMUNG00000012608
anser_brachyrhynchus ENSABRG00000000464
anas_platyrhynchos_platyrhynchos ENSAPLG00000012146
meleagris_gallopavo ENSMGAG00000003039
coturnix_japonica ENSCJPG00005007798
gallus_gallus ENSGALG00000001572
numida_meleagris ENSNMEG00000011636
apteryx_haastii ENSAHAG00000015605
apteryx_owenii ENSAOWG00000017152
apteryx_rowi ENSARWG00000014475
nothoprocta_perdicaria ENSNPEG00000006518
dromaius_novaehollandiae ENSDNVG00000000739
gopherus_agassizii ENSGAGG00000018567
gopherus_agassizii ENSGAGG00000003405
chelonoidis_abingdonii ENSCABG00000011609
gopherus_agassizii ENSGAGG00000014455
chelonoidis_abingdonii ENSCABG00000018146
chrysemys_picta_bellii ENSCPBG00000024203
chrysemys_picta_bellii ENSCPBG00000003251
chelonoidis_abingdonii ENSCABG00000018054
crocodylus_porosus ENSCPRG00005006733
pelodiscus_sinensis ENSPSIG00000018170
pogona_vitticeps ENSPVIG00000006535
notechis_scutatus ENSNSUG00000019616
salvator_merianae ENSSMRG00000001915
phascolarctos_cinereus ENSPCIG00000006322
notamacropus_eugenii ENSMEUG00000010726
monodelphis_domestica ENSMODG00000009018
sarcophilus_harrisii ENSSHAG00000003114
propithecus_coquereli ENSPCOG00000015535
microcebus_murinus ENSMICG00000001116
prolemur_simus ENSPSMG00000007855
otolemur_garnettii ENSOGAG00000002319
pan_troglodytes ENSPTRG00000007297
pan_paniscus ENSPPAG00000038679
homo_sapiens ENSG00000140365
pongo_abelii ENSPPYG00000006657
nomascus_leucogenys ENSNLEG00000031428
gorilla_gorilla ENSGGOG00000014844
nomascus_leucogenys ENSNLEG00000013256
rhinopithecus_bieti ENSRBIG00000033369
rhinopithecus_roxellana ENSRROG00000030395
piliocolobus_tephrosceles ENSPTEG00000024945
colobus_angolensis_palliatus ENSCANG00000042084
cercocebus_atys ENSCATG00000030718
mandrillus_leucophaeus ENSMLEG00000002645
theropithecus_gelada ENSTGEG00000028807
macaca_mulatta ENSMMUG00000047011
macaca_nemestrina ENSMNEG00000029395
macaca_fascicularis ENSMFAG00000032886
papio_anubis ENSPANG00000022428
chlorocebus_sabaeus ENSCSAG00000014380
saimiri_boliviensis_boliviensis ENSSBOG00000012032
saimiri_boliviensis_boliviensis ENSSBOG00000035925
callithrix_jacchus ENSCJAG00000023199
cebus_capucinus_imitator ENSCCAG00000025714
aotus_nancymaae ENSANAG00000034988
carlito_syrichta ENSTSYG00000011073
cricetulus_griseus_crigri_1.0 ENSCGRG00000003070
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015754
cricetulus_griseus_crigri-picr ENSCGRG00015025121
mesocricetus_auratus ENSMAUG00000011135
peromyscus_maniculatus_bairdii ENSPEMG00000006509
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033404
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032299
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032264
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015131
rattus_norvegicus ENSRNOG00000018671
meriones_unguiculatus ENSMUGG00000024480
nannospalax_galili ENSNGAG00000007593
ictidomys_tridecemlineatus ENSSTOG00000005769
spermophilus_dauricus ENSSDAG00000016184
urocitellus_parryii ENSUPAG00010005603
marmota_marmota_marmota ENSMMMG00000002616
octodon_degus ENSODEG00000014193
chinchilla_lanigera ENSCLAG00000005978
cavia_aperea ENSCAPG00000008328
cavia_porcellus ENSCPOG00000006021
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002044
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013575
fukomys_damarensis ENSFDAG00000008176
dipodomys_ordii ENSDORG00000010767
ochotona_princeps ENSOPRG00000014232
capra_hircus ENSCHIG00000009444
ovis_aries ENSOARG00000002512
bos_mutus ENSBMUG00000001628
bos_taurus ENSBTAG00000007346
bison_bison_bison ENSBBBG00000010152
sus_scrofa ENSSSCG00000001884
pteropus_vampyrus ENSPVAG00000010022
myotis_lucifugus ENSMLUG00000012239
ursus_maritimus ENSUMAG00000004893
ursus_americanus ENSUAMG00000022129
ailuropoda_melanoleuca ENSAMEG00000008105
neovison_vison ENSNVIG00000013265
mustela_putorius_furo ENSMPUG00000017320
canis_lupus_dingo ENSCAFG00020003813
canis_lupus_familiaris ENSCAFG00000030862
vulpes_vulpes ENSVVUG00000018806
panthera_pardus ENSPPRG00000006522
panthera_tigris_altaica ENSPTIG00000020529
felis_catus ENSFCAG00000039185
equus_asinus_asinus ENSEASG00005015738
equus_caballus ENSECAG00000014814
procavia_capensis ENSPCAG00000016650
loxodonta_africana ENSLAFG00000006259
dasypus_novemcinctus ENSDNOG00000041355
pongo_abelii ENSPPYG00000006632
pongo_abelii ENSPPYG00000006859
piliocolobus_tephrosceles ENSPTEG00000031010
piliocolobus_tephrosceles ENSPTEG00000010480
theropithecus_gelada ENSTGEG00000001655
theropithecus_gelada ENSTGEG00000028547
papio_anubis ENSPANG00000021172
callithrix_jacchus ENSCJAG00000011168
callithrix_jacchus ENSCJAG00000004922
piliocolobus_tephrosceles ENSPTEG00000008000
pan_paniscus ENSPPAG00000038845
pan_troglodytes ENSPTRG00000051694
macaca_nemestrina ENSMNEG00000031097
theropithecus_gelada ENSTGEG00000028561
pan_troglodytes ENSPTRG00000049009
piliocolobus_tephrosceles ENSPTEG00000009334
piliocolobus_tephrosceles ENSPTEG00000022874
callithrix_jacchus ENSCJAG00000038320
mus_spicilegus ENSMSIG00000008784
castor_canadensis ENSCCNG00000015071
ornithorhynchus_anatinus ENSOANG00000012219
sphenodon_punctatus ENSSPUG00000008949
xenopus_tropicalis ENSXETG00000023885
latimeria_chalumnae ENSLACG00000016805
mastacembelus_armatus ENSMAMG00000007025
monopterus_albus ENSMALG00000008572
anabas_testudineus ENSATEG00000008491
seriola_lalandi_dorsalis ENSSLDG00000024172
seriola_dumerili ENSSDUG00000008698
scophthalmus_maximus ENSSMAG00000015462
mola_mola ENSMMOG00000002982
amphiprion_ocellaris ENSAOCG00000018651
amphiprion_percula ENSAPEG00000019980
acanthochromis_polyacanthus ENSAPOG00000007030
stegastes_partitus ENSSPAG00000018089
haplochromis_burtoni ENSHBUG00000013910
maylandia_zebra ENSMZEG00005022541
astatotilapia_calliptera ENSACLG00000017140
oreochromis_niloticus ENSONIG00000015379
pundamilia_nyererei ENSPNYG00000012913
neolamprologus_brichardi ENSNBRG00000017154
oryzias_melastigma ENSOMEG00000022164
amphilophus_citrinellus ENSACIG00000002831
labrus_bergylta ENSLBEG00000016670
takifugu_rubripes ENSTRUG00000013548
tetraodon_nigroviridis ENSTNIG00000008414
gasterosteus_aculeatus ENSGACG00000004675
poecilia_latipinna ENSPLAG00000006986
poecilia_mexicana ENSPMEG00000014161
poecilia_formosa ENSPFOG00000005797
poecilia_reticulata ENSPREG00000009697
xiphophorus_maculatus ENSXMAG00000015911
xiphophorus_couchianus ENSXCOG00000016973
gambusia_affinis ENSGAFG00000020669
fundulus_heteroclitus ENSFHEG00000006643
kryptolebias_marmoratus ENSKMAG00000018762
oryzias_latipes_asm223467v1 ENSORLG00000007253
oryzias_latipes_asm223471v1 ENSORLG00020006799
oryzias_latipes_asm223469v1 ENSORLG00015020860
cynoglossus_semilaevis ENSCSEG00000006503
hippocampus_comes ENSHCOG00000000394
periophthalmus_magnuspinnatus ENSPMGG00000007464
gadus_morhua ENSGMOG00000008328
esox_lucius ENSELUG00000003435
pygocentrus_nattereri ENSPNAG00000012935
astyanax_mexicanus ENSAMXG00000017897
ictalurus_punctatus ENSIPUG00000021837
danio_rerio ENSDARG00000061946
oryzias_melastigma ENSOMEG00000006028
cyprinodon_variegatus ENSCVAG00000015209
paramormyrops_kingsleyae ENSPKIG00000006908
scleropages_formosus ENSSFOG00015023876
lepisosteus_oculatus ENSLOCG00000014904
eptatretus_burgeri ENSEBUG00000004715
ciona_intestinalis ENSCING00000020408
drosophila_melanogaster FBgn0054039
caenorhabditis_elegans_strain_n2 WBGene00020901
