procavia_capensis ENSPCAG00000008862
echinops_telfairi ENSETEG00000003175
dasypus_novemcinctus ENSDNOG00000042625
cavia_porcellus ENSCPOG00000036591
cavia_aperea ENSCAPG00000002991
octodon_degus ENSODEG00000012152
chinchilla_lanigera ENSCLAG00000005511
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019059
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001548
fukomys_damarensis ENSFDAG00000017854
marmota_marmota_marmota ENSMMMG00000005130
urocitellus_parryii ENSUPAG00010011421
ictidomys_tridecemlineatus ENSSTOG00000008325
spermophilus_dauricus ENSSDAG00000021592
castor_canadensis ENSCCNG00000003180
dipodomys_ordii ENSDORG00000014956
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031103
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034200
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033042
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031587
rattus_norvegicus ENSRNOG00000005352
meriones_unguiculatus ENSMUGG00000026772
cricetulus_griseus_crigri_1.0 ENSCGRG00000013923
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018539
cricetulus_griseus_crigri-picr ENSCGRG00015013371
mesocricetus_auratus ENSMAUG00000001789
mesocricetus_auratus ENSMAUG00000011408
microtus_ochrogaster ENSMOCG00000000912
peromyscus_maniculatus_bairdii ENSPEMG00000010895
nannospalax_galili ENSNGAG00000018583
jaculus_jaculus ENSJJAG00000019031
oryctolagus_cuniculus ENSOCUG00000013238
ochotona_princeps ENSOPRG00000011469
tupaia_belangeri ENSTBEG00000017653
pan_paniscus ENSPPAG00000043203
pan_troglodytes ENSPTRG00000050157
homo_sapiens ENSG00000102034
gorilla_gorilla ENSGGOG00000015859
pongo_abelii ENSPPYG00000020711
nomascus_leucogenys ENSNLEG00000015279
papio_anubis ENSPANG00000011469
cercocebus_atys ENSCATG00000040961
theropithecus_gelada ENSTGEG00000022844
mandrillus_leucophaeus ENSMLEG00000043693
macaca_mulatta ENSMMUG00000008785
macaca_nemestrina ENSMNEG00000042904
macaca_fascicularis ENSMFAG00000000961
chlorocebus_sabaeus ENSCSAG00000008005
rhinopithecus_roxellana ENSRROG00000033352
rhinopithecus_bieti ENSRBIG00000044327
colobus_angolensis_palliatus ENSCANG00000028654
saimiri_boliviensis_boliviensis ENSSBOG00000036270
callithrix_jacchus ENSCJAG00000002612
cebus_capucinus_imitator ENSCCAG00000024590
aotus_nancymaae ENSANAG00000032502
carlito_syrichta ENSTSYG00000009090
microcebus_murinus ENSMICG00000007427
propithecus_coquereli ENSPCOG00000021076
prolemur_simus ENSPSMG00000018046
otolemur_garnettii ENSOGAG00000012759
capra_hircus ENSCHIG00000000170
ovis_aries ENSOARG00000015356
bos_taurus ENSBTAG00000019061
bos_mutus ENSBMUG00000013708
tursiops_truncatus ENSTTRG00000003849
sus_scrofa ENSSSCG00000012656
vicugna_pacos ENSVPAG00000006792
equus_asinus_asinus ENSEASG00005007684
equus_caballus ENSECAG00000025149
ailuropoda_melanoleuca ENSAMEG00000014962
ursus_maritimus ENSUMAG00000011800
neovison_vison ENSNVIG00000000892
mustela_putorius_furo ENSMPUG00000017440
canis_lupus_dingo ENSCAFG00020001458
canis_lupus_familiaris ENSCAFG00000018735
vulpes_vulpes ENSVVUG00000008977
panthera_pardus ENSPPRG00000024616
panthera_tigris_altaica ENSPTIG00000015500
felis_catus ENSFCAG00000023460
pteropus_vampyrus ENSPVAG00000004415
myotis_lucifugus ENSMLUG00000012862
erinaceus_europaeus ENSEEUG00000010347
notamacropus_eugenii ENSMEUG00000007483
phascolarctos_cinereus ENSPCIG00000015328
sarcophilus_harrisii ENSSHAG00000015713
monodelphis_domestica ENSMODG00000013255
chrysemys_picta_bellii ENSCPBG00000012030
chelonoidis_abingdonii ENSCABG00000022502
