cynoglossus_semilaevis ENSCSEG00000002781
hippocampus_comes ENSHCOG00000004103
poecilia_formosa ENSPFOG00000000818
poecilia_mexicana ENSPMEG00000009941
poecilia_latipinna ENSPLAG00000011528
poecilia_reticulata ENSPREG00000020257
xiphophorus_maculatus ENSXMAG00000007272
gambusia_affinis ENSGAFG00000001113
fundulus_heteroclitus ENSFHEG00000001877
oryzias_latipes_asm223469v1 ENSORLG00015001076
oryzias_melastigma ENSOMEG00000019714
amphiprion_percula ENSAPEG00000021607
amphiprion_ocellaris ENSAOCG00000014258
acanthochromis_polyacanthus ENSAPOG00000022897
stegastes_partitus ENSSPAG00000005321
labrus_bergylta ENSLBEG00000021227
mastacembelus_armatus ENSMAMG00000012317
monopterus_albus ENSMALG00000022311
seriola_dumerili ENSSDUG00000017952
seriola_lalandi_dorsalis ENSSLDG00000020000
anabas_testudineus ENSATEG00000019506
astatotilapia_calliptera ENSACLG00000024331
haplochromis_burtoni ENSHBUG00000008358
maylandia_zebra ENSMZEG00005021353
pundamilia_nyererei ENSPNYG00000015616
neolamprologus_brichardi ENSNBRG00000016422
oreochromis_niloticus ENSONIG00000013811
amphilophus_citrinellus ENSACIG00000020631
mola_mola ENSMMOG00000000789
periophthalmus_magnuspinnatus ENSPMGG00000004292
gadus_morhua ENSGMOG00000006973
gasterosteus_aculeatus ENSGACG00000009159
esox_lucius ENSELUG00000005519
pygocentrus_nattereri ENSPNAG00000006768
astyanax_mexicanus ENSAMXG00000015182
ictalurus_punctatus ENSIPUG00000023740
danio_rerio ENSDARG00000069560
paramormyrops_kingsleyae ENSPKIG00000006006
paramormyrops_kingsleyae ENSPKIG00000000220
scleropages_formosus ENSSFOG00015023440
lepisosteus_oculatus ENSLOCG00000004209
oryzias_latipes_asm223469v1 ENSORLG00015011672
oryzias_latipes_asm223467v1 ENSORLG00000024956
oryzias_melastigma ENSOMEG00000007374
labrus_bergylta ENSLBEG00000018101
amphiprion_ocellaris ENSAOCG00000020901
amphilophus_citrinellus ENSACIG00000011362
pundamilia_nyererei ENSPNYG00000006802
xiphophorus_couchianus ENSXCOG00000020307
periophthalmus_magnuspinnatus ENSPMGG00000016195
mastacembelus_armatus ENSMAMG00000021916
tetraodon_nigroviridis ENSTNIG00000014510
takifugu_rubripes ENSTRUG00000017359
haplochromis_burtoni ENSHBUG00000003094
astatotilapia_calliptera ENSACLG00000002589
oreochromis_niloticus ENSONIG00000015277
monopterus_albus ENSMALG00000016673
poecilia_latipinna ENSPLAG00000006405
poecilia_formosa ENSPFOG00000005363
poecilia_reticulata ENSPREG00000012123
xiphophorus_maculatus ENSXMAG00000004198
gambusia_affinis ENSGAFG00000003421
fundulus_heteroclitus ENSFHEG00000002665
kryptolebias_marmoratus ENSKMAG00000002546
neolamprologus_brichardi ENSNBRG00000019860
acanthochromis_polyacanthus ENSAPOG00000019501
mola_mola ENSMMOG00000006327
cyprinodon_variegatus ENSCVAG00000007924
poecilia_mexicana ENSPMEG00000022662
maylandia_zebra ENSMZEG00005008529
stegastes_partitus ENSSPAG00000010099
amphiprion_percula ENSAPEG00000005573
gasterosteus_aculeatus ENSGACG00000014436
anabas_testudineus ENSATEG00000018899
hippocampus_comes ENSHCOG00000006499
seriola_lalandi_dorsalis ENSSLDG00000003020
seriola_dumerili ENSSDUG00000004526
scophthalmus_maximus ENSSMAG00000012312
esox_lucius ENSELUG00000002404
xenopus_tropicalis ENSXETG00000001079
