chrysemys_picta_bellii ENSCPBG00000018288
pelodiscus_sinensis ENSPSIG00000009735
calidris_pygmaea ENSCPGG00000016556
calidris_pugnax ENSCPUG00000019186
melopsittacus_undulatus ENSMUNG00000004198
parus_major ENSPMJG00000004914
cyanistes_caeruleus ENSCCEG00000006960
ficedula_albicollis ENSFALG00000006817
lonchura_striata_domestica ENSLSDG00000016003
serinus_canaria ENSSCAG00000007163
junco_hyemalis ENSJHYG00000004433
zonotrichia_albicollis ENSZALG00000001458
manacus_vitellinus ENSMVIG00005010991
lepidothrix_coronata ENSLCOG00000010305
anser_brachyrhynchus ENSABRG00000020111
anas_platyrhynchos_platyrhynchos ENSAPLG00000013788
coturnix_japonica ENSCJPG00005000094
meleagris_gallopavo ENSMGAG00000004552
gallus_gallus ENSGALG00000006189
numida_meleagris ENSNMEG00000005917
dromaius_novaehollandiae ENSDNVG00000018962
apteryx_haastii ENSAHAG00000008012
nothoprocta_perdicaria ENSNPEG00000007924
apteryx_rowi ENSARWG00000004771
apteryx_owenii ENSAOWG00000002905
sphenodon_punctatus ENSSPUG00000018352
anolis_carolinensis ENSACAG00000002251
pogona_vitticeps ENSPVIG00000003451
salvator_merianae ENSSMRG00000014423
crocodylus_porosus ENSCPRG00005004686
ornithorhynchus_anatinus ENSOANG00000006172
phascolarctos_cinereus ENSPCIG00000000704
sarcophilus_harrisii ENSSHAG00000002943
monodelphis_domestica ENSMODG00000004555
prolemur_simus ENSPSMG00000009832
microcebus_murinus ENSMICG00000008093
otolemur_garnettii ENSOGAG00000030127
papio_anubis ENSPANG00000000818
chlorocebus_sabaeus ENSCSAG00000006604
rhinopithecus_roxellana ENSRROG00000031413
carlito_syrichta ENSTSYG00000033446
spermophilus_dauricus ENSSDAG00000019746
urocitellus_parryii ENSUPAG00010007509
marmota_marmota_marmota ENSMMMG00000005436
castor_canadensis ENSCCNG00000022774
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012677
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015699
octodon_degus ENSODEG00000010431
chinchilla_lanigera ENSCLAG00000001204
cavia_porcellus ENSCPOG00000005218
cavia_aperea ENSCAPG00000010765
dipodomys_ordii ENSDORG00000028405
cricetulus_griseus_crigri-picr ENSCGRG00015006164
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018926
cricetulus_griseus_crigri_1.0 ENSCGRG00000017349
mesocricetus_auratus ENSMAUG00000001392
microtus_ochrogaster ENSMOCG00000015061
peromyscus_maniculatus_bairdii ENSPEMG00000000688
mus_spicilegus ENSMSIG00000016389
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028019
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038135
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027023
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021796
rattus_norvegicus ENSRNOG00000009226
meriones_unguiculatus ENSMUGG00000004413
nannospalax_galili ENSNGAG00000024102
jaculus_jaculus ENSJJAG00000010524
oryctolagus_cuniculus ENSOCUG00000013525
ochotona_princeps ENSOPRG00000014133
mustela_putorius_furo ENSMPUG00000008987
neovison_vison ENSNVIG00000000997
ursus_americanus ENSUAMG00000002901
ursus_maritimus ENSUMAG00000016148
ailuropoda_melanoleuca ENSAMEG00000013473
canis_lupus_dingo ENSCAFG00020005512
canis_lupus_familiaris ENSCAFG00000004885
felis_catus ENSFCAG00000013249
equus_caballus ENSECAG00000008243
bos_taurus ENSBTAG00000003019
bison_bison_bison ENSBBBG00000015352
capra_hircus ENSCHIG00000027202
ovis_aries ENSOARG00000004270
sus_scrofa ENSSSCG00000038413
dasypus_novemcinctus ENSDNOG00000001230
loxodonta_africana ENSLAFG00000012102
pan_troglodytes ENSPTRG00000044000
pan_troglodytes ENSPTRG00000019887
pan_paniscus ENSPPAG00000022114
homo_sapiens ENSG00000127377
pongo_abelii ENSPPYG00000018195
gorilla_gorilla ENSGGOG00000014669
macaca_nemestrina ENSMNEG00000041621
macaca_fascicularis ENSMFAG00000043894
macaca_mulatta ENSMMUG00000006249
cercocebus_atys ENSCATG00000016594
mandrillus_leucophaeus ENSMLEG00000036358
theropithecus_gelada ENSTGEG00000005451
colobus_angolensis_palliatus ENSCANG00000030894
piliocolobus_tephrosceles ENSPTEG00000039224
rhinopithecus_bieti ENSRBIG00000043328
saimiri_boliviensis_boliviensis ENSSBOG00000025976
aotus_nancymaae ENSANAG00000031636
nomascus_leucogenys ENSNLEG00000034693
cebus_capucinus_imitator ENSCCAG00000020407
propithecus_coquereli ENSPCOG00000024085
ictidomys_tridecemlineatus ENSSTOG00000004537
tursiops_truncatus ENSTTRG00000017054
pteropus_vampyrus ENSPVAG00000014508
equus_asinus_asinus ENSEASG00005002002
panthera_pardus ENSPPRG00000018897
panthera_tigris_altaica ENSPTIG00000013238
vulpes_vulpes ENSVVUG00000007519
erinaceus_europaeus ENSEEUG00000009646
procavia_capensis ENSPCAG00000009274
echinops_telfairi ENSETEG00000009129
chelonoidis_abingdonii ENSCABG00000005108
gopherus_agassizii ENSGAGG00000003658
latimeria_chalumnae ENSLACG00000011731
xenopus_tropicalis ENSXETG00000009726
ictalurus_punctatus ENSIPUG00000024570
astyanax_mexicanus ENSAMXG00000018024
pygocentrus_nattereri ENSPNAG00000004729
danio_rerio ENSDARG00000030411
scleropages_formosus ENSSFOG00015010440
paramormyrops_kingsleyae ENSPKIG00000002566
paramormyrops_kingsleyae ENSPKIG00000014021
gasterosteus_aculeatus ENSGACG00000018096
gadus_morhua ENSGMOG00000014072
seriola_dumerili ENSSDUG00000016914
seriola_lalandi_dorsalis ENSSLDG00000013755
astatotilapia_calliptera ENSACLG00000016431
maylandia_zebra ENSMZEG00005020427
pundamilia_nyererei ENSPNYG00000002888
haplochromis_burtoni ENSHBUG00000007722
neolamprologus_brichardi ENSNBRG00000024189
oreochromis_niloticus ENSONIG00000017346
amphilophus_citrinellus ENSACIG00000009286
amphiprion_percula ENSAPEG00000001791
acanthochromis_polyacanthus ENSAPOG00000003178
amphiprion_ocellaris ENSAOCG00000003124
stegastes_partitus ENSSPAG00000008380
kryptolebias_marmoratus ENSKMAG00000001921
scophthalmus_maximus ENSSMAG00000010980
mola_mola ENSMMOG00000019277
poecilia_formosa ENSPFOG00000011019
poecilia_mexicana ENSPMEG00000005433
poecilia_latipinna ENSPLAG00000016720
poecilia_reticulata ENSPREG00000009878
xiphophorus_maculatus ENSXMAG00000021585
xiphophorus_couchianus ENSXCOG00000002930
gambusia_affinis ENSGAFG00000001318
cyprinodon_variegatus ENSCVAG00000020614
oryzias_latipes_asm223467v1 ENSORLG00000003704
oryzias_latipes_asm223471v1 ENSORLG00020010076
oryzias_latipes_asm223469v1 ENSORLG00015006746
oryzias_melastigma ENSOMEG00000001317
tetraodon_nigroviridis ENSTNIG00000013544
takifugu_rubripes ENSTRUG00000017468
mastacembelus_armatus ENSMAMG00000018203
cynoglossus_semilaevis ENSCSEG00000018078
periophthalmus_magnuspinnatus ENSPMGG00000001607
esox_lucius ENSELUG00000018346
amphiprion_percula ENSAPEG00000023388
amphiprion_ocellaris ENSAOCG00000010211
acanthochromis_polyacanthus ENSAPOG00000004326
stegastes_partitus ENSSPAG00000005912
maylandia_zebra ENSMZEG00005024340
astatotilapia_calliptera ENSACLG00000008656
haplochromis_burtoni ENSHBUG00000007751
pundamilia_nyererei ENSPNYG00000006216
neolamprologus_brichardi ENSNBRG00000013720
oreochromis_niloticus ENSONIG00000018507
mastacembelus_armatus ENSMAMG00000006140
anabas_testudineus ENSATEG00000020220
seriola_lalandi_dorsalis ENSSLDG00000018675
seriola_dumerili ENSSDUG00000009158
gasterosteus_aculeatus ENSGACG00000016688
scophthalmus_maximus ENSSMAG00000013345
mola_mola ENSMMOG00000020979
labrus_bergylta ENSLBEG00000014941
xiphophorus_couchianus ENSXCOG00000019251
xiphophorus_maculatus ENSXMAG00000000728
gambusia_affinis ENSGAFG00000020820
poecilia_formosa ENSPFOG00000004925
poecilia_reticulata ENSPREG00000010806
cyprinodon_variegatus ENSCVAG00000004042
fundulus_heteroclitus ENSFHEG00000003773
kryptolebias_marmoratus ENSKMAG00000020471
oryzias_latipes_asm223471v1 ENSORLG00020002820
oryzias_latipes_asm223467v1 ENSORLG00000025288
oryzias_latipes_asm223469v1 ENSORLG00015002234
oryzias_melastigma ENSOMEG00000013581
hippocampus_comes ENSHCOG00000013827
tetraodon_nigroviridis ENSTNIG00000000542
takifugu_rubripes ENSTRUG00000004691
periophthalmus_magnuspinnatus ENSPMGG00000018471
esox_lucius ENSELUG00000006450
gadus_morhua ENSGMOG00000012404
pygocentrus_nattereri ENSPNAG00000024121
astyanax_mexicanus ENSAMXG00000042829
danio_rerio ENSDARG00000102129
monopterus_albus ENSMALG00000013763
anabas_testudineus ENSATEG00000017344
labrus_bergylta ENSLBEG00000020471
poecilia_latipinna ENSPLAG00000001505
poecilia_mexicana ENSPMEG00000003105
amphilophus_citrinellus ENSACIG00000008977
lepisosteus_oculatus ENSLOCG00000009994
petromyzon_marinus ENSPMAG00000000541
