anolis_carolinensis ENSACAG00000028473
pogona_vitticeps ENSPVIG00000014583
notechis_scutatus ENSNSUG00000017994
salvator_merianae ENSSMRG00000009893
sphenodon_punctatus ENSSPUG00000004213
gopherus_agassizii ENSGAGG00000019744
chelonoidis_abingdonii ENSCABG00000022532
chrysemys_picta_bellii ENSCPBG00000024025
anser_brachyrhynchus ENSABRG00000022763
anas_platyrhynchos_platyrhynchos ENSAPLG00000019178
coturnix_japonica ENSCJPG00005003956
gallus_gallus ENSGALG00000054258
numida_meleagris ENSNMEG00000019692
junco_hyemalis ENSJHYG00000017992
lonchura_striata_domestica ENSLSDG00000013465
manacus_vitellinus ENSMVIG00005012634
melopsittacus_undulatus ENSMUNG00000003036
calidris_pugnax ENSCPUG00000004056
calidris_pygmaea ENSCPGG00000007233
apteryx_rowi ENSARWG00000001058
apteryx_owenii ENSAOWG00000010720
apteryx_haastii ENSAHAG00000016703
dromaius_novaehollandiae ENSDNVG00000017035
nothoprocta_perdicaria ENSNPEG00000012333
phascolarctos_cinereus ENSPCIG00000034457
monodelphis_domestica ENSMODG00000028613
dipodomys_ordii ENSDORG00000027168
cavia_aperea ENSCAPG00000011815
spermophilus_dauricus ENSSDAG00000010625
marmota_marmota_marmota ENSMMMG00000003791
urocitellus_parryii ENSUPAG00010001935
ictidomys_tridecemlineatus ENSSTOG00000032509
castor_canadensis ENSCCNG00000002973
cricetulus_griseus_crigri-picr ENSCGRG00015002563
cricetulus_griseus_crigri_1.0 ENSCGRG00000016728
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015499
mesocricetus_auratus ENSMAUG00000014010
peromyscus_maniculatus_bairdii ENSPEMG00000012698
microtus_ochrogaster ENSMOCG00000020476
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031927
mus_spicilegus ENSMSIG00000016716
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032906
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031786
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014662
rattus_norvegicus ENSRNOG00000009203
meriones_unguiculatus ENSMUGG00000026818
nannospalax_galili ENSNGAG00000013078
jaculus_jaculus ENSJJAG00000020782
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007485
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014136
fukomys_damarensis ENSFDAG00000005705
cavia_porcellus ENSCPOG00000031459
chinchilla_lanigera ENSCLAG00000000613
oryctolagus_cuniculus ENSOCUG00000014912
microcebus_murinus ENSMICG00000043866
prolemur_simus ENSPSMG00000021201
propithecus_coquereli ENSPCOG00000019915
otolemur_garnettii ENSOGAG00000033264
pan_troglodytes ENSPTRG00000047025
pan_paniscus ENSPPAG00000031103
gorilla_gorilla ENSGGOG00000036219
homo_sapiens ENSG00000257057
pongo_abelii ENSPPYG00000029760
nomascus_leucogenys ENSNLEG00000007117
papio_anubis ENSPANG00000032105
cercocebus_atys ENSCATG00000029479
theropithecus_gelada ENSTGEG00000010838
mandrillus_leucophaeus ENSMLEG00000033483
macaca_nemestrina ENSMNEG00000031514
macaca_fascicularis ENSMFAG00000044586
chlorocebus_sabaeus ENSCSAG00000003377
rhinopithecus_roxellana ENSRROG00000036633
rhinopithecus_bieti ENSRBIG00000041747
colobus_angolensis_palliatus ENSCANG00000039735
piliocolobus_tephrosceles ENSPTEG00000034176
cebus_capucinus_imitator ENSCCAG00000029425
callithrix_jacchus ENSCJAG00000042261
saimiri_boliviensis_boliviensis ENSSBOG00000017516
aotus_nancymaae ENSANAG00000023746
carlito_syrichta ENSTSYG00000036463
equus_asinus_asinus ENSEASG00005011314
myotis_lucifugus ENSMLUG00000025421
canis_lupus_familiaris ENSCAFG00000029788
vulpes_vulpes ENSVVUG00000011567
neovison_vison ENSNVIG00000005537
panthera_pardus ENSPPRG00000007748
panthera_tigris_altaica ENSPTIG00000020857
felis_catus ENSFCAG00000036846
ovis_aries ENSOARG00000009834
capra_hircus ENSCHIG00000025332
bos_taurus ENSBTAG00000040449
bos_mutus ENSBMUG00000009475
bison_bison_bison ENSBBBG00000020466
sus_scrofa ENSSSCG00000014957
ornithorhynchus_anatinus ENSOANG00000029843
