ovis_aries ENSOARG00000012664
capra_hircus ENSCHIG00000026045
bos_mutus ENSBMUG00000021341
bos_taurus ENSBTAG00000015767
bison_bison_bison ENSBBBG00000012711
tursiops_truncatus ENSTTRG00000000149
sus_scrofa ENSSSCG00000009910
vicugna_pacos ENSVPAG00000010364
pteropus_vampyrus ENSPVAG00000002232
ursus_americanus ENSUAMG00000015540
ursus_maritimus ENSUMAG00000006138
ailuropoda_melanoleuca ENSAMEG00000008514
mustela_putorius_furo ENSMPUG00000003216
neovison_vison ENSNVIG00000009269
canis_lupus_familiaris ENSCAFG00000010377
canis_lupus_familiaris ENSCAFG00000030929
canis_lupus_dingo ENSCAFG00020020643
vulpes_vulpes ENSVVUG00000021077
panthera_pardus ENSPPRG00000005924
panthera_tigris_altaica ENSPTIG00000011143
felis_catus ENSFCAG00000033733
equus_asinus_asinus ENSEASG00005004717
equus_caballus ENSECAG00000012725
carlito_syrichta ENSTSYG00000026049
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013474
dasypus_novemcinctus ENSDNOG00000012640
loxodonta_africana ENSLAFG00000006648
procavia_capensis ENSPCAG00000004719
microcebus_murinus ENSMICG00000008682
prolemur_simus ENSPSMG00000001769
propithecus_coquereli ENSPCOG00000023255
otolemur_garnettii ENSOGAG00000008521
carlito_syrichta ENSTSYG00000006137
cricetulus_griseus_crigri-picr ENSCGRG00015001876
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012342
cricetulus_griseus_crigri_1.0 ENSCGRG00000013657
mesocricetus_auratus ENSMAUG00000020544
microtus_ochrogaster ENSMOCG00000018331
peromyscus_maniculatus_bairdii ENSPEMG00000009023
mus_spicilegus ENSMSIG00000010698
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028617
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041740
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027619
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024199
rattus_norvegicus ENSRNOG00000001172
meriones_unguiculatus ENSMUGG00000000408
nannospalax_galili ENSNGAG00000023924
jaculus_jaculus ENSJJAG00000018379
chinchilla_lanigera ENSCLAG00000017372
octodon_degus ENSODEG00000007815
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010890
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016415
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002284
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001686
fukomys_damarensis ENSFDAG00000014987
cavia_porcellus ENSCPOG00000012331
castor_canadensis ENSCCNG00000019025
urocitellus_parryii ENSUPAG00010016864
ictidomys_tridecemlineatus ENSSTOG00000012565
spermophilus_dauricus ENSSDAG00000000791
marmota_marmota_marmota ENSMMMG00000021037
dipodomys_ordii ENSDORG00000006157
