poecilia_formosa ENSPFOG00000024028
poecilia_latipinna ENSPLAG00000008665
poecilia_reticulata ENSPREG00000004220
poecilia_mexicana ENSPMEG00000010771
xiphophorus_maculatus ENSXMAG00000021427
xiphophorus_couchianus ENSXCOG00000013968
gambusia_affinis ENSGAFG00000013350
cyprinodon_variegatus ENSCVAG00000003286
fundulus_heteroclitus ENSFHEG00000021430
kryptolebias_marmoratus ENSKMAG00000002846
oryzias_latipes_asm223471v1 ENSORLG00020001420
oryzias_latipes_asm223467v1 ENSORLG00000026667
oryzias_latipes_asm223469v1 ENSORLG00015002649
oryzias_melastigma ENSOMEG00000005624
maylandia_zebra ENSMZEG00005013960
astatotilapia_calliptera ENSACLG00000011896
pundamilia_nyererei ENSPNYG00000024205
haplochromis_burtoni ENSHBUG00000008247
neolamprologus_brichardi ENSNBRG00000019196
amphilophus_citrinellus ENSACIG00000020940
mastacembelus_armatus ENSMAMG00000014935
monopterus_albus ENSMALG00000014453
anabas_testudineus ENSATEG00000021010
seriola_lalandi_dorsalis ENSSLDG00000008521
scophthalmus_maximus ENSSMAG00000009214
seriola_dumerili ENSSDUG00000015203
cynoglossus_semilaevis ENSCSEG00000002996
acanthochromis_polyacanthus ENSAPOG00000006668
amphiprion_percula ENSAPEG00000000103
stegastes_partitus ENSSPAG00000003881
hippocampus_comes ENSHCOG00000018907
takifugu_rubripes ENSTRUG00000024372
mola_mola ENSMMOG00000006507
labrus_bergylta ENSLBEG00000026011
periophthalmus_magnuspinnatus ENSPMGG00000017976
esox_lucius ENSELUG00000023315
astyanax_mexicanus ENSAMXG00000006252
pygocentrus_nattereri ENSPNAG00000014354
ictalurus_punctatus ENSIPUG00000019713
danio_rerio ENSDARG00000105641
paramormyrops_kingsleyae ENSPKIG00000002788
scleropages_formosus ENSSFOG00015009353
