drosophila_melanogaster FBgn0028741
caenorhabditis_elegans_strain_n2 WBGene00004089
pogona_vitticeps ENSPVIG00000002722
anolis_carolinensis ENSACAG00000009917
notechis_scutatus ENSNSUG00000004809
salvator_merianae ENSSMRG00000020308
sphenodon_punctatus ENSSPUG00000004794
anser_brachyrhynchus ENSABRG00000005739
anas_platyrhynchos_platyrhynchos ENSAPLG00000014164
gallus_gallus ENSGALG00000008842
coturnix_japonica ENSCJPG00005016284
meleagris_gallopavo ENSMGAG00000008939
numida_meleagris ENSNMEG00000021937
zonotrichia_albicollis ENSZALG00000017777
junco_hyemalis ENSJHYG00000011685
serinus_canaria ENSSCAG00000001572
lonchura_striata_domestica ENSLSDG00000007209
taeniopygia_guttata ENSTGUG00000009607
ficedula_albicollis ENSFALG00000003629
cyanistes_caeruleus ENSCCEG00000020411
parus_major ENSPMJG00000018335
lepidothrix_coronata ENSLCOG00000016193
manacus_vitellinus ENSMVIG00005000329
melopsittacus_undulatus ENSMUNG00000006371
calidris_pygmaea ENSCPGG00000002327
calidris_pugnax ENSCPUG00000006072
apteryx_haastii ENSAHAG00000014463
apteryx_owenii ENSAOWG00000018230
apteryx_rowi ENSARWG00000003327
dromaius_novaehollandiae ENSDNVG00000016768
nothoprocta_perdicaria ENSNPEG00000008887
crocodylus_porosus ENSCPRG00005002112
gopherus_agassizii ENSGAGG00000008802
chelonoidis_abingdonii ENSCABG00000021210
chrysemys_picta_bellii ENSCPBG00000021070
pelodiscus_sinensis ENSPSIG00000004497
phascolarctos_cinereus ENSPCIG00000012094
notamacropus_eugenii ENSMEUG00000013974
sarcophilus_harrisii ENSSHAG00000009450
monodelphis_domestica ENSMODG00000015918
ornithorhynchus_anatinus ENSOANG00000012554
bos_mutus ENSBMUG00000001934
bos_taurus ENSBTAG00000002177
bison_bison_bison ENSBBBG00000010714
ovis_aries ENSOARG00000019028
capra_hircus ENSCHIG00000018742
tursiops_truncatus ENSTTRG00000016391
sus_scrofa ENSSSCG00000016147
vicugna_pacos ENSVPAG00000009702
equus_asinus_asinus ENSEASG00005003072
equus_caballus ENSECAG00000021430
pteropus_vampyrus ENSPVAG00000008304
myotis_lucifugus ENSMLUG00000000897
ursus_maritimus ENSUMAG00000022735
ursus_americanus ENSUAMG00000008557
