propithecus_coquereli ENSPCOG00000025344
prolemur_simus ENSPSMG00000012507
macaca_mulatta ENSMMUG00000040598
macaca_mulatta ENSMMUG00000009478
theropithecus_gelada ENSTGEG00000013645
chlorocebus_sabaeus ENSCSAG00000000520
chlorocebus_sabaeus ENSCSAG00000000521
piliocolobus_tephrosceles ENSPTEG00000004215
homo_sapiens ENSG00000277858
homo_sapiens ENSG00000277745
homo_sapiens ENSG00000274183
pan_troglodytes ENSPTRG00000046462
pan_troglodytes ENSPTRG00000052848
pan_troglodytes ENSPTRG00000044564
pan_paniscus ENSPPAG00000022594
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000581
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008014
octodon_degus ENSODEG00000000005
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033369
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034530
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000082482
mus_spicilegus ENSMSIG00000026649
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000067441
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000083616
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034532
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033370
mus_spicilegus ENSMSIG00000005721
rattus_norvegicus ENSRNOG00000029736
meriones_unguiculatus ENSMUGG00000024445
cricetulus_griseus_crigri-picr ENSCGRG00015001299
cricetulus_griseus_crigri-picr ENSCGRG00015015424
cricetulus_griseus_crigri-picr ENSCGRG00015008498
cricetulus_griseus_crigri_1.0 ENSCGRG00000019498
cricetulus_griseus_crigri_1.0 ENSCGRG00000018442
cricetulus_griseus_crigri-picr ENSCGRG00015020193
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011071
spermophilus_dauricus ENSSDAG00000020666
ictidomys_tridecemlineatus ENSSTOG00000032258
urocitellus_parryii ENSUPAG00010007714
oryctolagus_cuniculus ENSOCUG00000024947
sus_scrofa ENSSSCG00000039764
sus_scrofa ENSSSCG00000034475
sus_scrofa ENSSSCG00000037938
bos_mutus ENSBMUG00000010770
bos_taurus ENSBTAG00000048126
capra_hircus ENSCHIG00000024386
canis_lupus_dingo ENSCAFG00020008663
canis_lupus_dingo ENSCAFG00020008667
canis_lupus_familiaris ENSCAFG00000031844
canis_lupus_dingo ENSCAFG00020008739
canis_lupus_familiaris ENSCAFG00000028471
mustela_putorius_furo ENSMPUG00000019541
ailuropoda_melanoleuca ENSAMEG00000018916
ailuropoda_melanoleuca ENSAMEG00000019349
ailuropoda_melanoleuca ENSAMEG00000019369
ursus_americanus ENSUAMG00000023029
ursus_americanus ENSUAMG00000002388
ursus_maritimus ENSUMAG00000017273
panthera_pardus ENSPPRG00000012650
panthera_pardus ENSPPRG00000011898
panthera_pardus ENSPPRG00000011887
panthera_pardus ENSPPRG00000012508
felis_catus ENSFCAG00000044576
felis_catus ENSFCAG00000044965
equus_asinus_asinus ENSEASG00005001752
equus_caballus ENSECAG00000029871
equus_asinus_asinus ENSEASG00005001771
equus_caballus ENSECAG00000037455
myotis_lucifugus ENSMLUG00000022365
myotis_lucifugus ENSMLUG00000029102
pteropus_vampyrus ENSPVAG00000013551
dasypus_novemcinctus ENSDNOG00000041424
loxodonta_africana ENSLAFG00000032481
