gasterosteus_aculeatus ENSGACG00000008839
labrus_bergylta ENSLBEG00000022208
scophthalmus_maximus ENSSMAG00000013977
hippocampus_comes ENSHCOG00000016775
takifugu_rubripes ENSTRUG00000015534
xiphophorus_maculatus ENSXMAG00000007369
xiphophorus_couchianus ENSXCOG00000018086
gambusia_affinis ENSGAFG00000000704
poecilia_formosa ENSPFOG00000000073
poecilia_latipinna ENSPLAG00000002293
poecilia_mexicana ENSPMEG00000000446
poecilia_reticulata ENSPREG00000019652
fundulus_heteroclitus ENSFHEG00000014333
cyprinodon_variegatus ENSCVAG00000003680
oryzias_latipes_asm223467v1 ENSORLG00000020219
oryzias_latipes_asm223471v1 ENSORLG00020001746
oryzias_latipes_asm223469v1 ENSORLG00015001759
oryzias_melastigma ENSOMEG00000019231
kryptolebias_marmoratus ENSKMAG00000004009
cynoglossus_semilaevis ENSCSEG00000003860
seriola_dumerili ENSSDUG00000017422
seriola_lalandi_dorsalis ENSSLDG00000019495
amphiprion_ocellaris ENSAOCG00000004478
amphiprion_percula ENSAPEG00000012937
acanthochromis_polyacanthus ENSAPOG00000011894
stegastes_partitus ENSSPAG00000010451
mastacembelus_armatus ENSMAMG00000010241
monopterus_albus ENSMALG00000017211
anabas_testudineus ENSATEG00000020435
maylandia_zebra ENSMZEG00005021254
astatotilapia_calliptera ENSACLG00000023470
pundamilia_nyererei ENSPNYG00000014939
haplochromis_burtoni ENSHBUG00000007705
oreochromis_niloticus ENSONIG00000013758
neolamprologus_brichardi ENSNBRG00000015816
mola_mola ENSMMOG00000000463
mola_mola ENSMMOG00000000475
oryzias_latipes_asm223469v1 ENSORLG00015001776
amphilophus_citrinellus ENSACIG00000020910
periophthalmus_magnuspinnatus ENSPMGG00000004330
gadus_morhua ENSGMOG00000006773
esox_lucius ENSELUG00000005977
astyanax_mexicanus ENSAMXG00000002219
pygocentrus_nattereri ENSPNAG00000008288
ictalurus_punctatus ENSIPUG00000013171
danio_rerio ENSDARG00000056138
paramormyrops_kingsleyae ENSPKIG00000000784
scleropages_formosus ENSSFOG00015021535
lepisosteus_oculatus ENSLOCG00000003899
latimeria_chalumnae ENSLACG00000014832
apteryx_haastii ENSAHAG00000005577
apteryx_owenii ENSAOWG00000014363
apteryx_rowi ENSARWG00000011582
dromaius_novaehollandiae ENSDNVG00000003079
crocodylus_porosus ENSCPRG00005009298
chrysemys_picta_bellii ENSCPBG00000021902
chelonoidis_abingdonii ENSCABG00000007007
sphenodon_punctatus ENSSPUG00000000410
gopherus_agassizii ENSGAGG00000017478
pelodiscus_sinensis ENSPSIG00000017222
calidris_pygmaea ENSCPGG00000011254
calidris_pugnax ENSCPUG00000008327
melopsittacus_undulatus ENSMUNG00000015226
lonchura_striata_domestica ENSLSDG00000000855
taeniopygia_guttata ENSTGUG00000010553
cyanistes_caeruleus ENSCCEG00000014227
lepidothrix_coronata ENSLCOG00000006945
manacus_vitellinus ENSMVIG00005018057
parus_major ENSPMJG00000003918
cyanistes_caeruleus ENSCCEG00000014223
ficedula_albicollis ENSFALG00000004281
zonotrichia_albicollis ENSZALG00000013508
junco_hyemalis ENSJHYG00000008277
serinus_canaria ENSSCAG00000002869
anas_platyrhynchos_platyrhynchos ENSAPLG00000003993
anser_brachyrhynchus ENSABRG00000008654
gallus_gallus ENSGALG00000008038
coturnix_japonica ENSCJPG00005004274
meleagris_gallopavo ENSMGAG00000007017
numida_meleagris ENSNMEG00000019945
nothoprocta_perdicaria ENSNPEG00000006854
pogona_vitticeps ENSPVIG00000004190
anolis_carolinensis ENSACAG00000009612
notechis_scutatus ENSNSUG00000013840
salvator_merianae ENSSMRG00000020276
oryctolagus_cuniculus ENSOCUG00000029492
oryctolagus_cuniculus ENSOCUG00000012722
castor_canadensis ENSCCNG00000029669
dipodomys_ordii ENSDORG00000002399
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014947
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025982
mus_spicilegus ENSMSIG00000018603
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014141
rattus_norvegicus ENSRNOG00000013516
meriones_unguiculatus ENSMUGG00000008768
cricetulus_griseus_crigri_1.0 ENSCGRG00000005301
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016990
cricetulus_griseus_crigri-picr ENSCGRG00015028775
mesocricetus_auratus ENSMAUG00000009071
peromyscus_maniculatus_bairdii ENSPEMG00000010699
microtus_ochrogaster ENSMOCG00000000455
nannospalax_galili ENSNGAG00000021884
nannospalax_galili ENSNGAG00000014750
jaculus_jaculus ENSJJAG00000010903
urocitellus_parryii ENSUPAG00010015518
ictidomys_tridecemlineatus ENSSTOG00000011034
marmota_marmota_marmota ENSMMMG00000011081
spermophilus_dauricus ENSSDAG00000008425
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008285
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005535
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013048
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003534
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007904
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001933
fukomys_damarensis ENSFDAG00000017510
cavia_aperea ENSCAPG00000006547
cavia_porcellus ENSCPOG00000009353
octodon_degus ENSODEG00000004558
octodon_degus ENSODEG00000009337
octodon_degus ENSODEG00000011153
chinchilla_lanigera ENSCLAG00000014767
pan_paniscus ENSPPAG00000035007
homo_sapiens ENSG00000115524
pongo_abelii ENSPPYG00000013044
nomascus_leucogenys ENSNLEG00000006861
theropithecus_gelada ENSTGEG00000028684
papio_anubis ENSPANG00000013417
cercocebus_atys ENSCATG00000035735
chlorocebus_sabaeus ENSCSAG00000011505
macaca_nemestrina ENSMNEG00000042333
macaca_mulatta ENSMMUG00000022430
colobus_angolensis_palliatus ENSCANG00000029415
gorilla_gorilla ENSGGOG00000009264
pan_troglodytes ENSPTRG00000012771
macaca_fascicularis ENSMFAG00000035672
macaca_fascicularis ENSMFAG00000036680
mandrillus_leucophaeus ENSMLEG00000026141
rhinopithecus_roxellana ENSRROG00000031308
rhinopithecus_bieti ENSRBIG00000026096
piliocolobus_tephrosceles ENSPTEG00000025596
cebus_capucinus_imitator ENSCCAG00000020506
saimiri_boliviensis_boliviensis ENSSBOG00000020080
callithrix_jacchus ENSCJAG00000003902
aotus_nancymaae ENSANAG00000021577
carlito_syrichta ENSTSYG00000009214
prolemur_simus ENSPSMG00000025061
microcebus_murinus ENSMICG00000013879
propithecus_coquereli ENSPCOG00000024074
tupaia_belangeri ENSTBEG00000008714
ochotona_princeps ENSOPRG00000008596
otolemur_garnettii ENSOGAG00000000267
pteropus_vampyrus ENSPVAG00000008302
myotis_lucifugus ENSMLUG00000000840
ursus_maritimus ENSUMAG00000020945
ursus_americanus ENSUAMG00000018506
ailuropoda_melanoleuca ENSAMEG00000013809
mustela_putorius_furo ENSMPUG00000007799
neovison_vison ENSNVIG00000010631
canis_lupus_familiaris ENSCAFG00000010826
canis_lupus_dingo ENSCAFG00020004750
vulpes_vulpes ENSVVUG00000025948
panthera_tigris_altaica ENSPTIG00000021557
panthera_pardus ENSPPRG00000009090
felis_catus ENSFCAG00000005038
equus_asinus_asinus ENSEASG00005020159
equus_caballus ENSECAG00000021657
ovis_aries ENSOARG00000015374
capra_hircus ENSCHIG00000015226
bos_mutus ENSBMUG00000009914
bison_bison_bison ENSBBBG00000003170
bison_bison_bison ENSBBBG00000013596
bos_taurus ENSBTAG00000008915
tursiops_truncatus ENSTTRG00000003414
sus_scrofa ENSSSCG00000016075
vicugna_pacos ENSVPAG00000005798
sorex_araneus ENSSARG00000007016
erinaceus_europaeus ENSEEUG00000000836
dasypus_novemcinctus ENSDNOG00000011754
choloepus_hoffmanni ENSCHOG00000009860
procavia_capensis ENSPCAG00000009292
echinops_telfairi ENSETEG00000009188
loxodonta_africana ENSLAFG00000001956
phascolarctos_cinereus ENSPCIG00000010642
notamacropus_eugenii ENSMEUG00000015848
sarcophilus_harrisii ENSSHAG00000017564
monodelphis_domestica ENSMODG00000012275
xenopus_tropicalis ENSXETG00000013339
ornithorhynchus_anatinus ENSOANG00000014271
ornithorhynchus_anatinus ENSOANG00000014272
periophthalmus_magnuspinnatus ENSPMGG00000004338
tetraodon_nigroviridis ENSTNIG00000019737
petromyzon_marinus ENSPMAG00000001311
eptatretus_burgeri ENSEBUG00000004325
ciona_intestinalis ENSCING00000023523
ciona_intestinalis ENSCING00000002558
ciona_savignyi ENSCSAVG00000002559
drosophila_melanogaster FBgn0031266
caenorhabditis_elegans_strain_n2 WBGene00011605
saccharomyces_cerevisiae_strain_s288c YMR288W
