anas_platyrhynchos_platyrhynchos ENSAPLG00000016098
anser_brachyrhynchus ENSABRG00000012808
meleagris_gallopavo ENSMGAG00000000631
coturnix_japonica ENSCJPG00005015763
gallus_gallus ENSGALG00000000115
numida_meleagris ENSNMEG00000022755
calidris_pygmaea ENSCPGG00000007220
calidris_pugnax ENSCPUG00000005629
junco_hyemalis ENSJHYG00000002557
zonotrichia_albicollis ENSZALG00000002675
parus_major ENSPMJG00000002783
dromaius_novaehollandiae ENSDNVG00000011355
nothoprocta_perdicaria ENSNPEG00000012226
bos_taurus ENSBTAG00000016209
bos_mutus ENSBMUG00000011290
bison_bison_bison ENSBBBG00000019278
ovis_aries ENSOARG00000001761
ursus_maritimus ENSUMAG00000020398
ursus_americanus ENSUAMG00000018476
ailuropoda_melanoleuca ENSAMEG00000001401
neovison_vison ENSNVIG00000014827
canis_lupus_familiaris ENSCAFG00000001280
canis_lupus_dingo ENSCAFG00020018582
vulpes_vulpes ENSVVUG00000013919
felis_catus ENSFCAG00000032332
erinaceus_europaeus ENSEEUG00000013093
pan_troglodytes ENSPTRG00000043368
pan_paniscus ENSPPAG00000006874
homo_sapiens ENSG00000126233
gorilla_gorilla ENSGGOG00000002371
pongo_abelii ENSPPYG00000019027
nomascus_leucogenys ENSNLEG00000001300
theropithecus_gelada ENSTGEG00000016105
papio_anubis ENSPANG00000006078
chlorocebus_sabaeus ENSCSAG00000009223
macaca_fascicularis ENSMFAG00000042153
macaca_mulatta ENSMMUG00000018303
macaca_nemestrina ENSMNEG00000029496
cercocebus_atys ENSCATG00000006011
mandrillus_leucophaeus ENSMLEG00000041228
rhinopithecus_bieti ENSRBIG00000044635
rhinopithecus_roxellana ENSRROG00000041555
colobus_angolensis_palliatus ENSCANG00000041425
piliocolobus_tephrosceles ENSPTEG00000027109
saimiri_boliviensis_boliviensis ENSSBOG00000025334
callithrix_jacchus ENSCJAG00000021475
cebus_capucinus_imitator ENSCCAG00000035956
aotus_nancymaae ENSANAG00000032469
carlito_syrichta ENSTSYG00000026598
prolemur_simus ENSPSMG00000021390
propithecus_coquereli ENSPCOG00000012662
microcebus_murinus ENSMICG00000046668
otolemur_garnettii ENSOGAG00000031351
chinchilla_lanigera ENSCLAG00000008122
octodon_degus ENSODEG00000015407
cavia_porcellus ENSCPOG00000032557
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017405
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014805
fukomys_damarensis ENSFDAG00000018269
spermophilus_dauricus ENSSDAG00000018092
marmota_marmota_marmota ENSMMMG00000005823
urocitellus_parryii ENSUPAG00010006841
cricetulus_griseus_crigri_1.0 ENSCGRG00000006441
cricetulus_griseus_crigri-picr ENSCGRG00015016885
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015798
mesocricetus_auratus ENSMAUG00000017663
microtus_ochrogaster ENSMOCG00000019456
peromyscus_maniculatus_bairdii ENSPEMG00000025990
mus_spicilegus ENSMSIG00000019029
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020773
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022596
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019875
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019881
rattus_norvegicus ENSRNOG00000005944
meriones_unguiculatus ENSMUGG00000009509
nannospalax_galili ENSNGAG00000015613
jaculus_jaculus ENSJJAG00000019179
castor_canadensis ENSCCNG00000027857
dipodomys_ordii ENSDORG00000009416
