notechis_scutatus ENSNSUG00000009544
pogona_vitticeps ENSPVIG00000008495
salvator_merianae ENSSMRG00000003914
sphenodon_punctatus ENSSPUG00000013713
chelonoidis_abingdonii ENSCABG00000013036
gopherus_agassizii ENSGAGG00000006658
crocodylus_porosus ENSCPRG00005018330
phascolarctos_cinereus ENSPCIG00000029651
latimeria_chalumnae ENSLACG00000013865
scleropages_formosus ENSSFOG00015018635
paramormyrops_kingsleyae ENSPKIG00000011426
seriola_dumerili ENSSDUG00000004629
seriola_lalandi_dorsalis ENSSLDG00000020233
scophthalmus_maximus ENSSMAG00000011875
mastacembelus_armatus ENSMAMG00000009156
monopterus_albus ENSMALG00000018567
anabas_testudineus ENSATEG00000011468
periophthalmus_magnuspinnatus ENSPMGG00000000952
lepisosteus_oculatus ENSLOCG00000012952
pan_troglodytes ENSPTRG00000051969
pan_paniscus ENSPPAG00000029292
gorilla_gorilla ENSGGOG00000042224
homo_sapiens ENSG00000225180
nomascus_leucogenys ENSNLEG00000029635
rhinopithecus_bieti ENSRBIG00000042298
rhinopithecus_roxellana ENSRROG00000038021
colobus_angolensis_palliatus ENSCANG00000040726
piliocolobus_tephrosceles ENSPTEG00000032099
macaca_nemestrina ENSMNEG00000035686
macaca_fascicularis ENSMFAG00000030454
macaca_mulatta ENSMMUG00000040377
cercocebus_atys ENSCATG00000021631
mandrillus_leucophaeus ENSMLEG00000033317
papio_anubis ENSPANG00000035727
theropithecus_gelada ENSTGEG00000008526
callithrix_jacchus ENSCJAG00000045869
saimiri_boliviensis_boliviensis ENSSBOG00000034351
cebus_capucinus_imitator ENSCCAG00000035632
aotus_nancymaae ENSANAG00000031955
carlito_syrichta ENSTSYG00000035353
microcebus_murinus ENSMICG00000027447
propithecus_coquereli ENSPCOG00000019448
urocitellus_parryii ENSUPAG00010019247
spermophilus_dauricus ENSSDAG00000014470
marmota_marmota_marmota ENSMMMG00000006668
ursus_maritimus ENSUMAG00000015376
ursus_americanus ENSUAMG00000019732
neovison_vison ENSNVIG00000015706
canis_lupus_dingo ENSCAFG00020008717
vulpes_vulpes ENSVVUG00000018578
panthera_tigris_altaica ENSPTIG00000011257
panthera_pardus ENSPPRG00000003294
felis_catus ENSFCAG00000036823
sus_scrofa ENSSSCG00000039849
monodelphis_domestica ENSMODG00000029228
eptatretus_burgeri ENSEBUG00000000458
