seriola_lalandi_dorsalis ENSSLDG00000005292
seriola_dumerili ENSSDUG00000007169
labrus_bergylta ENSLBEG00000000258
takifugu_rubripes ENSTRUG00000024342
hippocampus_comes ENSHCOG00000010961
cynoglossus_semilaevis ENSCSEG00000004157
mastacembelus_armatus ENSMAMG00000015169
monopterus_albus ENSMALG00000016299
anabas_testudineus ENSATEG00000002162
amphiprion_percula ENSAPEG00000004348
amphiprion_ocellaris ENSAOCG00000019225
acanthochromis_polyacanthus ENSAPOG00000014204
stegastes_partitus ENSSPAG00000009051
cyprinodon_variegatus ENSCVAG00000014825
fundulus_heteroclitus ENSFHEG00000011116
poecilia_formosa ENSPFOG00000007089
poecilia_mexicana ENSPMEG00000006235
poecilia_latipinna ENSPLAG00000021796
poecilia_reticulata ENSPREG00000004012
xiphophorus_couchianus ENSXCOG00000009064
kryptolebias_marmoratus ENSKMAG00000012420
oryzias_latipes_asm223471v1 ENSORLG00020006732
oryzias_latipes_asm223469v1 ENSORLG00015003926
oryzias_latipes_asm223467v1 ENSORLG00000007633
oryzias_melastigma ENSOMEG00000015844
maylandia_zebra ENSMZEG00005021004
haplochromis_burtoni ENSHBUG00000011658
astatotilapia_calliptera ENSACLG00000012838
pundamilia_nyererei ENSPNYG00000004523
neolamprologus_brichardi ENSNBRG00000004718
oreochromis_niloticus ENSONIG00000012911
amphilophus_citrinellus ENSACIG00000018746
tetraodon_nigroviridis ENSTNIG00000019050
mola_mola ENSMMOG00000012851
gasterosteus_aculeatus ENSGACG00000019124
scophthalmus_maximus ENSSMAG00000007273
periophthalmus_magnuspinnatus ENSPMGG00000005442
gadus_morhua ENSGMOG00000015430
esox_lucius ENSELUG00000000129
pygocentrus_nattereri ENSPNAG00000021019
astyanax_mexicanus ENSAMXG00000004974
ictalurus_punctatus ENSIPUG00000007536
danio_rerio ENSDARG00000061411
scleropages_formosus ENSSFOG00015018503
paramormyrops_kingsleyae ENSPKIG00000015309
lepisosteus_oculatus ENSLOCG00000002190
phascolarctos_cinereus ENSPCIG00000033023
notamacropus_eugenii ENSMEUG00000009100
sarcophilus_harrisii ENSSHAG00000006075
monodelphis_domestica ENSMODG00000004110
propithecus_coquereli ENSPCOG00000015588
microcebus_murinus ENSMICG00000011366
