tetraodon_nigroviridis ENSTNIG00000018428
takifugu_rubripes ENSTRUG00000015370
labrus_bergylta ENSLBEG00000009177
gasterosteus_aculeatus ENSGACG00000008229
monopterus_albus ENSMALG00000011128
mastacembelus_armatus ENSMAMG00000013563
anabas_testudineus ENSATEG00000006226
fundulus_heteroclitus ENSFHEG00000015184
cyprinodon_variegatus ENSCVAG00000012164
poecilia_formosa ENSPFOG00000003856
poecilia_mexicana ENSPMEG00000001430
poecilia_latipinna ENSPLAG00000015198
poecilia_reticulata ENSPREG00000001412
xiphophorus_maculatus ENSXMAG00000013899
xiphophorus_couchianus ENSXCOG00000019803
gambusia_affinis ENSGAFG00000005523
kryptolebias_marmoratus ENSKMAG00000015068
oryzias_latipes_asm223467v1 ENSORLG00000007586
oryzias_latipes_asm223469v1 ENSORLG00015021474
oryzias_latipes_asm223471v1 ENSORLG00020015374
oryzias_melastigma ENSOMEG00000020876
astatotilapia_calliptera ENSACLG00000003518
haplochromis_burtoni ENSHBUG00000017577
maylandia_zebra ENSMZEG00005014049
pundamilia_nyererei ENSPNYG00000015054
neolamprologus_brichardi ENSNBRG00000016497
oreochromis_niloticus ENSONIG00000002955
amphilophus_citrinellus ENSACIG00000016255
amphiprion_percula ENSAPEG00000010821
amphiprion_ocellaris ENSAOCG00000003953
acanthochromis_polyacanthus ENSAPOG00000017541
stegastes_partitus ENSSPAG00000012907
seriola_dumerili ENSSDUG00000001170
seriola_lalandi_dorsalis ENSSLDG00000014828
scophthalmus_maximus ENSSMAG00000000075
mola_mola ENSMMOG00000001410
cynoglossus_semilaevis ENSCSEG00000004801
hippocampus_comes ENSHCOG00000005406
periophthalmus_magnuspinnatus ENSPMGG00000011774
gadus_morhua ENSGMOG00000005703
esox_lucius ENSELUG00000007803
pygocentrus_nattereri ENSPNAG00000009046
astyanax_mexicanus ENSAMXG00000000622
ictalurus_punctatus ENSIPUG00000003016
danio_rerio ENSDARG00000007959
scleropages_formosus ENSSFOG00015021666
paramormyrops_kingsleyae ENSPKIG00000009313
scleropages_formosus ENSSFOG00015013431
paramormyrops_kingsleyae ENSPKIG00000000157
lepisosteus_oculatus ENSLOCG00000011866
pogona_vitticeps ENSPVIG00000015310
anolis_carolinensis ENSACAG00000007238
notechis_scutatus ENSNSUG00000011818
salvator_merianae ENSSMRG00000002954
sphenodon_punctatus ENSSPUG00000016127
lonchura_striata_domestica ENSLSDG00000000736
taeniopygia_guttata ENSTGUG00000002930
serinus_canaria ENSSCAG00000015082
parus_major ENSPMJG00000001562
cyanistes_caeruleus ENSCCEG00000005601
ficedula_albicollis ENSFALG00000009376
zonotrichia_albicollis ENSZALG00000011314
junco_hyemalis ENSJHYG00000005918
manacus_vitellinus ENSMVIG00005017571
lepidothrix_coronata ENSLCOG00000003339
melopsittacus_undulatus ENSMUNG00000007200
calidris_pugnax ENSCPUG00000010825
calidris_pygmaea ENSCPGG00000004700
coturnix_japonica ENSCJPG00005012548
gallus_gallus ENSGALG00000033207
meleagris_gallopavo ENSMGAG00000010706
numida_meleagris ENSNMEG00000007929
anser_brachyrhynchus ENSABRG00000010163
apteryx_owenii ENSAOWG00000011016
apteryx_haastii ENSAHAG00000016511
apteryx_rowi ENSARWG00000005730
dromaius_novaehollandiae ENSDNVG00000011838
nothoprocta_perdicaria ENSNPEG00000014907
apteryx_rowi ENSARWG00000011979
nothoprocta_perdicaria ENSNPEG00000002449
taeniopygia_guttata ENSTGUG00000014088
anas_platyrhynchos_platyrhynchos ENSAPLG00000010878
crocodylus_porosus ENSCPRG00005016123
gopherus_agassizii ENSGAGG00000024766
chelonoidis_abingdonii ENSCABG00000019511
chrysemys_picta_bellii ENSCPBG00000022512
pelodiscus_sinensis ENSPSIG00000013677
phascolarctos_cinereus ENSPCIG00000002993
notamacropus_eugenii ENSMEUG00000007735
sarcophilus_harrisii ENSSHAG00000015501
monodelphis_domestica ENSMODG00000000340
monodelphis_domestica ENSMODG00000024886
loxodonta_africana ENSLAFG00000013650
procavia_capensis ENSPCAG00000004057
echinops_telfairi ENSETEG00000009818
dasypus_novemcinctus ENSDNOG00000008640
dasypus_novemcinctus ENSDNOG00000038138
choloepus_hoffmanni ENSCHOG00000003153
castor_canadensis ENSCCNG00000027298
dipodomys_ordii ENSDORG00000002792
mus_spicilegus ENSMSIG00000009672
