capra_hircus ENSCHIG00000012415
bison_bison_bison ENSBBBG00000002040
vulpes_vulpes ENSVVUG00000020870
canis_lupus_dingo ENSCAFG00020015857
macaca_nemestrina ENSMNEG00000031837
meriones_unguiculatus ENSMUGG00000013087
meriones_unguiculatus ENSMUGG00000011954
mus_spicilegus ENSMSIG00000015180
octodon_degus ENSODEG00000000093
prolemur_simus ENSPSMG00000009004
prolemur_simus ENSPSMG00000006320
cercocebus_atys ENSCATG00000034865
neovison_vison ENSNVIG00000014548
phascolarctos_cinereus ENSPCIG00000026525
