chelonoidis_abingdonii ENSCABG00000007959
gopherus_agassizii ENSGAGG00000002587
chrysemys_picta_bellii ENSCPBG00000006394
pelodiscus_sinensis ENSPSIG00000011097
apteryx_owenii ENSAOWG00000004614
apteryx_haastii ENSAHAG00000004853
apteryx_rowi ENSARWG00000010834
anas_platyrhynchos_platyrhynchos ENSAPLG00000021255
anser_brachyrhynchus ENSABRG00000021278
gallus_gallus ENSGALG00000044788
coturnix_japonica ENSCJPG00005004738
meleagris_gallopavo ENSMGAG00000016847
canis_lupus_familiaris ENSCAFG00000032330
sorex_araneus ENSSARG00000006709
loxodonta_africana ENSLAFG00000022529
procavia_capensis ENSPCAG00000008589
echinops_telfairi ENSETEG00000005827
dasypus_novemcinctus ENSDNOG00000045194
dipodomys_ordii ENSDORG00000000876
chinchilla_lanigera ENSCLAG00000000533
octodon_degus ENSODEG00000009941
cavia_aperea ENSCAPG00000010138
cavia_porcellus ENSCPOG00000036775
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015628
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006343
fukomys_damarensis ENSFDAG00000020971
oryctolagus_cuniculus ENSOCUG00000007977
tursiops_truncatus ENSTTRG00000008506
sus_scrofa ENSSSCG00000025343
capra_hircus ENSCHIG00000022075
ovis_aries ENSOARG00000001314
bos_taurus ENSBTAG00000038034
ursus_americanus ENSUAMG00000020195
ailuropoda_melanoleuca ENSAMEG00000003482
mustela_putorius_furo ENSMPUG00000020191
canis_lupus_dingo ENSCAFG00020015487
ictidomys_tridecemlineatus ENSSTOG00000026126
urocitellus_parryii ENSUPAG00010002095
castor_canadensis ENSCCNG00000029008
microtus_ochrogaster ENSMOCG00000020296
mesocricetus_auratus ENSMAUG00000003007
peromyscus_maniculatus_bairdii ENSPEMG00000009113
mus_spicilegus ENSMSIG00000013306
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074406
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030188
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029135
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021003
rattus_norvegicus ENSRNOG00000038622
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019468
nannospalax_galili ENSNGAG00000012888
jaculus_jaculus ENSJJAG00000000983
propithecus_coquereli ENSPCOG00000026399
prolemur_simus ENSPSMG00000007804
otolemur_garnettii ENSOGAG00000034730
pan_troglodytes ENSPTRG00000052545
pan_paniscus ENSPPAG00000033056
homo_sapiens ENSG00000197483
gorilla_gorilla ENSGGOG00000026699
nomascus_leucogenys ENSNLEG00000010532
theropithecus_gelada ENSTGEG00000012954
papio_anubis ENSPANG00000012246
macaca_mulatta ENSMMUG00000001770
macaca_nemestrina ENSMNEG00000040894
cercocebus_atys ENSCATG00000040762
chlorocebus_sabaeus ENSCSAG00000019655
rhinopithecus_roxellana ENSRROG00000039960
rhinopithecus_bieti ENSRBIG00000038702
piliocolobus_tephrosceles ENSPTEG00000039734
colobus_angolensis_palliatus ENSCANG00000035682
callithrix_jacchus ENSCJAG00000040315
cebus_capucinus_imitator ENSCCAG00000025672
saimiri_boliviensis_boliviensis ENSSBOG00000024067
aotus_nancymaae ENSANAG00000028064
calidris_pygmaea ENSCPGG00000009618
calidris_pugnax ENSCPUG00000014506
numida_meleagris ENSNMEG00000014548
melopsittacus_undulatus ENSMUNG00000003883
junco_hyemalis ENSJHYG00000002216
serinus_canaria ENSSCAG00000008177
cricetulus_griseus_crigri-picr ENSCGRG00015027369
phascolarctos_cinereus ENSPCIG00000013076
notamacropus_eugenii ENSMEUG00000012147
monodelphis_domestica ENSMODG00000017494
lepidothrix_coronata ENSLCOG00000013835
ficedula_albicollis ENSFALG00000014367
notechis_scutatus ENSNSUG00000011986
anolis_carolinensis ENSACAG00000011023
salvator_merianae ENSSMRG00000007383
latimeria_chalumnae ENSLACG00000003033
xenopus_tropicalis ENSXETG00000008801
tetraodon_nigroviridis ENSTNIG00000001164
labrus_bergylta ENSLBEG00000015264
acanthochromis_polyacanthus ENSAPOG00000023504
stegastes_partitus ENSSPAG00000021516
oreochromis_niloticus ENSONIG00000012825
cynoglossus_semilaevis ENSCSEG00000018535
periophthalmus_magnuspinnatus ENSPMGG00000014601
seriola_dumerili ENSSDUG00000009977
neolamprologus_brichardi ENSNBRG00000002235
anabas_testudineus ENSATEG00000021990
monopterus_albus ENSMALG00000010551
mola_mola ENSMMOG00000016712
takifugu_rubripes ENSTRUG00000007250
xiphophorus_maculatus ENSXMAG00000011876
xiphophorus_couchianus ENSXCOG00000000542
gambusia_affinis ENSGAFG00000013767
poecilia_reticulata ENSPREG00000009161
oryzias_latipes_asm223467v1 ENSORLG00000025888
hippocampus_comes ENSHCOG00000018864
gasterosteus_aculeatus ENSGACG00000010515
gadus_morhua ENSGMOG00000004063
seriola_lalandi_dorsalis ENSSLDG00000023060
oryzias_latipes_asm223471v1 ENSORLG00020006433
periophthalmus_magnuspinnatus ENSPMGG00000014604
pygocentrus_nattereri ENSPNAG00000019367
astyanax_mexicanus ENSAMXG00000042325
astatotilapia_calliptera ENSACLG00000022827
maylandia_zebra ENSMZEG00005016706
oryzias_latipes_asm223471v1 ENSORLG00020000139
esox_lucius ENSELUG00000016337
