calidris_pugnax ENSCPUG00000007887
calidris_pygmaea ENSCPGG00000003136
melopsittacus_undulatus ENSMUNG00000014975
lepidothrix_coronata ENSLCOG00000009380
manacus_vitellinus ENSMVIG00005004689
taeniopygia_guttata ENSTGUG00000004844
lonchura_striata_domestica ENSLSDG00000008804
junco_hyemalis ENSJHYG00000014982
zonotrichia_albicollis ENSZALG00000013733
serinus_canaria ENSSCAG00000011163
cyanistes_caeruleus ENSCCEG00000023227
parus_major ENSPMJG00000001184
ficedula_albicollis ENSFALG00000009459
gallus_gallus ENSGALG00000002695
coturnix_japonica ENSCJPG00005019649
meleagris_gallopavo ENSMGAG00000002479
numida_meleagris ENSNMEG00000014338
anser_brachyrhynchus ENSABRG00000017355
anas_platyrhynchos_platyrhynchos ENSAPLG00000011741
apteryx_haastii ENSAHAG00000013964
apteryx_owenii ENSAOWG00000005086
apteryx_rowi ENSARWG00000005275
dromaius_novaehollandiae ENSDNVG00000016944
nothoprocta_perdicaria ENSNPEG00000011799
crocodylus_porosus ENSCPRG00005018598
chelonoidis_abingdonii ENSCABG00000021807
gopherus_agassizii ENSGAGG00000000071
chrysemys_picta_bellii ENSCPBG00000024867
pelodiscus_sinensis ENSPSIG00000009922
pogona_vitticeps ENSPVIG00000003928
anolis_carolinensis ENSACAG00000014379
notechis_scutatus ENSNSUG00000017357
notechis_scutatus ENSNSUG00000017359
salvator_merianae ENSSMRG00000021211
sphenodon_punctatus ENSSPUG00000013398
phascolarctos_cinereus ENSPCIG00000003264
notamacropus_eugenii ENSMEUG00000011367
sarcophilus_harrisii ENSSHAG00000014737
monodelphis_domestica ENSMODG00000015645
ursus_americanus ENSUAMG00000007739
ursus_maritimus ENSUMAG00000000233
ailuropoda_melanoleuca ENSAMEG00000001898
neovison_vison ENSNVIG00000022859
mustela_putorius_furo ENSMPUG00000004454
canis_lupus_familiaris ENSCAFG00000006831
canis_lupus_dingo ENSCAFG00020011657
vulpes_vulpes ENSVVUG00000025747
panthera_pardus ENSPPRG00000000573
panthera_tigris_altaica ENSPTIG00000000924
felis_catus ENSFCAG00000001693
equus_asinus_asinus ENSEASG00005013184
equus_caballus ENSECAG00000009611
bos_mutus ENSBMUG00000002145
bos_taurus ENSBTAG00000009167
bison_bison_bison ENSBBBG00000005364
capra_hircus ENSCHIG00000020472
ovis_aries ENSOARG00000016772
tursiops_truncatus ENSTTRG00000005170
sus_scrofa ENSSSCG00000025820
erinaceus_europaeus ENSEEUG00000001256
pan_troglodytes ENSPTRG00000005628
pan_paniscus ENSPPAG00000039123
homo_sapiens ENSG00000139370
gorilla_gorilla ENSGGOG00000014472
pongo_abelii ENSPPYG00000005114
nomascus_leucogenys ENSNLEG00000008193
macaca_fascicularis ENSMFAG00000039467
macaca_nemestrina ENSMNEG00000044538
cercocebus_atys ENSCATG00000030429
theropithecus_gelada ENSTGEG00000027882
papio_anubis ENSPANG00000014782
chlorocebus_sabaeus ENSCSAG00000001957
rhinopithecus_bieti ENSRBIG00000043404
rhinopithecus_roxellana ENSRROG00000043750
piliocolobus_tephrosceles ENSPTEG00000001876
mandrillus_leucophaeus ENSMLEG00000036875
macaca_mulatta ENSMMUG00000005767
colobus_angolensis_palliatus ENSCANG00000029827
cebus_capucinus_imitator ENSCCAG00000026060
callithrix_jacchus ENSCJAG00000003622
saimiri_boliviensis_boliviensis ENSSBOG00000027729
aotus_nancymaae ENSANAG00000023690
carlito_syrichta ENSTSYG00000004765
propithecus_coquereli ENSPCOG00000018265
prolemur_simus ENSPSMG00000022811
otolemur_garnettii ENSOGAG00000016954
urocitellus_parryii ENSUPAG00010011731
marmota_marmota_marmota ENSMMMG00000005522
cavia_porcellus ENSCPOG00000002927
cavia_aperea ENSCAPG00000014404
chinchilla_lanigera ENSCLAG00000011341
octodon_degus ENSODEG00000009561
