astyanax_mexicanus ENSAMXG00000001769
pygocentrus_nattereri ENSPNAG00000012556
ictalurus_punctatus ENSIPUG00000019426
pygocentrus_nattereri ENSPNAG00000012565
danio_rerio ENSDARG00000094018
danio_rerio ENSDARG00000092018
labrus_bergylta ENSLBEG00000000433
mola_mola ENSMMOG00000014714
anabas_testudineus ENSATEG00000011454
gambusia_affinis ENSGAFG00000015957
cyprinodon_variegatus ENSCVAG00000018585
amphiprion_ocellaris ENSAOCG00000013314
seriola_dumerili ENSSDUG00000016666
cynoglossus_semilaevis ENSCSEG00000009704
takifugu_rubripes ENSTRUG00000012029
poecilia_latipinna ENSPLAG00000003333
poecilia_formosa ENSPFOG00000000556
xiphophorus_maculatus ENSXMAG00000015263
fundulus_heteroclitus ENSFHEG00000021931
kryptolebias_marmoratus ENSKMAG00000010469
oryzias_latipes_asm223471v1 ENSORLG00020015910
oryzias_latipes_asm223469v1 ENSORLG00015006675
oryzias_latipes_asm223467v1 ENSORLG00000024023
haplochromis_burtoni ENSHBUG00000003186
astatotilapia_calliptera ENSACLG00000024680
maylandia_zebra ENSMZEG00005021702
oreochromis_niloticus ENSONIG00000013806
neolamprologus_brichardi ENSNBRG00000014802
amphilophus_citrinellus ENSACIG00000007039
amphiprion_percula ENSAPEG00000021836
monopterus_albus ENSMALG00000004510
mastacembelus_armatus ENSMAMG00000017950
hippocampus_comes ENSHCOG00000012972
paramormyrops_kingsleyae ENSPKIG00000015107
scleropages_formosus ENSSFOG00015005665
lepisosteus_oculatus ENSLOCG00000006263
phascolarctos_cinereus ENSPCIG00000009834
notamacropus_eugenii ENSMEUG00000005339
sarcophilus_harrisii ENSSHAG00000010827
monodelphis_domestica ENSMODG00000013720
dasypus_novemcinctus ENSDNOG00000015286
choloepus_hoffmanni ENSCHOG00000010741
loxodonta_africana ENSLAFG00000003831
procavia_capensis ENSPCAG00000005305
echinops_telfairi ENSETEG00000018752
microtus_ochrogaster ENSMOCG00000019713
peromyscus_maniculatus_bairdii ENSPEMG00000023061
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022173
cricetulus_griseus_crigri_1.0 ENSCGRG00000015883
cricetulus_griseus_crigri-picr ENSCGRG00015018566
mesocricetus_auratus ENSMAUG00000002432
mus_spicilegus ENSMSIG00000010654
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033288
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042790
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032149
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015019
rattus_norvegicus ENSRNOG00000017151
meriones_unguiculatus ENSMUGG00000013712
nannospalax_galili ENSNGAG00000015039
jaculus_jaculus ENSJJAG00000004332
castor_canadensis ENSCCNG00000016698
castor_canadensis ENSCCNG00000022140
dipodomys_ordii ENSDORG00000013754
chinchilla_lanigera ENSCLAG00000013474
