loxodonta_africana ENSLAFG00000014451
echinops_telfairi ENSETEG00000006182
procavia_capensis ENSPCAG00000004217
procavia_capensis ENSPCAG00000000862
echinops_telfairi ENSETEG00000003203
echinops_telfairi ENSETEG00000001475
echinops_telfairi ENSETEG00000003195
dasypus_novemcinctus ENSDNOG00000030942
canis_lupus_familiaris ENSCAFG00000029288
canis_lupus_dingo ENSCAFG00020013111
mustela_putorius_furo ENSMPUG00000006510
ursus_maritimus ENSUMAG00000023056
panthera_tigris_altaica ENSPTIG00000013112
panthera_pardus ENSPPRG00000014182
felis_catus ENSFCAG00000034802
equus_asinus_asinus ENSEASG00005013624
pan_troglodytes ENSPTRG00000011108
pan_paniscus ENSPPAG00000038121
homo_sapiens ENSG00000167380
gorilla_gorilla ENSGGOG00000017030
pongo_abelii ENSPPYG00000010084
nomascus_leucogenys ENSNLEG00000001918
theropithecus_gelada ENSTGEG00000017115
papio_anubis ENSPANG00000011697
mandrillus_leucophaeus ENSMLEG00000033428
macaca_fascicularis ENSMFAG00000029891
macaca_mulatta ENSMMUG00000047704
macaca_nemestrina ENSMNEG00000041738
cercocebus_atys ENSCATG00000035865
chlorocebus_sabaeus ENSCSAG00000003329
piliocolobus_tephrosceles ENSPTEG00000032094
colobus_angolensis_palliatus ENSCANG00000027624
rhinopithecus_roxellana ENSRROG00000034750
rhinopithecus_bieti ENSRBIG00000040720
cebus_capucinus_imitator ENSCCAG00000024062
saimiri_boliviensis_boliviensis ENSSBOG00000025050
callithrix_jacchus ENSCJAG00000013321
aotus_nancymaae ENSANAG00000034128
carlito_syrichta ENSTSYG00000003925
prolemur_simus ENSPSMG00000011208
microcebus_murinus ENSMICG00000016718
propithecus_coquereli ENSPCOG00000020501
tupaia_belangeri ENSTBEG00000005789
chinchilla_lanigera ENSCLAG00000003065
cavia_porcellus ENSCPOG00000040740
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007588
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003200
fukomys_damarensis ENSFDAG00000016521
urocitellus_parryii ENSUPAG00010021866
ictidomys_tridecemlineatus ENSSTOG00000034090
spermophilus_dauricus ENSSDAG00000009736
marmota_marmota_marmota ENSMMMG00000016098
castor_canadensis ENSCCNG00000000352
castor_canadensis ENSCCNG00000001799
castor_canadensis ENSCCNG00000000349
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030422
mus_spicilegus ENSMSIG00000000707
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050605
rattus_norvegicus ENSRNOG00000019416
meriones_unguiculatus ENSMUGG00000021323
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013367
cricetulus_griseus_crigri-picr ENSCGRG00015014052
mesocricetus_auratus ENSMAUG00000007219
ursus_maritimus ENSUMAG00000023059
ursus_americanus ENSUAMG00000013693
neovison_vison ENSNVIG00000024694
mustela_putorius_furo ENSMPUG00000006493
canis_lupus_dingo ENSCAFG00020013066
canis_lupus_familiaris ENSCAFG00000029028
vulpes_vulpes ENSVVUG00000008599
panthera_pardus ENSPPRG00000014343
panthera_tigris_altaica ENSPTIG00000017831
felis_catus ENSFCAG00000028299
equus_caballus ENSECAG00000020833
equus_asinus_asinus ENSEASG00005013630
bos_mutus ENSBMUG00000018098
bos_taurus ENSBTAG00000050035
bison_bison_bison ENSBBBG00000016177
capra_hircus ENSCHIG00000015070
tursiops_truncatus ENSTTRG00000003670
sus_scrofa ENSSSCG00000003076
pteropus_vampyrus ENSPVAG00000012830
pteropus_vampyrus ENSPVAG00000001094
procavia_capensis ENSPCAG00000009273
dasypus_novemcinctus ENSDNOG00000008352
choloepus_hoffmanni ENSCHOG00000000628
macaca_mulatta ENSMMUG00000012808
procavia_capensis ENSPCAG00000000113
pogona_vitticeps ENSPVIG00000008685
neolamprologus_brichardi ENSNBRG00000010405
eptatretus_burgeri ENSEBUG00000005310
