monodelphis_domestica ENSMODG00000011201
phascolarctos_cinereus ENSPCIG00000000088
sarcophilus_harrisii ENSSHAG00000012987
procavia_capensis ENSPCAG00000003067
echinops_telfairi ENSETEG00000000608
loxodonta_africana ENSLAFG00000015534
saimiri_boliviensis_boliviensis ENSSBOG00000031143
rhinopithecus_bieti ENSRBIG00000025898
carlito_syrichta ENSTSYG00000006781
aotus_nancymaae ENSANAG00000028996
callithrix_jacchus ENSCJAG00000044956
cebus_capucinus_imitator ENSCCAG00000031846
cebus_capucinus_imitator ENSCCAG00000024165
cebus_capucinus_imitator ENSCCAG00000031486
aotus_nancymaae ENSANAG00000026386
cebus_capucinus_imitator ENSCCAG00000029103
saimiri_boliviensis_boliviensis ENSSBOG00000029081
macaca_fascicularis ENSMFAG00000043503
macaca_mulatta ENSMMUG00000001903
pan_troglodytes ENSPTRG00000047583
pan_troglodytes ENSPTRG00000014824
pan_paniscus ENSPPAG00000042550
homo_sapiens ENSG00000163807
gorilla_gorilla ENSGGOG00000002580
pongo_abelii ENSPPYG00000013954
nomascus_leucogenys ENSNLEG00000033774
chlorocebus_sabaeus ENSCSAG00000016591
mandrillus_leucophaeus ENSMLEG00000035072
cercocebus_atys ENSCATG00000045068
theropithecus_gelada ENSTGEG00000012928
papio_anubis ENSPANG00000019678
colobus_angolensis_palliatus ENSCANG00000039013
piliocolobus_tephrosceles ENSPTEG00000011758
rhinopithecus_roxellana ENSRROG00000029816
rhinopithecus_roxellana ENSRROG00000040184
macaca_fascicularis ENSMFAG00000043240
macaca_mulatta ENSMMUG00000023150
macaca_nemestrina ENSMNEG00000042776
piliocolobus_tephrosceles ENSPTEG00000032736
propithecus_coquereli ENSPCOG00000024693
microcebus_murinus ENSMICG00000005578
prolemur_simus ENSPSMG00000015820
propithecus_coquereli ENSPCOG00000014402
microcebus_murinus ENSMICG00000033292
piliocolobus_tephrosceles ENSPTEG00000014816
ochotona_princeps ENSOPRG00000016583
ursus_americanus ENSUAMG00000001910
ursus_maritimus ENSUMAG00000005959
ailuropoda_melanoleuca ENSAMEG00000012027
mustela_putorius_furo ENSMPUG00000015348
neovison_vison ENSNVIG00000020998
canis_lupus_dingo ENSCAFG00020013246
canis_lupus_familiaris ENSCAFG00000014132
vulpes_vulpes ENSVVUG00000007169
panthera_tigris_altaica ENSPTIG00000013723
panthera_pardus ENSPPRG00000011059
felis_catus ENSFCAG00000007638
equus_caballus ENSECAG00000024783
equus_asinus_asinus ENSEASG00005007977
sorex_araneus ENSSARG00000006034
bos_mutus ENSBMUG00000010719
bos_taurus ENSBTAG00000016725
bison_bison_bison ENSBBBG00000018246
