dromaius_novaehollandiae ENSDNVG00000008382
nothoprocta_perdicaria ENSNPEG00000013006
lonchura_striata_domestica ENSLSDG00000016190
taeniopygia_guttata ENSTGUG00000000764
junco_hyemalis ENSJHYG00000006426
zonotrichia_albicollis ENSZALG00000000491
serinus_canaria ENSSCAG00000008276
ficedula_albicollis ENSFALG00000006949
cyanistes_caeruleus ENSCCEG00000014194
parus_major ENSPMJG00000005481
lepidothrix_coronata ENSLCOG00000015268
anas_platyrhynchos_platyrhynchos ENSAPLG00000015491
anser_brachyrhynchus ENSABRG00000016717
meleagris_gallopavo ENSMGAG00000005311
coturnix_japonica ENSCJPG00005003248
gallus_gallus ENSGALG00000006599
numida_meleagris ENSNMEG00000007997
calidris_pugnax ENSCPUG00000019221
calidris_pygmaea ENSCPGG00000006006
melopsittacus_undulatus ENSMUNG00000006990
crocodylus_porosus ENSCPRG00005006296
chrysemys_picta_bellii ENSCPBG00000017099
gopherus_agassizii ENSGAGG00000017801
pelodiscus_sinensis ENSPSIG00000007773
apteryx_owenii ENSAOWG00000006511
apteryx_haastii ENSAHAG00000013101
apteryx_rowi ENSARWG00000016648
manacus_vitellinus ENSMVIG00005010114
chelonoidis_abingdonii ENSCABG00000020265
anolis_carolinensis ENSACAG00000002297
pogona_vitticeps ENSPVIG00000003133
notechis_scutatus ENSNSUG00000019879
salvator_merianae ENSSMRG00000014324
sphenodon_punctatus ENSSPUG00000001782
loxodonta_africana ENSLAFG00000014874
procavia_capensis ENSPCAG00000014823
choloepus_hoffmanni ENSCHOG00000001472
dasypus_novemcinctus ENSDNOG00000003539
cricetulus_griseus_crigri_1.0 ENSCGRG00000001939
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004629
cricetulus_griseus_crigri-picr ENSCGRG00015014083
mesocricetus_auratus ENSMAUG00000019703
microtus_ochrogaster ENSMOCG00000002771
peromyscus_maniculatus_bairdii ENSPEMG00000005504
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019076
mus_spicilegus ENSMSIG00000015479
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021156
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018218
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019268
rattus_norvegicus ENSRNOG00000014670
meriones_unguiculatus ENSMUGG00000022677
nannospalax_galili ENSNGAG00000020906
jaculus_jaculus ENSJJAG00000013493
castor_canadensis ENSCCNG00000030144
dipodomys_ordii ENSDORG00000013904
chinchilla_lanigera ENSCLAG00000016957
cavia_porcellus ENSCPOG00000012674
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006076
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007014
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010705
fukomys_damarensis ENSFDAG00000009221
octodon_degus ENSODEG00000008535
octodon_degus ENSODEG00000001479
ictidomys_tridecemlineatus ENSSTOG00000010061
spermophilus_dauricus ENSSDAG00000014405
urocitellus_parryii ENSUPAG00010020227
marmota_marmota_marmota ENSMMMG00000012308
oryctolagus_cuniculus ENSOCUG00000027497
ochotona_princeps ENSOPRG00000014639
pan_troglodytes ENSPTRG00000002229
pan_paniscus ENSPPAG00000042391
homo_sapiens ENSG00000015171
gorilla_gorilla ENSGGOG00000016536
pongo_abelii ENSPPYG00000002032
nomascus_leucogenys ENSNLEG00000013233
rhinopithecus_roxellana ENSRROG00000033418
rhinopithecus_bieti ENSRBIG00000044750
colobus_angolensis_palliatus ENSCANG00000035981
piliocolobus_tephrosceles ENSPTEG00000020489
cercocebus_atys ENSCATG00000015455
mandrillus_leucophaeus ENSMLEG00000031113
theropithecus_gelada ENSTGEG00000020358
papio_anubis ENSPANG00000023622
chlorocebus_sabaeus ENSCSAG00000014129
macaca_fascicularis ENSMFAG00000000418
macaca_mulatta ENSMMUG00000021279
macaca_nemestrina ENSMNEG00000014306
cebus_capucinus_imitator ENSCCAG00000035790
saimiri_boliviensis_boliviensis ENSSBOG00000030372
callithrix_jacchus ENSCJAG00000018489
aotus_nancymaae ENSANAG00000027138
aotus_nancymaae ENSANAG00000027917
carlito_syrichta ENSTSYG00000006711
propithecus_coquereli ENSPCOG00000027115
microcebus_murinus ENSMICG00000010021
prolemur_simus ENSPSMG00000008041
otolemur_garnettii ENSOGAG00000013448
tupaia_belangeri ENSTBEG00000006015
sorex_araneus ENSSARG00000009511
erinaceus_europaeus ENSEEUG00000000152
pteropus_vampyrus ENSPVAG00000017861
panthera_tigris_altaica ENSPTIG00000008041
panthera_pardus ENSPPRG00000003444
felis_catus ENSFCAG00000033980
ursus_maritimus ENSUMAG00000009830
ursus_americanus ENSUAMG00000005077
ailuropoda_melanoleuca ENSAMEG00000010192
canis_lupus_dingo ENSCAFG00020003251
canis_lupus_familiaris ENSCAFG00000005669
vulpes_vulpes ENSVVUG00000009826
mustela_putorius_furo ENSMPUG00000016216
neovison_vison ENSNVIG00000010519
sus_scrofa ENSSSCG00000011166
vicugna_pacos ENSVPAG00000004689
bos_mutus ENSBMUG00000003153
bos_taurus ENSBTAG00000002578
bison_bison_bison ENSBBBG00000020595
capra_hircus ENSCHIG00000024812
ovis_aries ENSOARG00000016155
tursiops_truncatus ENSTTRG00000016048
equus_asinus_asinus ENSEASG00005018588
equus_caballus ENSECAG00000000725
equus_caballus ENSECAG00000000683
equus_asinus_asinus ENSEASG00005005226
myotis_lucifugus ENSMLUG00000014676
cavia_aperea ENSCAPG00000000177
echinops_telfairi ENSETEG00000008222
phascolarctos_cinereus ENSPCIG00000013482
notamacropus_eugenii ENSMEUG00000012270
sarcophilus_harrisii ENSSHAG00000007920
monodelphis_domestica ENSMODG00000005572
ornithorhynchus_anatinus ENSOANG00000006111
xenopus_tropicalis ENSXETG00000016884
latimeria_chalumnae ENSLACG00000001835
periophthalmus_magnuspinnatus ENSPMGG00000014324
hippocampus_comes ENSHCOG00000011732
tetraodon_nigroviridis ENSTNIG00000007986
takifugu_rubripes ENSTRUG00000004417
mola_mola ENSMMOG00000011427
labrus_bergylta ENSLBEG00000027789
labrus_bergylta ENSLBEG00000013075
gasterosteus_aculeatus ENSGACG00000017546
xiphophorus_maculatus ENSXMAG00000006568
gambusia_affinis ENSGAFG00000001805
poecilia_latipinna ENSPLAG00000000593
poecilia_formosa ENSPFOG00000009308
poecilia_mexicana ENSPMEG00000013693
poecilia_reticulata ENSPREG00000019677
fundulus_heteroclitus ENSFHEG00000023140
cyprinodon_variegatus ENSCVAG00000001743
kryptolebias_marmoratus ENSKMAG00000021560
oryzias_latipes_asm223467v1 ENSORLG00000005930
oryzias_latipes_asm223469v1 ENSORLG00015021081
oryzias_latipes_asm223471v1 ENSORLG00020021319
oryzias_melastigma ENSOMEG00000018873
amphiprion_ocellaris ENSAOCG00000002920
acanthochromis_polyacanthus ENSAPOG00000000592
stegastes_partitus ENSSPAG00000014732
astatotilapia_calliptera ENSACLG00000026677
maylandia_zebra ENSMZEG00005025807
pundamilia_nyererei ENSPNYG00000024254
haplochromis_burtoni ENSHBUG00000007994
oreochromis_niloticus ENSONIG00000017687
amphilophus_citrinellus ENSACIG00000018491
mastacembelus_armatus ENSMAMG00000013405
monopterus_albus ENSMALG00000012236
anabas_testudineus ENSATEG00000012396
seriola_dumerili ENSSDUG00000006964
seriola_lalandi_dorsalis ENSSLDG00000020546
scophthalmus_maximus ENSSMAG00000018192
cynoglossus_semilaevis ENSCSEG00000007281
gadus_morhua ENSGMOG00000013209
esox_lucius ENSELUG00000008968
pygocentrus_nattereri ENSPNAG00000029173
astyanax_mexicanus ENSAMXG00000005242
ictalurus_punctatus ENSIPUG00000005851
danio_rerio ENSDARG00000057249
scleropages_formosus ENSSFOG00015003470
paramormyrops_kingsleyae ENSPKIG00000012498
scleropages_formosus ENSSFOG00015006546
paramormyrops_kingsleyae ENSPKIG00000018961
lepisosteus_oculatus ENSLOCG00000012334
petromyzon_marinus ENSPMAG00000003130
eptatretus_burgeri ENSEBUG00000001145
ciona_savignyi ENSCSAVG00000011172
ciona_intestinalis ENSCING00000003119
drosophila_melanogaster FBgn0033752
