tursiops_truncatus ENSTTRG00000003212
myotis_lucifugus ENSMLUG00000005715
sorex_araneus ENSSARG00000013797
ailuropoda_melanoleuca ENSAMEG00000000613
canis_lupus_dingo ENSCAFG00020023309
meriones_unguiculatus ENSMUGG00000020744
meriones_unguiculatus ENSMUGG00000020738
rhinopithecus_bieti ENSRBIG00000032538
ursus_maritimus ENSUMAG00000005716
vulpes_vulpes ENSVVUG00000025663
mustela_putorius_furo ENSMPUG00000014335
prolemur_simus ENSPSMG00000012194
choloepus_hoffmanni ENSCHOG00000010848
macaca_fascicularis ENSMFAG00000033089
macaca_mulatta ENSMMUG00000004861
macaca_nemestrina ENSMNEG00000031455
papio_anubis ENSPANG00000008458
theropithecus_gelada ENSTGEG00000012154
mandrillus_leucophaeus ENSMLEG00000038330
cercocebus_atys ENSCATG00000035241
chlorocebus_sabaeus ENSCSAG00000016625
piliocolobus_tephrosceles ENSPTEG00000021371
colobus_angolensis_palliatus ENSCANG00000000409
rhinopithecus_roxellana ENSRROG00000009613
pongo_abelii ENSPPYG00000015455
pongo_abelii ENSPPYG00000020534
pan_troglodytes ENSPTRG00000016864
pan_paniscus ENSPPAG00000031693
gorilla_gorilla ENSGGOG00000001243
homo_sapiens ENSG00000164258
nomascus_leucogenys ENSNLEG00000011064
cebus_capucinus_imitator ENSCCAG00000032381
saimiri_boliviensis_boliviensis ENSSBOG00000014595
callithrix_jacchus ENSCJAG00000001607
aotus_nancymaae ENSANAG00000028758
carlito_syrichta ENSTSYG00000007361
propithecus_coquereli ENSPCOG00000004473
microcebus_murinus ENSMICG00000041801
ursus_americanus ENSUAMG00000022916
neovison_vison ENSNVIG00000002513
canis_lupus_familiaris ENSCAFG00000010200
canis_lupus_dingo ENSCAFG00020005291
vulpes_vulpes ENSVVUG00000016569
panthera_pardus ENSPPRG00000012826
panthera_tigris_altaica ENSPTIG00000019720
felis_catus ENSFCAG00000042720
equus_asinus_asinus ENSEASG00005013326
equus_caballus ENSECAG00000017188
pteropus_vampyrus ENSPVAG00000013996
vicugna_pacos ENSVPAG00000001126
sus_scrofa ENSSSCG00000016893
capra_hircus ENSCHIG00000025172
ovis_aries ENSOARG00000008081
bos_taurus ENSBTAG00000003728
bos_mutus ENSBMUG00000023018
bison_bison_bison ENSBBBG00000016099
tupaia_belangeri ENSTBEG00000004605
chinchilla_lanigera ENSCLAG00000006010
octodon_degus ENSODEG00000017447
cavia_porcellus ENSCPOG00000034374
cavia_porcellus ENSCPOG00000024866
cavia_aperea ENSCAPG00000014162
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003956
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016617
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013699
fukomys_damarensis ENSFDAG00000017757
spermophilus_dauricus ENSSDAG00000023045
ictidomys_tridecemlineatus ENSSTOG00000005327
urocitellus_parryii ENSUPAG00010005134
marmota_marmota_marmota ENSMMMG00000009503
castor_canadensis ENSCCNG00000019013
dipodomys_ordii ENSDORG00000002429
cricetulus_griseus_crigri-picr ENSCGRG00015021050
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024001
cricetulus_griseus_crigri_1.0 ENSCGRG00000002528
mesocricetus_auratus ENSMAUG00000008411
microtus_ochrogaster ENSMOCG00000002566
peromyscus_maniculatus_bairdii ENSPEMG00000001791
mus_spicilegus ENSMSIG00000022661
mus_spicilegus ENSMSIG00000022629
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019788
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021764
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018910
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015980
rattus_norvegicus ENSRNOG00000011383
nannospalax_galili ENSNGAG00000018554
jaculus_jaculus ENSJJAG00000013703
oryctolagus_cuniculus ENSOCUG00000000790
ochotona_princeps ENSOPRG00000013784
erinaceus_europaeus ENSEEUG00000015851
procavia_capensis ENSPCAG00000013496
dasypus_novemcinctus ENSDNOG00000037252
loxodonta_africana ENSLAFG00000015151
notamacropus_eugenii ENSMEUG00000001362
phascolarctos_cinereus ENSPCIG00000019873
sarcophilus_harrisii ENSSHAG00000009761
monodelphis_domestica ENSMODG00000019465
serinus_canaria ENSSCAG00000009181
ficedula_albicollis ENSFALG00000010767
manacus_vitellinus ENSMVIG00005008840
calidris_pugnax ENSCPUG00000015139
apteryx_rowi ENSARWG00000013460
nothoprocta_perdicaria ENSNPEG00000000798
anas_platyrhynchos_platyrhynchos ENSAPLG00000014315
anser_brachyrhynchus ENSABRG00000020999
meleagris_gallopavo ENSMGAG00000003843
parus_major ENSPMJG00000015888
zonotrichia_albicollis ENSZALG00000005556
apteryx_owenii ENSAOWG00000009610
calidris_pygmaea ENSCPGG00000006271
gopherus_agassizii ENSGAGG00000005502
dromaius_novaehollandiae ENSDNVG00000016612
apteryx_haastii ENSAHAG00000002669
taeniopygia_guttata ENSTGUG00000002441
lonchura_striata_domestica ENSLSDG00000005639
cyanistes_caeruleus ENSCCEG00000016283
lepidothrix_coronata ENSLCOG00000007547
melopsittacus_undulatus ENSMUNG00000013496
gallus_gallus ENSGALG00000028026
coturnix_japonica ENSCJPG00005000889
numida_meleagris ENSNMEG00000006503
sphenodon_punctatus ENSSPUG00000006012
chrysemys_picta_bellii ENSCPBG00000007496
chelonoidis_abingdonii ENSCABG00000001796
pelodiscus_sinensis ENSPSIG00000010504
anolis_carolinensis ENSACAG00000015523
pogona_vitticeps ENSPVIG00000008874
notechis_scutatus ENSNSUG00000001395
salvator_merianae ENSSMRG00000018917
ornithorhynchus_anatinus ENSOANG00000001765
crocodylus_porosus ENSCPRG00005016759
xenopus_tropicalis ENSXETG00000023384
latimeria_chalumnae ENSLACG00000011149
maylandia_zebra ENSMZEG00005012399
astatotilapia_calliptera ENSACLG00000009167
haplochromis_burtoni ENSHBUG00000012082
pundamilia_nyererei ENSPNYG00000005530
neolamprologus_brichardi ENSNBRG00000021396
oreochromis_niloticus ENSONIG00000014271
amphilophus_citrinellus ENSACIG00000020523
oryzias_latipes_asm223467v1 ENSORLG00000026340
oryzias_latipes_asm223469v1 ENSORLG00015016771
oryzias_latipes_asm223471v1 ENSORLG00020007218
oryzias_melastigma ENSOMEG00000016013
takifugu_rubripes ENSTRUG00000016661
tetraodon_nigroviridis ENSTNIG00000015940
mola_mola ENSMMOG00000010341
labrus_bergylta ENSLBEG00000023446
gasterosteus_aculeatus ENSGACG00000004614
scophthalmus_maximus ENSSMAG00000007862
amphiprion_percula ENSAPEG00000015811
amphiprion_ocellaris ENSAOCG00000002045
acanthochromis_polyacanthus ENSAPOG00000006181
stegastes_partitus ENSSPAG00000009698
poecilia_mexicana ENSPMEG00000016274
poecilia_formosa ENSPFOG00000015416
poecilia_reticulata ENSPREG00000009567
xiphophorus_couchianus ENSXCOG00000009406
xiphophorus_maculatus ENSXMAG00000010194
