fundulus_heteroclitus ENSFHEG00000003154
mastacembelus_armatus ENSMAMG00000018465
maylandia_zebra ENSMZEG00005007961
haplochromis_burtoni ENSHBUG00000016730
astatotilapia_calliptera ENSACLG00000005695
pundamilia_nyererei ENSPNYG00000017168
neolamprologus_brichardi ENSNBRG00000020000
labrus_bergylta ENSLBEG00000020834
monopterus_albus ENSMALG00000017102
amphiprion_percula ENSAPEG00000009976
amphiprion_ocellaris ENSAOCG00000000667
acanthochromis_polyacanthus ENSAPOG00000002767
poecilia_latipinna ENSPLAG00000019628
poecilia_mexicana ENSPMEG00000002796
gambusia_affinis ENSGAFG00000012704
cyprinodon_variegatus ENSCVAG00000018580
oryzias_latipes_asm223469v1 ENSORLG00015014409
oryzias_latipes_asm223467v1 ENSORLG00000024686
oryzias_latipes_asm223471v1 ENSORLG00020009480
amphilophus_citrinellus ENSACIG00000008108
seriola_dumerili ENSSDUG00000011283
hippocampus_comes ENSHCOG00000018898
astyanax_mexicanus ENSAMXG00000041052
paramormyrops_kingsleyae ENSPKIG00000007183
ictalurus_punctatus ENSIPUG00000017072
seriola_lalandi_dorsalis ENSSLDG00000003006
nothoprocta_perdicaria ENSNPEG00000006556
