anolis_carolinensis ENSACAG00000007126
pogona_vitticeps ENSPVIG00000024070
notechis_scutatus ENSNSUG00000000498
salvator_merianae ENSSMRG00000007360
sphenodon_punctatus ENSSPUG00000012507
lonchura_striata_domestica ENSLSDG00000002568
taeniopygia_guttata ENSTGUG00000013019
serinus_canaria ENSSCAG00000001102
junco_hyemalis ENSJHYG00000014276
zonotrichia_albicollis ENSZALG00000012958
ficedula_albicollis ENSFALG00000007630
parus_major ENSPMJG00000002652
cyanistes_caeruleus ENSCCEG00000002406
manacus_vitellinus ENSMVIG00005001875
lepidothrix_coronata ENSLCOG00000002201
melopsittacus_undulatus ENSMUNG00000000089
calidris_pygmaea ENSCPGG00000011207
calidris_pugnax ENSCPUG00000002902
anser_brachyrhynchus ENSABRG00000004823
anas_platyrhynchos_platyrhynchos ENSAPLG00000001786
gallus_gallus ENSGALG00000055000
coturnix_japonica ENSCJPG00005004503
meleagris_gallopavo ENSMGAG00000015253
apteryx_haastii ENSAHAG00000000366
apteryx_owenii ENSAOWG00000000337
apteryx_rowi ENSARWG00000002170
dromaius_novaehollandiae ENSDNVG00000005183
nothoprocta_perdicaria ENSNPEG00000010104
crocodylus_porosus ENSCPRG00005016541
gopherus_agassizii ENSGAGG00000001863
chelonoidis_abingdonii ENSCABG00000000823
chrysemys_picta_bellii ENSCPBG00000027796
pelodiscus_sinensis ENSPSIG00000001388
monodelphis_domestica ENSMODG00000024056
sarcophilus_harrisii ENSSHAG00000012725
pteropus_vampyrus ENSPVAG00000013253
myotis_lucifugus ENSMLUG00000014611
equus_caballus ENSECAG00000005901
equus_asinus_asinus ENSEASG00005013877
ursus_americanus ENSUAMG00000011382
ursus_maritimus ENSUMAG00000011398
ailuropoda_melanoleuca ENSAMEG00000019889
neovison_vison ENSNVIG00000000969
mustela_putorius_furo ENSMPUG00000007915
canis_lupus_dingo ENSCAFG00020000578
canis_lupus_familiaris ENSCAFG00000004848
vulpes_vulpes ENSVVUG00000022877
panthera_tigris_altaica ENSPTIG00000009850
panthera_pardus ENSPPRG00000017268
felis_catus ENSFCAG00000043035
ovis_aries ENSOARG00000015282
capra_hircus ENSCHIG00000010510
bos_mutus ENSBMUG00000012629
bos_taurus ENSBTAG00000011668
bison_bison_bison ENSBBBG00000019169
tursiops_truncatus ENSTTRG00000007151
sus_scrofa ENSSSCG00000031979
sus_scrofa ENSSSCG00000023436
peromyscus_maniculatus_bairdii ENSPEMG00000020478
microtus_ochrogaster ENSMOCG00000002453
cricetulus_griseus_crigri-picr ENSCGRG00015011542
cricetulus_griseus_crigri_1.0 ENSCGRG00000007150
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018658
mesocricetus_auratus ENSMAUG00000015696
mus_spicilegus ENSMSIG00000025623
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051727
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013224
rattus_norvegicus ENSRNOG00000012494
meriones_unguiculatus ENSMUGG00000026356
nannospalax_galili ENSNGAG00000014816
jaculus_jaculus ENSJJAG00000022138
castor_canadensis ENSCCNG00000029324
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018038
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019142
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015684
fukomys_damarensis ENSFDAG00000002151
fukomys_damarensis ENSFDAG00000013510
cavia_porcellus ENSCPOG00000037873
urocitellus_parryii ENSUPAG00010012000
ictidomys_tridecemlineatus ENSSTOG00000031614
spermophilus_dauricus ENSSDAG00000017564
marmota_marmota_marmota ENSMMMG00000006927
oryctolagus_cuniculus ENSOCUG00000005742
ochotona_princeps ENSOPRG00000005235
homo_sapiens ENSG00000151364
gorilla_gorilla ENSGGOG00000013554
pan_troglodytes ENSPTRG00000004109
pan_paniscus ENSPPAG00000042258
pongo_abelii ENSPPYG00000003716
nomascus_leucogenys ENSNLEG00000026663
theropithecus_gelada ENSTGEG00000002376
chlorocebus_sabaeus ENSCSAG00000003806
papio_anubis ENSPANG00000032429
cercocebus_atys ENSCATG00000007749
macaca_nemestrina ENSMNEG00000042231
macaca_fascicularis ENSMFAG00000030889
macaca_mulatta ENSMMUG00000017471
mandrillus_leucophaeus ENSMLEG00000030473
colobus_angolensis_palliatus ENSCANG00000042581
piliocolobus_tephrosceles ENSPTEG00000035004
rhinopithecus_roxellana ENSRROG00000030587
rhinopithecus_bieti ENSRBIG00000042721
cebus_capucinus_imitator ENSCCAG00000030700
saimiri_boliviensis_boliviensis ENSSBOG00000022366
callithrix_jacchus ENSCJAG00000014824
aotus_nancymaae ENSANAG00000032585
carlito_syrichta ENSTSYG00000036516
propithecus_coquereli ENSPCOG00000024125
microcebus_murinus ENSMICG00000044183
prolemur_simus ENSPSMG00000013579
otolemur_garnettii ENSOGAG00000004626
dasypus_novemcinctus ENSDNOG00000000572
echinops_telfairi ENSETEG00000001121
procavia_capensis ENSPCAG00000004793
loxodonta_africana ENSLAFG00000017412
xenopus_tropicalis ENSXETG00000010449
latimeria_chalumnae ENSLACG00000002543
scleropages_formosus ENSSFOG00015002323
paramormyrops_kingsleyae ENSPKIG00000024063
scophthalmus_maximus ENSSMAG00000004330
cynoglossus_semilaevis ENSCSEG00000014476
tetraodon_nigroviridis ENSTNIG00000000489
tetraodon_nigroviridis ENSTNIG00000006030
takifugu_rubripes ENSTRUG00000022906
xiphophorus_couchianus ENSXCOG00000012474
xiphophorus_maculatus ENSXMAG00000027590
gambusia_affinis ENSGAFG00000015728
poecilia_mexicana ENSPMEG00000020968
poecilia_formosa ENSPFOG00000013871
poecilia_latipinna ENSPLAG00000005826
poecilia_reticulata ENSPREG00000017593
fundulus_heteroclitus ENSFHEG00000022125
cyprinodon_variegatus ENSCVAG00000009254
kryptolebias_marmoratus ENSKMAG00000009691
oryzias_latipes_asm223467v1 ENSORLG00000026076
oryzias_latipes_asm223471v1 ENSORLG00020021000
oryzias_latipes_asm223469v1 ENSORLG00015010045
oryzias_melastigma ENSOMEG00000020802
amphiprion_percula ENSAPEG00000000327
amphiprion_ocellaris ENSAOCG00000013663
acanthochromis_polyacanthus ENSAPOG00000007614
stegastes_partitus ENSSPAG00000022289
astatotilapia_calliptera ENSACLG00000013840
maylandia_zebra ENSMZEG00005024675
haplochromis_burtoni ENSHBUG00000002341
pundamilia_nyererei ENSPNYG00000007400
neolamprologus_brichardi ENSNBRG00000003531
oreochromis_niloticus ENSONIG00000001268
amphilophus_citrinellus ENSACIG00000024423
monopterus_albus ENSMALG00000021207
mastacembelus_armatus ENSMAMG00000020167
anabas_testudineus ENSATEG00000003545
mola_mola ENSMMOG00000005161
seriola_dumerili ENSSDUG00000004288
seriola_lalandi_dorsalis ENSSLDG00000018092
labrus_bergylta ENSLBEG00000020933
gasterosteus_aculeatus ENSGACG00000013383
hippocampus_comes ENSHCOG00000005070
gadus_morhua ENSGMOG00000000830
esox_lucius ENSELUG00000024326
pygocentrus_nattereri ENSPNAG00000018601
astyanax_mexicanus ENSAMXG00000030590
ictalurus_punctatus ENSIPUG00000005769
danio_rerio ENSDARG00000110240
lepisosteus_oculatus ENSLOCG00000006426
eptatretus_burgeri ENSEBUG00000000737
