scophthalmus_maximus ENSSMAG00000005516
cynoglossus_semilaevis ENSCSEG00000019736
takifugu_rubripes ENSTRUG00000003322
tetraodon_nigroviridis ENSTNIG00000008605
gasterosteus_aculeatus ENSGACG00000020123
labrus_bergylta ENSLBEG00000000348
anabas_testudineus ENSATEG00000016693
xiphophorus_maculatus ENSXMAG00000028149
xiphophorus_couchianus ENSXCOG00000017985
gambusia_affinis ENSGAFG00000022018
poecilia_formosa ENSPFOG00000018640
poecilia_latipinna ENSPLAG00000010011
poecilia_mexicana ENSPMEG00000020023
poecilia_reticulata ENSPREG00000004216
fundulus_heteroclitus ENSFHEG00000018996
cyprinodon_variegatus ENSCVAG00000010072
kryptolebias_marmoratus ENSKMAG00000000606
oryzias_latipes_asm223471v1 ENSORLG00020005219
oryzias_latipes_asm223467v1 ENSORLG00000020871
oryzias_latipes_asm223469v1 ENSORLG00015010363
oryzias_melastigma ENSOMEG00000011178
amphilophus_citrinellus ENSACIG00000002936
amphilophus_citrinellus ENSACIG00000022103
astatotilapia_calliptera ENSACLG00000001971
haplochromis_burtoni ENSHBUG00000016480
maylandia_zebra ENSMZEG00005009583
pundamilia_nyererei ENSPNYG00000012230
neolamprologus_brichardi ENSNBRG00000004872
oreochromis_niloticus ENSONIG00000015767
amphiprion_ocellaris ENSAOCG00000014399
amphiprion_percula ENSAPEG00000014103
acanthochromis_polyacanthus ENSAPOG00000003512
acanthochromis_polyacanthus ENSAPOG00000012579
monopterus_albus ENSMALG00000005826
mola_mola ENSMMOG00000017959
tetraodon_nigroviridis ENSTNIG00000005305
mastacembelus_armatus ENSMAMG00000001262
hippocampus_comes ENSHCOG00000007374
mola_mola ENSMMOG00000006108
stegastes_partitus ENSSPAG00000008066
periophthalmus_magnuspinnatus ENSPMGG00000012885
seriola_lalandi_dorsalis ENSSLDG00000013004
seriola_dumerili ENSSDUG00000021137
gadus_morhua ENSGMOG00000005460
esox_lucius ENSELUG00000016038
pygocentrus_nattereri ENSPNAG00000019254
astyanax_mexicanus ENSAMXG00000004345
ictalurus_punctatus ENSIPUG00000006579
danio_rerio ENSDARG00000018065
paramormyrops_kingsleyae ENSPKIG00000004498
scleropages_formosus ENSSFOG00015011309
paramormyrops_kingsleyae ENSPKIG00000003994
