astyanax_mexicanus ENSAMXG00000030271
pygocentrus_nattereri ENSPNAG00000020998
ictalurus_punctatus ENSIPUG00000005916
danio_rerio ENSDARG00000045847
fundulus_heteroclitus ENSFHEG00000000763
cyprinodon_variegatus ENSCVAG00000022007
xiphophorus_maculatus ENSXMAG00000006212
xiphophorus_couchianus ENSXCOG00000015231
gambusia_affinis ENSGAFG00000005353
poecilia_mexicana ENSPMEG00000011245
poecilia_formosa ENSPFOG00000004046
poecilia_latipinna ENSPLAG00000012844
poecilia_reticulata ENSPREG00000014266
kryptolebias_marmoratus ENSKMAG00000021149
oryzias_latipes_asm223471v1 ENSORLG00020021390
oryzias_latipes_asm223467v1 ENSORLG00000012343
oryzias_latipes_asm223469v1 ENSORLG00015020102
oryzias_melastigma ENSOMEG00000018780
cynoglossus_semilaevis ENSCSEG00000017523
mastacembelus_armatus ENSMAMG00000023522
monopterus_albus ENSMALG00000011755
anabas_testudineus ENSATEG00000002825
seriola_dumerili ENSSDUG00000016433
seriola_lalandi_dorsalis ENSSLDG00000022965
scophthalmus_maximus ENSSMAG00000013405
mola_mola ENSMMOG00000010023
takifugu_rubripes ENSTRUG00000003852
gasterosteus_aculeatus ENSGACG00000019495
labrus_bergylta ENSLBEG00000010360
amphiprion_percula ENSAPEG00000021403
amphiprion_ocellaris ENSAOCG00000009719
acanthochromis_polyacanthus ENSAPOG00000017055
stegastes_partitus ENSSPAG00000000573
maylandia_zebra ENSMZEG00005014181
astatotilapia_calliptera ENSACLG00000018365
pundamilia_nyererei ENSPNYG00000023934
haplochromis_burtoni ENSHBUG00000005808
neolamprologus_brichardi ENSNBRG00000005384
oreochromis_niloticus ENSONIG00000012083
amphilophus_citrinellus ENSACIG00000010613
hippocampus_comes ENSHCOG00000009918
periophthalmus_magnuspinnatus ENSPMGG00000005149
esox_lucius ENSELUG00000021832
scleropages_formosus ENSSFOG00015001996
paramormyrops_kingsleyae ENSPKIG00000000279
