anas_platyrhynchos_platyrhynchos ENSAPLG00000002494
anser_brachyrhynchus ENSABRG00000010218
gallus_gallus ENSGALG00000043908
coturnix_japonica ENSCJPG00005017283
numida_meleagris ENSNMEG00000020183
calidris_pygmaea ENSCPGG00000007745
dromaius_novaehollandiae ENSDNVG00000002287
nothoprocta_perdicaria ENSNPEG00000008067
apteryx_owenii ENSAOWG00000001400
apteryx_rowi ENSARWG00000003015
apteryx_haastii ENSAHAG00000014459
crocodylus_porosus ENSCPRG00005017503
chelonoidis_abingdonii ENSCABG00000005830
gopherus_agassizii ENSGAGG00000010240
chrysemys_picta_bellii ENSCPBG00000006387
pelodiscus_sinensis ENSPSIG00000016586
chelonoidis_abingdonii ENSCABG00000014770
anolis_carolinensis ENSACAG00000006211
pogona_vitticeps ENSPVIG00000022714
notechis_scutatus ENSNSUG00000017699
salvator_merianae ENSSMRG00000009428
loxodonta_africana ENSLAFG00000008532
procavia_capensis ENSPCAG00000001870
echinops_telfairi ENSETEG00000017617
dasypus_novemcinctus ENSDNOG00000010991
choloepus_hoffmanni ENSCHOG00000003971
pan_paniscus ENSPPAG00000037487
pan_troglodytes ENSPTRG00000006459
gorilla_gorilla ENSGGOG00000003117
homo_sapiens ENSG00000172717
pongo_abelii ENSPPYG00000005918
nomascus_leucogenys ENSNLEG00000000515
mandrillus_leucophaeus ENSMLEG00000037513
cercocebus_atys ENSCATG00000045342
papio_anubis ENSPANG00000024776
chlorocebus_sabaeus ENSCSAG00000013386
macaca_nemestrina ENSMNEG00000043604
macaca_fascicularis ENSMFAG00000043597
macaca_mulatta ENSMMUG00000029318
rhinopithecus_roxellana ENSRROG00000009046
rhinopithecus_bieti ENSRBIG00000032834
colobus_angolensis_palliatus ENSCANG00000039406
piliocolobus_tephrosceles ENSPTEG00000035112
theropithecus_gelada ENSTGEG00000018116
saimiri_boliviensis_boliviensis ENSSBOG00000036103
cebus_capucinus_imitator ENSCCAG00000026161
callithrix_jacchus ENSCJAG00000015489
aotus_nancymaae ENSANAG00000026921
carlito_syrichta ENSTSYG00000004926
propithecus_coquereli ENSPCOG00000012364
microcebus_murinus ENSMICG00000010157
prolemur_simus ENSPSMG00000012131
otolemur_garnettii ENSOGAG00000005176
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014047
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006145
fukomys_damarensis ENSFDAG00000004910
cavia_aperea ENSCAPG00000018006
cavia_porcellus ENSCPOG00000004809
octodon_degus ENSODEG00000013098
chinchilla_lanigera ENSCLAG00000004319
urocitellus_parryii ENSUPAG00010011903
marmota_marmota_marmota ENSMMMG00000021246
spermophilus_dauricus ENSSDAG00000021481
ictidomys_tridecemlineatus ENSSTOG00000001546
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018724
mus_spicilegus ENSMSIG00000014923
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056987
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017878
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029634
rattus_norvegicus ENSRNOG00000028351
meriones_unguiculatus ENSMUGG00000007976
cricetulus_griseus_crigri_1.0 ENSCGRG00000012702
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004808
cricetulus_griseus_crigri-picr ENSCGRG00015027940
mesocricetus_auratus ENSMAUG00000018398
microtus_ochrogaster ENSMOCG00000019257
peromyscus_maniculatus_bairdii ENSPEMG00000010120
nannospalax_galili ENSNGAG00000011990
jaculus_jaculus ENSJJAG00000017827
castor_canadensis ENSCCNG00000025969
oryctolagus_cuniculus ENSOCUG00000016396
ochotona_princeps ENSOPRG00000011051
tupaia_belangeri ENSTBEG00000013809
ovis_aries ENSOARG00000021163
capra_hircus ENSCHIG00000023832
bos_mutus ENSBMUG00000024386
bos_taurus ENSBTAG00000010239
bison_bison_bison ENSBBBG00000023467
tursiops_truncatus ENSTTRG00000015797
sus_scrofa ENSSSCG00000002286
vicugna_pacos ENSVPAG00000005683
equus_caballus ENSECAG00000024556
equus_asinus_asinus ENSEASG00005008707
ursus_maritimus ENSUMAG00000010691
ursus_americanus ENSUAMG00000027643
ailuropoda_melanoleuca ENSAMEG00000008300
mustela_putorius_furo ENSMPUG00000006965
neovison_vison ENSNVIG00000009099
canis_lupus_familiaris ENSCAFG00000016336
canis_lupus_dingo ENSCAFG00020006693
vulpes_vulpes ENSVVUG00000000570
panthera_tigris_altaica ENSPTIG00000019638
panthera_pardus ENSPPRG00000023527
felis_catus ENSFCAG00000013491
pteropus_vampyrus ENSPVAG00000003037
myotis_lucifugus ENSMLUG00000002063
sorex_araneus ENSSARG00000013314
sarcophilus_harrisii ENSSHAG00000007914
phascolarctos_cinereus ENSPCIG00000005240
ornithorhynchus_anatinus ENSOANG00000029042
