mola_mola ENSMMOG00000000836
labrus_bergylta ENSLBEG00000018818
xiphophorus_maculatus ENSXMAG00000028355
xiphophorus_couchianus ENSXCOG00000020025
poecilia_latipinna ENSPLAG00000000598
kryptolebias_marmoratus ENSKMAG00000021138
amphilophus_citrinellus ENSACIG00000014431
amphilophus_citrinellus ENSACIG00000023391
neolamprologus_brichardi ENSNBRG00000013676
astatotilapia_calliptera ENSACLG00000012056
amphiprion_percula ENSAPEG00000022570
acanthochromis_polyacanthus ENSAPOG00000002995
periophthalmus_magnuspinnatus ENSPMGG00000000728
anabas_testudineus ENSATEG00000011368
seriola_lalandi_dorsalis ENSSLDG00000022305
seriola_dumerili ENSSDUG00000009125
hippocampus_comes ENSHCOG00000020374
paramormyrops_kingsleyae ENSPKIG00000020500
