mastacembelus_armatus ENSMAMG00000013035
monopterus_albus ENSMALG00000019994
seriola_dumerili ENSSDUG00000011975
seriola_lalandi_dorsalis ENSSLDG00000000795
scophthalmus_maximus ENSSMAG00000000283
labrus_bergylta ENSLBEG00000011765
acanthochromis_polyacanthus ENSAPOG00000006783
amphiprion_ocellaris ENSAOCG00000007700
stegastes_partitus ENSSPAG00000000812
kryptolebias_marmoratus ENSKMAG00000020509
pundamilia_nyererei ENSPNYG00000002680
haplochromis_burtoni ENSHBUG00000000006
maylandia_zebra ENSMZEG00005005394
astatotilapia_calliptera ENSACLG00000011583
neolamprologus_brichardi ENSNBRG00000001614
oreochromis_niloticus ENSONIG00000016648
amphilophus_citrinellus ENSACIG00000001897
fundulus_heteroclitus ENSFHEG00000017236
cyprinodon_variegatus ENSCVAG00000006158
poecilia_mexicana ENSPMEG00000010681
poecilia_latipinna ENSPLAG00000010733
poecilia_formosa ENSPFOG00000009497
poecilia_reticulata ENSPREG00000008016
xiphophorus_maculatus ENSXMAG00000024225
xiphophorus_couchianus ENSXCOG00000002207
gambusia_affinis ENSGAFG00000013485
anabas_testudineus ENSATEG00000022008
mola_mola ENSMMOG00000007144
hippocampus_comes ENSHCOG00000014930
gasterosteus_aculeatus ENSGACG00000005869
gadus_morhua ENSGMOG00000014635
oryzias_latipes_asm223471v1 ENSORLG00020019672
oryzias_latipes_asm223469v1 ENSORLG00015001162
oryzias_latipes_asm223467v1 ENSORLG00000008819
oryzias_melastigma ENSOMEG00000018554
periophthalmus_magnuspinnatus ENSPMGG00000010367
tetraodon_nigroviridis ENSTNIG00000014338
takifugu_rubripes ENSTRUG00000002686
esox_lucius ENSELUG00000019444
pygocentrus_nattereri ENSPNAG00000024386
astyanax_mexicanus ENSAMXG00000007632
ictalurus_punctatus ENSIPUG00000018373
danio_rerio ENSDARG00000101949
scleropages_formosus ENSSFOG00015007674
paramormyrops_kingsleyae ENSPKIG00000000430
amphiprion_percula ENSAPEG00000024454
pogona_vitticeps ENSPVIG00000019882
anolis_carolinensis ENSACAG00000013403
notechis_scutatus ENSNSUG00000011333
salvator_merianae ENSSMRG00000002624
sphenodon_punctatus ENSSPUG00000018329
gopherus_agassizii ENSGAGG00000004343
chelonoidis_abingdonii ENSCABG00000023179
chrysemys_picta_bellii ENSCPBG00000004156
phascolarctos_cinereus ENSPCIG00000008193
notamacropus_eugenii ENSMEUG00000001052
monodelphis_domestica ENSMODG00000007810
oryctolagus_cuniculus ENSOCUG00000009792
ochotona_princeps ENSOPRG00000002260
erinaceus_europaeus ENSEEUG00000001135
loxodonta_africana ENSLAFG00000027088
pan_troglodytes ENSPTRG00000011003
pan_paniscus ENSPPAG00000035619
homo_sapiens ENSG00000105245
gorilla_gorilla ENSGGOG00000008713
pongo_abelii ENSPPYG00000009998
nomascus_leucogenys ENSNLEG00000013962
colobus_angolensis_palliatus ENSCANG00000033481
piliocolobus_tephrosceles ENSPTEG00000035691
rhinopithecus_bieti ENSRBIG00000032799
rhinopithecus_roxellana ENSRROG00000041681
theropithecus_gelada ENSTGEG00000023355
mandrillus_leucophaeus ENSMLEG00000030579
cercocebus_atys ENSCATG00000042646
papio_anubis ENSPANG00000006756
macaca_fascicularis ENSMFAG00000024673
macaca_nemestrina ENSMNEG00000033413
macaca_mulatta ENSMMUG00000004227
chlorocebus_sabaeus ENSCSAG00000003674
cebus_capucinus_imitator ENSCCAG00000031136
callithrix_jacchus ENSCJAG00000014829
saimiri_boliviensis_boliviensis ENSSBOG00000035886
aotus_nancymaae ENSANAG00000029009
carlito_syrichta ENSTSYG00000030270
microcebus_murinus ENSMICG00000035552
prolemur_simus ENSPSMG00000022327
propithecus_coquereli ENSPCOG00000021531
otolemur_garnettii ENSOGAG00000003156
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063160
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030504
mus_spicilegus ENSMSIG00000027155
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029406
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012643
rattus_norvegicus ENSRNOG00000020867
meriones_unguiculatus ENSMUGG00000013190
microtus_ochrogaster ENSMOCG00000012647
peromyscus_maniculatus_bairdii ENSPEMG00000017452
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021191
cricetulus_griseus_crigri-picr ENSCGRG00015024446
cricetulus_griseus_crigri_1.0 ENSCGRG00000009702
mesocricetus_auratus ENSMAUG00000011295
