ovis_aries ENSOARG00000000200
capra_hircus ENSCHIG00000008409
bos_mutus ENSBMUG00000002938
bos_taurus ENSBTAG00000017136
bison_bison_bison ENSBBBG00000023240
tursiops_truncatus ENSTTRG00000005208
vicugna_pacos ENSVPAG00000007157
equus_caballus ENSECAG00000021481
equus_asinus_asinus ENSEASG00005018751
dipodomys_ordii ENSDORG00000003377
loxodonta_africana ENSLAFG00000021371
canis_lupus_familiaris ENSCAFG00000004498
macaca_nemestrina ENSMNEG00000037800
marmota_marmota_marmota ENSMMMG00000010148
spermophilus_dauricus ENSSDAG00000000254
meriones_unguiculatus ENSMUGG00000022053
mus_spicilegus ENSMSIG00000010959
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016936
cricetulus_griseus_crigri_1.0 ENSCGRG00000012010
cricetulus_griseus_crigri-picr ENSCGRG00015011252
peromyscus_maniculatus_bairdii ENSPEMG00000027505
sus_scrofa ENSSSCG00000017249
procavia_capensis ENSPCAG00000005285
ochotona_princeps ENSOPRG00000007442
oryctolagus_cuniculus ENSOCUG00000009347
myotis_lucifugus ENSMLUG00000016665
choloepus_hoffmanni ENSCHOG00000012982
dasypus_novemcinctus ENSDNOG00000041650
mesocricetus_auratus ENSMAUG00000001118
microtus_ochrogaster ENSMOCG00000016578
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018211
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017365
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047904
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018495
rattus_norvegicus ENSRNOG00000002793
nannospalax_galili ENSNGAG00000019704
jaculus_jaculus ENSJJAG00000005617
castor_canadensis ENSCCNG00000030439
chinchilla_lanigera ENSCLAG00000009711
octodon_degus ENSODEG00000019608
cavia_aperea ENSCAPG00000005702
cavia_porcellus ENSCPOG00000033008
cavia_aperea ENSCAPG00000009364
cavia_porcellus ENSCPOG00000024343
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007978
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020646
fukomys_damarensis ENSFDAG00000006801
urocitellus_parryii ENSUPAG00010002676
ictidomys_tridecemlineatus ENSSTOG00000001825
tupaia_belangeri ENSTBEG00000012458
echinops_telfairi ENSETEG00000005422
vulpes_vulpes ENSVVUG00000009681
canis_lupus_dingo ENSCAFG00020021511
ursus_maritimus ENSUMAG00000007822
ursus_americanus ENSUAMG00000007618
ailuropoda_melanoleuca ENSAMEG00000019456
panthera_tigris_altaica ENSPTIG00000006667
panthera_pardus ENSPPRG00000014805
felis_catus ENSFCAG00000004735
pan_paniscus ENSPPAG00000009833
pan_troglodytes ENSPTRG00000043320
homo_sapiens ENSG00000180616
pongo_abelii ENSPPYG00000008585
nomascus_leucogenys ENSNLEG00000031257
mandrillus_leucophaeus ENSMLEG00000009848
papio_anubis ENSPANG00000020325
macaca_fascicularis ENSMFAG00000030140
macaca_mulatta ENSMMUG00000020947
cercocebus_atys ENSCATG00000018657
theropithecus_gelada ENSTGEG00000026738
chlorocebus_sabaeus ENSCSAG00000000538
rhinopithecus_roxellana ENSRROG00000001904
rhinopithecus_bieti ENSRBIG00000018111
colobus_angolensis_palliatus ENSCANG00000006637
piliocolobus_tephrosceles ENSPTEG00000002178
cebus_capucinus_imitator ENSCCAG00000027266
saimiri_boliviensis_boliviensis ENSSBOG00000019147
callithrix_jacchus ENSCJAG00000019937
aotus_nancymaae ENSANAG00000020060
propithecus_coquereli ENSPCOG00000014031
prolemur_simus ENSPSMG00000025596
otolemur_garnettii ENSOGAG00000015033
carlito_syrichta ENSTSYG00000002188
phascolarctos_cinereus ENSPCIG00000001992
notamacropus_eugenii ENSMEUG00000015326
monodelphis_domestica ENSMODG00000023942
sarcophilus_harrisii ENSSHAG00000016125
ornithorhynchus_anatinus ENSOANG00000004342
sphenodon_punctatus ENSSPUG00000014904
anser_brachyrhynchus ENSABRG00000010556
anas_platyrhynchos_platyrhynchos ENSAPLG00000001087
gallus_gallus ENSGALG00000004418
coturnix_japonica ENSCJPG00005021264
numida_meleagris ENSNMEG00000003285
parus_major ENSPMJG00000017057
cyanistes_caeruleus ENSCCEG00000002210
ficedula_albicollis ENSFALG00000015032
serinus_canaria ENSSCAG00000013420
junco_hyemalis ENSJHYG00000001444
lonchura_striata_domestica ENSLSDG00000003702
manacus_vitellinus ENSMVIG00005012788
lepidothrix_coronata ENSLCOG00000010908
melopsittacus_undulatus ENSMUNG00000000679
calidris_pugnax ENSCPUG00000014533
calidris_pygmaea ENSCPGG00000016050
apteryx_haastii ENSAHAG00000018453
apteryx_owenii ENSAOWG00000006725
apteryx_rowi ENSARWG00000006786
dromaius_novaehollandiae ENSDNVG00000008347
nothoprocta_perdicaria ENSNPEG00000010664
crocodylus_porosus ENSCPRG00005018484
gopherus_agassizii ENSGAGG00000020460
chelonoidis_abingdonii ENSCABG00000011501
chrysemys_picta_bellii ENSCPBG00000010261
pelodiscus_sinensis ENSPSIG00000000013
pogona_vitticeps ENSPVIG00000016097
anolis_carolinensis ENSACAG00000014569
notechis_scutatus ENSNSUG00000009912
salvator_merianae ENSSMRG00000005034
xenopus_tropicalis ENSXETG00000009978
latimeria_chalumnae ENSLACG00000018502
astyanax_mexicanus ENSAMXG00000024982
astyanax_mexicanus ENSAMXG00000039332
pygocentrus_nattereri ENSPNAG00000019063
ictalurus_punctatus ENSIPUG00000011452
danio_rerio ENSDARG00000069806
gasterosteus_aculeatus ENSGACG00000011189
cynoglossus_semilaevis ENSCSEG00000015285
labrus_bergylta ENSLBEG00000023719
periophthalmus_magnuspinnatus ENSPMGG00000015861
mastacembelus_armatus ENSMAMG00000021582
monopterus_albus ENSMALG00000016323
anabas_testudineus ENSATEG00000024246
seriola_dumerili ENSSDUG00000011669
seriola_lalandi_dorsalis ENSSLDG00000021582
scophthalmus_maximus ENSSMAG00000017134
amphiprion_percula ENSAPEG00000003192
amphiprion_ocellaris ENSAOCG00000012953
acanthochromis_polyacanthus ENSAPOG00000004194
stegastes_partitus ENSSPAG00000004573
astatotilapia_calliptera ENSACLG00000025816
maylandia_zebra ENSMZEG00005012851
pundamilia_nyererei ENSPNYG00000000471
haplochromis_burtoni ENSHBUG00000002593
neolamprologus_brichardi ENSNBRG00000023375
oreochromis_niloticus ENSONIG00000021384
amphilophus_citrinellus ENSACIG00000014218
xiphophorus_couchianus ENSXCOG00000010481
xiphophorus_maculatus ENSXMAG00000019448
poecilia_mexicana ENSPMEG00000008013
poecilia_formosa ENSPFOG00000020710
poecilia_latipinna ENSPLAG00000009516
poecilia_reticulata ENSPREG00000002051
gambusia_affinis ENSGAFG00000005343
fundulus_heteroclitus ENSFHEG00000008282
cyprinodon_variegatus ENSCVAG00000011058
kryptolebias_marmoratus ENSKMAG00000009383
oryzias_latipes_asm223471v1 ENSORLG00020020331
oryzias_latipes_asm223467v1 ENSORLG00000007973
oryzias_latipes_asm223469v1 ENSORLG00015009883
oryzias_melastigma ENSOMEG00000009206
